,Peak_Index,Peak_X,Peak_Y,FrameForPeak,Onset_Index,Onset_X,Onset_Y,FrameForOnset,OnsetLatency
0,4788,4.707614525141816,1.1767040301371718,150,3801,3.7373540645470253,-0.4799903029881828,119,0.9702604605947904
1,26449,26.001243539269236,2.025640853601509,832,25375,24.945458600384935,-1.0008036767081359,798,1.055784938884301
2,39706,39.03340455862602,1.5594613935433161,1249,38978,38.31775145293908,0.20428208349045937,1226,0.7156531056869397
3,52837,51.94170254046006,0.9522224277436093,1662,52131,51.24767631434058,-0.6971715371616838,1639,0.6940262261194761
4,96007,94.37953849170334,1.3892540632458974,3020,95161,93.54788666833637,-1.0943923160014324,2993,0.8316518233669683
5,97396,95.74498102439449,1.2392394669265772,3063,96726,95.08634423756722,-0.9421772642853457,3042,0.6586367868272731
6,104046,102.28219689365017,0.8305679747439494,3273,103313,101.56162858806154,-1.7420436676495397,3249,0.7205683055886283
7,109520,107.66335774602696,0.5474964918459264,3445,108809,106.96441632000578,-0.4652898104508773,3422,0.6989414260211788
8,134176,131.9011915012703,1.1732249575092466,4220,133035,130.77954288370324,-1.0101513636726323,4184,1.1216486175670468
9,142261,139.8490697423127,1.2247341992066456,4475,141077,138.6851504055911,-0.6290009817201739,4437,1.1639193367216194
10,148753,146.2309652946748,1.2556169474336114,4679,147991,145.48188882965633,-1.0586979507487218,4655,0.7490764650184758
11,169875,166.9947357593994,1.2097217662579802,5343,168799,165.9369847405544,-0.17292280965837942,5309,1.0577510188449821
12,179927,176.87625364176904,1.395381748189696,5660,179411,176.369005011914,0.5752245067802498,5643,0.5072486298550416
13,210927,207.35049303228425,1.3610087241264583,6635,210096,206.53358680862237,-1.0541061303466224,6609,0.8169062236618743
14,217936,214.2406202544817,1.2787934606740665,6855,217379,213.69306698543278,0.10009797799461394,6838,0.5475532690489331
15,228227,224.35708469215243,1.4163479547492626,7179,227535,223.67682102575768,0.012452667999834676,7157,0.680263666394751
16,237222,233.19952931530352,0.8296068564417588,7462,236620,232.60773924713934,-0.07392307433663847,7443,0.5917900681641868
17,259044,254.65142776626553,1.0502777366290064,8148,256591,252.24003069449347,-0.11602416451475979,8071,2.4113970717720576
18,266647,262.1254807367845,1.504761102291717,8388,265985,261.4747082697999,-0.5398283194983597,8367,0.6507724669845629
19,275527,270.85487576219657,2.0437390840205665,8667,274310,269.6585161061238,-0.04571712761452213,8629,1.1963596560727865
20,307465,302.25120665426994,1.5424931471909826,9672,306120,300.92901788071373,-0.07383747546095541,9629,1.3221887735562063
21,329623,324.03340653862597,1.4740768181194899,10369,328780,323.2047038352,0.23500404141592005,10342,0.8287027034259609
22,349929,343.99501637939375,1.4096856436294323,11007,348299,342.39266121144084,-0.22220852513967154,10956,1.6023551679529078
23,352371,346.3956000113821,1.366620429073596,11084,351456,345.49611842937173,-0.6619810959266016,11055,0.8994815820103668
24,362292,356.14833965632727,0.9137644390760058,11396,361337,355.20953647510333,-0.4937942680518458,11366,0.9388031812239319
25,381857,375.38151687166373,1.4933121204278585,12012,380521,374.0681754579306,-0.43090006499092787,11970,1.3133414137331556
26,416839,409.77022146388964,1.50395015613015,13112,415948,408.89433284140745,-0.42622869427917237,13084,0.8758886224821936
27,419824,412.7045958052022,1.1769067074457062,13206,419061,411.95453630020336,-1.0230216905754563,13182,0.7500595049988306
28,425549,418.3324996926441,1.481143017943391,13386,424813,417.6089822671144,-1.5164640402120058,13363,0.7235174255296783
29,444075,436.54429836840814,1.4571868524967049,13969,443150,435.63498638659433,0.23973829589935106,13940,0.9093119818138007
30,447628,440.0370394185533,1.57462188655454,14081,446938,439.3587418321192,-1.0336021832544493,14059,0.6782975864340983
31,459954,452.15399021621425,1.1449780185527276,14468,459239,451.45111663027177,-0.4880661325055216,14446,0.7028735859424842
32,467429,459.5022140692498,1.6445091339695992,14704,466716,458.80130656326793,-0.17566837866942622,14681,0.7009075059818883
33,489747,481.44170035046005,1.5404145632362047,15406,488659,480.372152851851,-0.03359505566343252,15371,1.0695474986090403
34,493569,485.1988791553165,1.877552025664259,15526,492827,484.4694634899048,-0.2320475982339566,15503,0.7294156654116932
35,508047,499.43133199066745,1.4209605981785909,15981,507263,498.66062864608153,0.20711568334321678,15957,0.770703344585911
36,516078,507.32612607277156,1.4790485452838948,16234,515151,506.4148480109971,-0.07997184327084172,16205,0.9112780617744534
37,524066,515.1786494357211,1.2368658021223624,16485,522961,514.0923902574463,0.04089284422988671,16450,1.0862591782748723
38,536352,527.2562786341686,1.2109151225211339,16872,535481,526.4000508112931,-0.00505522721197474,16844,0.8562278228754394
39,546189,536.9264429207652,1.210879969906066,17181,545001,535.7585914241223,-0.12594395434366573,17144,1.1678514966429248
40,557666,548.2087927751182,1.432191543136987,17542,556775,547.332904152636,0.34308477944077836,17514,0.8758886224821936
41,565075,555.4921359894514,1.4633039699554253,17775,564322,554.751906884256,-0.7162715576598908,17752,0.7402291051954535
42,572173,562.4697537698991,1.4536340865232809,17999,571449,561.7580328241335,-0.28319483476990426,17976,0.7117209457655918
43,578430,568.6206349268814,1.168590779621441,18195,576859,567.0762791177685,-1.153440403663255,18146,1.544355809112858
44,587189,577.2310821146724,1.4042728764521453,18471,586674,576.7248165247978,0.5083773893890774,18455,0.5062655898746016
45,596613,586.495250889389,1.2384928529801098,18767,595462,585.3637718720187,-0.9242960485447288,18731,1.1314790173703386
