,Peak_Index,Peak_X,Peak_Y,FrameForPeak,Onset_Index,Onset_X,Onset_Y,FrameForOnset,OnsetLatency
0,4788,9.742909245141815,1.1767040301371718,150,3801,8.772648784547025,-0.4799903029881828,119,0.9702604605947904
1,26449,31.036538259269236,2.025640853601509,832,25375,29.980753320384935,-1.0008036767081359,798,1.055784938884301
2,39706,44.06869927862601,1.5594613935433161,1249,38978,43.353046172939074,0.20428208349045937,1226,0.7156531056869397
3,52837,56.97699726046005,0.9522224277436093,1662,52131,56.28297103434058,-0.6971715371616838,1639,0.6940262261194761
4,96007,99.41483321170334,1.3892540632458974,3020,95161,98.58318138833637,-1.0943923160014324,2993,0.8316518233669683
5,97396,100.78027574439449,1.2392394669265772,3063,96726,100.12163895756721,-0.9421772642853457,3042,0.6586367868272731
6,104046,107.31749161365016,0.8305679747439494,3273,103313,106.59692330806153,-1.7420436676495397,3249,0.7205683055886283
7,109520,112.69865246602696,0.5474964918459264,3445,108809,111.99971104000578,-0.4652898104508773,3422,0.6989414260211788
8,134176,136.9364862212703,1.1732249575092466,4220,133035,135.81483760370324,-1.0101513636726323,4184,1.1216486175670468
9,142261,144.8843644623127,1.2247341992066456,4475,141077,143.72044512559108,-0.6290009817201739,4437,1.1639193367216194
10,148753,151.2662600146748,1.2556169474336114,4679,147991,150.51718354965632,-1.0586979507487218,4655,0.7490764650184758
11,169875,172.0300304793994,1.2097217662579802,5343,168799,170.9722794605544,-0.17292280965837942,5309,1.0577510188449821
12,179927,181.91154836176904,1.395381748189696,5660,179411,181.404299731914,0.5752245067802498,5643,0.5072486298550416
13,210927,212.38578775228424,1.3610087241264583,6635,210096,211.56888152862237,-1.0541061303466224,6609,0.8169062236618743
14,217936,219.2759149744817,1.2787934606740665,6855,217379,218.72836170543277,0.10009797799461394,6838,0.5475532690489331
15,228227,229.39237941215242,1.4163479547492626,7179,227535,228.71211574575767,0.012452667999834676,7157,0.680263666394751
16,237222,238.23482403530352,0.8296068564417588,7462,236620,237.64303396713933,-0.07392307433663847,7443,0.5917900681641868
17,259044,259.6867224862655,1.0502777366290064,8148,256591,257.27532541449347,-0.11602416451475979,8071,2.4113970717720576
18,266647,267.1607754567845,1.504761102291717,8388,265985,266.51000298979994,-0.5398283194983597,8367,0.6507724669845629
19,275527,275.8901704821966,2.0437390840205665,8667,274310,274.6938108261238,-0.04571712761452213,8629,1.1963596560727865
20,307465,307.28650137426996,1.5424931471909826,9672,306120,305.96431260071375,-0.07383747546095541,9629,1.3221887735562063
21,329623,329.068701258626,1.4740768181194899,10369,328780,328.23999855520003,0.23500404141592005,10342,0.8287027034259609
22,349929,349.03031109939377,1.4096856436294323,11007,348299,347.42795593144086,-0.22220852513967154,10956,1.6023551679529078
23,352371,351.4308947313821,1.366620429073596,11084,351456,350.53141314937176,-0.6619810959266016,11055,0.8994815820103668
24,362292,361.1836343763273,0.9137644390760058,11396,361337,360.24483119510336,-0.4937942680518458,11366,0.9388031812239319
25,381857,380.41681159166376,1.4933121204278585,12012,380521,379.1034701779306,-0.43090006499092787,11970,1.3133414137331556
26,416839,414.80551618388967,1.50395015613015,13112,415948,413.9296275614075,-0.42622869427917237,13084,0.8758886224821936
27,419824,417.7398905252022,1.1769067074457062,13206,419061,416.9898310202034,-1.0230216905754563,13182,0.7500595049988306
28,425549,423.3677944126441,1.481143017943391,13386,424813,422.64427698711444,-1.5164640402120058,13363,0.7235174255296783
29,444075,441.57959308840816,1.4571868524967049,13969,443150,440.67028110659436,0.23973829589935106,13940,0.9093119818138007
30,447628,445.07233413855334,1.57462188655454,14081,446938,444.39403655211925,-1.0336021832544493,14059,0.6782975864340983
31,459954,457.1892849362143,1.1449780185527276,14468,459239,456.4864113502718,-0.4880661325055216,14446,0.7028735859424842
32,467429,464.53750878924984,1.6445091339695992,14704,466716,463.83660128326795,-0.17566837866942622,14681,0.7009075059818883
33,489747,486.4769950704601,1.5404145632362047,15406,488659,485.40744757185104,-0.03359505566343252,15371,1.0695474986090403
34,493569,490.2341738753165,1.877552025664259,15526,492827,489.5047582099048,-0.2320475982339566,15503,0.7294156654116932
35,508047,504.46662671066747,1.4209605981785909,15981,507263,503.69592336608156,0.20711568334321678,15957,0.770703344585911
36,516078,512.3614207927716,1.4790485452838948,16234,515151,511.45014273099713,-0.07997184327084172,16205,0.9112780617744534
37,524066,520.2139441557212,1.2368658021223624,16485,522961,519.1276849774463,0.04089284422988671,16450,1.0862591782748723
38,536352,532.2915733541686,1.2109151225211339,16872,535481,531.4353455312931,-0.00505522721197474,16844,0.8562278228754394
39,546189,541.9617376407653,1.210879969906066,17181,545001,540.7938861441223,-0.12594395434366573,17144,1.1678514966429248
40,557666,553.2440874951183,1.432191543136987,17542,556775,552.3681988726361,0.34308477944077836,17514,0.8758886224821936
41,565075,560.5274307094514,1.4633039699554253,17775,564322,559.787201604256,-0.7162715576598908,17752,0.7402291051954535
42,572173,567.5050484898991,1.4536340865232809,17999,571449,566.7933275441335,-0.28319483476990426,17976,0.7117209457655918
43,578430,573.6559296468814,1.168590779621441,18195,576859,572.1115738377686,-1.153440403663255,18146,1.544355809112858
44,587189,582.2663768346724,1.4042728764521453,18471,586674,581.7601112447978,0.5083773893890774,18455,0.5062655898746016
45,596613,591.530545609389,1.2384928529801098,18767,595462,590.3990665920187,-0.9242960485447288,18731,1.1314790173703386
