,Nose_x,Nose_y,Head_x,Head_y,roi,transition_index,N_s1_dist,NosePoke,NHaxis_angle,Heading_2_Szone,distance,approaching,time_diff,x_bin,y_bin,EVT1,EVT2,EVT3
0,357.0403747558594,294.7601623535156,357.0403747558594,294.7601623535156,else,,210.17824340404084,off,181.7744519616574,False,294.6834424377185,False,0.0,104,57,,,
1,361.433349609375,294.7601623535156,361.433349609375,294.7601623535156,else,,206.30526018578803,off,181.72494672739765,False,291.07215330012866,True,1.0,105,57,,,
2,365.7189636230469,294.7601623535156,365.7189636230469,294.7601623535156,else,,202.15213242842262,off,181.77288286193158,False,287.57008842024953,True,1.0,107,57,,,
3,370.5923767089844,293.13482666015625,370.5923767089844,293.13482666015625,else,,196.4321072463115,off,180.68091593939295,False,282.661225851924,True,1.0,108,57,,,
4,374.9529418945313,292.8194885253906,374.9529418945313,292.8194885253906,else,,192.20220052077437,off,181.8022423865397,False,278.9473824213046,True,1.0,109,57,,,
5,378.9869079589844,290.4467163085937,378.9869079589844,290.4467163085937,else,,187.94010412711714,off,177.04870808694292,False,274.29130954693983,True,1.0,111,56,,,
6,383.1779479980469,286.68914794921875,383.1779479980469,286.68914794921875,else,,183.51653480766393,off,169.9844578836561,False,268.6895009321851,True,1.0,112,56,,,
7,384.0870666503906,282.80096435546875,384.0870666503906,282.80096435546875,else,,182.02196369288455,off,171.79883434811813,False,265.6722291716166,True,1.0,112,55,,,
8,388.1217346191406,279.011962890625,388.1217346191406,279.011962890625,else,,177.06889339229926,off,170.13083293393703,False,260.1864951854369,True,1.0,113,54,,,
9,395.7586669921875,274.3218078613281,395.7586669921875,274.3218078613281,else,,168.3284031836775,off,164.06074707385724,False,251.2460816900745,True,1.0,116,53,,,
10,403.3161010742188,271.2250061035156,403.3161010742188,271.2250061035156,else,,159.18824157451542,off,160.0597504947167,False,243.30630585744998,True,1.0,118,53,,,
11,410.8540649414063,270.5778503417969,410.8540649414063,270.5778503417969,else,,150.8369234399202,off,160.46301340829942,False,236.86415549271607,True,1.0,120,52,,,
12,416.0196838378906,270.3202514648437,416.0196838378906,270.3202514648437,else,,144.27273160233784,off,159.5748500279393,False,232.60225861355275,True,1.0,121,52,,,
13,421.8749084472656,270.3202514648437,421.8749084472656,270.3202514648437,else,,136.29244470810238,off,161.5771001560795,False,227.99912766869602,True,1.0,123,52,,,
14,429.5400085449219,270.3539123535156,429.5400085449219,270.3539123535156,else,,128.06896772258116,off,162.89242996281718,False,222.08386940347043,True,1.0,125,52,,,
15,436.0609436035156,270.3539123535156,436.0609436035156,270.3539123535156,else,,121.6988168392247,off,164.87460571991608,False,217.1189779234466,True,1.0,127,52,,,
16,440.482177734375,270.192138671875,440.482177734375,270.192138671875,else,,117.36549696974201,off,164.85832341856778,False,213.69262954170708,True,1.0,129,52,,,
17,445.9748229980469,270.15380859375,445.9748229980469,270.15380859375,else,,112.11003563344532,off,170.31625198139636,False,209.59833121518764,True,1.0,130,52,,,
18,450.9330749511719,270.15380859375,450.9330749511719,270.15380859375,else,,107.51981080687592,off,173.94787458597438,False,205.98216777483785,True,1.0,132,52,,,
19,457.0267028808594,270.15380859375,457.0267028808594,270.15380859375,else,,101.87899993044526,off,174.6250769895813,False,201.61614267420796,True,1.0,134,52,,,
20,464.4749450683594,271.9151611328125,464.4749450683594,271.9151611328125,else,,95.38342848872745,off,178.8584774065615,False,197.68311540975773,True,1.0,136,53,,,
21,470.0366821289063,271.9151611328125,470.0366821289063,271.9151611328125,else,,89.97963462597806,off,178.65310900528715,False,193.91244827484988,True,1.0,137,53,,,
22,472.1012573242188,271.9151611328125,472.1012573242188,271.9151611328125,else,,86.76837265351904,off,178.21850425566743,False,192.53483316514203,True,1.0,138,53,,,
23,473.31536865234375,270.50738525390625,473.31536865234375,270.50738525390625,else,,84.65178952819798,off,175.18937151619792,False,190.67603591326525,True,1.0,138,52,,,
24,474.656982421875,270.1951904296875,474.656982421875,270.1951904296875,else,,82.72554060253574,off,174.67066331899156,False,189.55301167991303,True,1.0,139,52,,,
25,476.1961059570313,269.0549621582031,476.1961059570313,269.0549621582031,else,,80.81217719255145,off,172.25953503830146,False,187.68033069465415,True,1.0,139,52,,,
26,478.3748474121094,264.9904479980469,478.3748474121094,264.9904479980469,else,,77.2978003990482,off,164.51942019147697,False,183.19132235106898,True,1.0,140,51,,,
27,480.6756591796875,260.60516357421875,480.6756591796875,260.60516357421875,else,,73.7553643303842,off,162.29198737930784,False,178.38841811829434,True,1.0,140,50,,,
28,482.4177856445313,256.6382751464844,482.4177856445313,256.6382751464844,else,,71.25763123870695,off,154.26026538246745,False,174.2796114449364,True,1.0,141,50,,,
29,486.56549072265625,252.47955322265625,486.56549072265625,252.47955322265625,else,,66.40051193651487,off,148.97089899283617,False,168.4118376644109,True,1.0,142,49,,,
30,490.096435546875,252.47955322265625,490.096435546875,252.47955322265625,else,,63.92486057211633,off,151.97761669777543,False,166.05406544259708,True,1.0,143,49,,,
31,492.6839904785156,252.47955322265625,492.6839904785156,252.47955322265625,else,,61.635668538498784,off,152.40088363327652,False,164.3529283892667,True,1.0,144,49,,,
32,493.5599365234375,252.83995056152344,493.5599365234375,252.83995056152344,else,,61.0392478974008,off,154.03259670977118,False,164.05639386838376,True,1.0,144,49,,,
33,494.7913818359375,252.8677978515625,494.7913818359375,252.8677978515625,else,,61.61638697042757,off,156.23284991617479,False,163.28141436271974,True,1.0,145,49,,,
