scorer,DLC_resnet50_MutiAnimalTopViewJan25shuffle1_200000,DLC_resnet50_MutiAnimalTopViewJan25shuffle1_200000,DLC_resnet50_MutiAnimalTopViewJan25shuffle1_200000,DLC_resnet50_MutiAnimalTopViewJan25shuffle1_200000,DLC_resnet50_MutiAnimalTopViewJan25shuffle1_200000,DLC_resnet50_MutiAnimalTopViewJan25shuffle1_200000,DLC_resnet50_MutiAnimalTopViewJan25shuffle1_200000,DLC_resnet50_MutiAnimalTopViewJan25shuffle1_200000,DLC_resnet50_MutiAnimalTopViewJan25shuffle1_200000,DLC_resnet50_MutiAnimalTopViewJan25shuffle1_200000,DLC_resnet50_MutiAnimalTopViewJan25shuffle1_200000,DLC_resnet50_MutiAnimalTopViewJan25shuffle1_200000,DLC_resnet50_MutiAnimalTopViewJan25shuffle1_200000,DLC_resnet50_MutiAnimalTopViewJan25shuffle1_200000,DLC_resnet50_MutiAnimalTopViewJan25shuffle1_200000,DLC_resnet50_MutiAnimalTopViewJan25shuffle1_200000,DLC_resnet50_MutiAnimalTopViewJan25shuffle1_200000,DLC_resnet50_MutiAnimalTopViewJan25shuffle1_200000,DLC_resnet50_MutiAnimalTopViewJan25shuffle1_200000,DLC_resnet50_MutiAnimalTopViewJan25shuffle1_200000,DLC_resnet50_MutiAnimalTopViewJan25shuffle1_200000,DLC_resnet50_MutiAnimalTopViewJan25shuffle1_200000,DLC_resnet50_MutiAnimalTopViewJan25shuffle1_200000,DLC_resnet50_MutiAnimalTopViewJan25shuffle1_200000,DLC_resnet50_MutiAnimalTopViewJan25shuffle1_200000,DLC_resnet50_MutiAnimalTopViewJan25shuffle1_200000,DLC_resnet50_MutiAnimalTopViewJan25shuffle1_200000,DLC_resnet50_MutiAnimalTopViewJan25shuffle1_200000,DLC_resnet50_MutiAnimalTopViewJan25shuffle1_200000,DLC_resnet50_MutiAnimalTopViewJan25shuffle1_200000,DLC_resnet50_MutiAnimalTopViewJan25shuffle1_200000,DLC_resnet50_MutiAnimalTopViewJan25shuffle1_200000,DLC_resnet50_MutiAnimalTopViewJan25shuffle1_200000,DLC_resnet50_MutiAnimalTopViewJan25shuffle1_200000,DLC_resnet50_MutiAnimalTopViewJan25shuffle1_200000,DLC_resnet50_MutiAnimalTopViewJan25shuffle1_200000
individuals,mouse1,mouse1,mouse1,mouse1,mouse1,mouse1,mouse1,mouse1,mouse1,mouse1,mouse1,mouse1,mouse1,mouse1,mouse1,mouse2,mouse2,mouse2,mouse2,mouse2,mouse2,mouse2,mouse2,mouse2,mouse2,mouse2,mouse2,mouse2,mouse2,mouse2,single,single,single,single,single,single
bodyparts,snout,snout,snout,rightear,rightear,rightear,leftear,leftear,leftear,centroid,centroid,centroid,tailbase,tailbase,tailbase,snout,snout,snout,rightear,rightear,rightear,leftear,leftear,leftear,centroid,centroid,centroid,tailbase,tailbase,tailbase,TopLeftCornerOfBox,TopLeftCornerOfBox,TopLeftCornerOfBox,BottomLeftCornerOfBox,BottomLeftCornerOfBox,BottomLeftCornerOfBox
coords,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood
288,,,0.0,304.33,891.452,1.0,226.309,863.294,1.0,245.527,903.729,1.0,226.304,986.563,1.0,767.005,1272.817,1.0,755.846,1216.098,1.0,821.026,1244.606,1.0,831.156,1156.002,1.0,891.416,1060.347,1.0,204.444,188.997,1.0,201.26,1318.445,1.0
289,,,0.0,303.772,891.075,1.0,225.466,864.658,1.0,245.28,903.037,1.0,226.123,986.779,1.0,767.728,1291.518,1.0,752.165,1223.682,1.0,816.452,1257.882,1.0,832.569,1158.506,1.0,892.59,1074.788,1.0,204.268,188.66,1.0,201.367,1318.042,1.0
290,,,0.0,303.837,890.543,1.0,224.948,863.038,1.0,244.342,902.856,1.0,225.824,986.861,1.0,768.301,1302.665,1.0,746.131,1237.587,1.0,814.766,1264.55,1.0,822.542,1177.325,1.0,888.661,1086.53,1.0,203.427,188.291,1.0,200.634,1317.977,1.0
291,,,0.0,304.721,888.98,1.0,225.698,860.132,1.0,245.674,901.007,1.0,226.11,986.491,1.0,771.97,1309.045,1.0,745.99,1239.652,1.0,815.97,1261.084,1.0,814.933,1179.942,1.0,876.128,1085.295,1.0,204.193,188.804,1.0,201.224,1318.866,1.0
292,,,0.0,305.177,888.424,1.0,225.818,859.321,1.0,246.033,900.521,1.0,226.444,987.118,1.0,772.606,1315.427,1.0,746.892,1241.834,1.0,817.949,1260.625,1.0,813.859,1179.365,1.0,863.391,1084.203,1.0,203.752,188.821,1.0,202.062,1318.466,1.0
293,,,0.0,305.136,889.275,1.0,226.133,859.526,1.0,243.683,901.627,1.0,225.66,986.875,1.0,772.515,1315.08,1.0,744.274,1242.261,1.0,816.307,1260.816,1.0,809.138,1179.873,1.0,858.728,1079.012,1.0,203.929,188.418,1.0,201.595,1318.286,1.0
294,,,0.0,304.848,889.709,1.0,226.076,860.159,1.0,244.229,901.118,1.0,225.514,986.66,1.0,768.445,1311.135,1.0,745.169,1237.6,1.0,818.284,1264.408,1.0,808.647,1177.876,1.0,857.52,1078.497,1.0,203.475,188.491,1.0,201.387,1318.479,1.0
295,,,0.0,304.389,889.638,1.0,226.645,860.979,1.0,244.248,903.561,1.0,226.375,985.446,1.0,765.965,1307.987,1.0,744.326,1230.134,1.0,817.23,1259.964,1.0,808.855,1174.083,1.0,859.789,1078.295,1.0,204.036,188.55,1.0,201.493,1318.443,1.0
296,,,0.0,304.51,889.372,1.0,225.859,860.621,1.0,246.091,902.324,1.0,226.737,985.664,1.0,761.476,1295.666,1.0,746.876,1224.334,1.0,821.86,1250.341,1.0,812.632,1181.241,1.0,864.067,1077.098,1.0,204.165,188.032,1.0,201.391,1318.118,1.0
297,,,0.0,304.729,888.729,1.0,226.386,858.175,1.0,245.78,899.45,1.0,226.508,987.355,1.0,767.597,1295.208,1.0,748.919,1217.716,1.0,825.172,1250.898,1.0,815.236,1172.048,1.0,863.774,1076.428,1.0,204.343,188.705,1.0,201.338,1317.482,1.0
298,,,0.0,304.891,887.964,1.0,227.18,858.845,1.0,244.468,899.985,1.0,226.164,986.945,1.0,764.011,1283.239,1.0,752.268,1207.384,1.0,824.5,1243.892,1.0,820.341,1166.83,1.0,871.599,1076.754,1.0,204.029,188.61,1.0,201.93,1318.2,1.0
299,,,0.0,304.162,890.446,1.0,226.851,862.624,1.0,242.892,902.631,1.0,225.528,986.833,1.0,750.802,1267.694,1.0,754.701,1187.908,1.0,819.354,1230.274,1.0,819.136,1166.101,1.0,876.376,1075.823,1.0,203.573,188.417,1.0,201.793,1318.029,1.0
300,,,0.0,300.526,892.31,1.0,226.01,865.598,1.0,243.341,905.562,1.0,226.433,986.827,1.0,734.713,1245.64,1.0,760.012,1167.278,1.0,813.539,1230.836,1.0,822.548,1156.042,1.0,879.865,1074.442,1.0,204.575,188.143,1.0,201.655,1318.05,1.0
301,,,0.0,290.86,896.599,1.0,224.939,863.307,1.0,243.813,903.704,1.0,226.17,987.504,1.0,725.241,1225.979,1.0,758.263,1155.245,1.0,800.045,1218.778,1.0,823.785,1162.215,1.0,880.461,1071.67,1.0,204.472,188.382,1.0,200.277,1322.619,1.0
302,,,0.0,295.184,895.69,1.0,221.062,864.278,1.0,239.861,910.789,1.0,227.015,989.098,1.0,716.254,1203.812,1.0,754.71,1147.994,1.0,790.13,1206.22,1.0,819.789,1159.261,1.0,882.602,1071.049,1.0,204.085,188.874,1.0,202.126,1317.773,1.0
303,,,0.0,296.272,898.588,1.0,225.493,867.5,1.0,246.236,906.098,1.0,226.288,987.631,1.0,705.286,1195.251,1.0,749.518,1140.608,1.0,783.312,1216.122,1.0,817.637,1149.729,1.0,876.829,1073.718,1.0,203.927,188.362,1.0,201.49,1318.693,1.0
304,,,0.0,299.813,894.791,1.0,222.966,862.805,1.0,248.408,902.478,1.0,226.286,987.911,1.0,695.481,1182.508,1.0,739.983,1136.797,1.0,768.847,1201.901,1.0,809.193,1142.346,1.0,877.091,1071.335,1.0,204.057,188.332,1.0,201.844,1318.596,1.0
305,,,0.0,298.527,890.456,1.0,225.564,862.324,1.0,250.427,904.373,1.0,225.934,987.587,1.0,674.137,1177.117,1.0,725.261,1129.8,1.0,754.245,1199.888,1.0,798.454,1142.466,1.0,876.312,1077.123,1.0,204.27,188.675,1.0,201.607,1318.451,1.0
306,,,0.0,297.617,887.807,1.0,224.203,858.807,1.0,251.597,902.334,1.0,226.157,988.119,1.0,655.593,1175.772,1.0,709.643,1127.337,1.0,731.533,1195.139,1.0,784.833,1146.109,1.0,870.45,1089.647,1.0,203.661,188.09,1.0,201.561,1317.809,1.0
307,,,0.0,299.04,886.086,1.0,222.898,858.29,1.0,251.458,898.771,1.0,225.806,987.073,1.0,641.508,1171.235,1.0,692.432,1123.654,1.0,720.895,1204.147,1.0,773.326,1148.008,1.0,867.764,1101.199,1.0,203.92,188.711,1.0,201.462,1318.227,1.0
308,,,0.0,294.68,888.002,1.0,220.938,862.037,1.0,244.876,899.605,1.0,225.688,987.247,1.0,625.335,1174.981,1.0,678.231,1122.194,1.0,704.996,1202.817,1.0,757.998,1151.629,1.0,861.274,1118.942,1.0,203.504,188.072,1.0,201.016,1318.286,1.0
309,,,0.0,290.853,890.513,1.0,219.826,863.665,1.0,244.01,900.144,1.0,225.539,986.719,1.0,605.277,1175.588,1.0,664.519,1123.552,1.0,685.402,1195.275,1.0,744.038,1157.848,1.0,850.012,1136.527,1.0,203.821,188.094,1.0,202.706,1318.06,1.0
310,,,0.0,295.403,890.917,1.0,221.676,862.653,1.0,247.598,899.719,1.0,225.574,987.065,1.0,588.715,1172.035,1.0,647.975,1125.753,1.0,662.608,1202.626,1.0,727.678,1160.044,1.0,839.064,1153.095,1.0,204.037,187.885,1.0,201.821,1317.716,1.0
311,,,0.0,301.529,888.462,1.0,224.602,858.153,1.0,251.629,896.928,1.0,225.798,986.03,1.0,575.527,1174.995,1.0,638.263,1126.259,1.0,648.411,1203.433,1.0,711.189,1170.578,1.0,831.881,1157.259,1.0,203.685,188.276,1.0,201.636,1318.543,1.0
312,,,0.0,300.344,888.989,1.0,224.492,857.333,1.0,242.377,900.215,1.0,225.93,987.092,1.0,562.099,1175.324,1.0,623.403,1127.464,1.0,638.024,1200.588,1.0,698.786,1172.029,1.0,814.324,1154.976,1.0,203.77,188.261,1.0,201.366,1318.351,1.0
313,,,0.0,296.961,892.136,1.0,222.568,862.617,1.0,249.44,899.307,1.0,225.755,987.026,1.0,550.693,1172.119,1.0,613.479,1125.724,1.0,626.699,1199.381,1.0,686.096,1160.828,1.0,801.969,1151.445,1.0,203.487,188.671,1.0,201.537,1318.64,1.0
314,,,0.0,294.35,894.905,1.0,221.141,866.125,1.0,248.4,903.081,1.0,225.903,987.073,1.0,536.427,1166.731,1.0,599.81,1119.167,1.0,609.586,1202.776,1.0,674.848,1158.645,1.0,786.468,1143.095,1.0,203.468,187.971,1.0,201.447,1318.061,1.0
315,,,0.0,293.356,895.614,1.0,222.672,862.963,1.0,247.931,905.146,1.0,225.924,986.582,1.0,524.312,1164.816,1.0,583.279,1115.572,1.0,596.602,1197.569,1.0,665.752,1153.259,1.0,781.384,1138.199,1.0,204.061,188.272,1.0,201.246,1318.314,1.0
316,,,0.0,295.978,893.749,1.0,222.547,865.999,1.0,242.518,903.463,1.0,226.062,987.332,1.0,511.904,1162.079,1.0,573.879,1110.951,1.0,584.859,1199.154,1.0,646.597,1156.282,1.0,768.726,1141.415,1.0,203.63,187.887,1.0,201.585,1318.193,1.0
317,,,0.0,299.975,891.064,1.0,224.129,862.631,1.0,243.088,902.346,1.0,225.834,987.759,1.0,495.913,1156.171,1.0,563.176,1110.133,1.0,574.933,1185.852,1.0,632.053,1155.084,1.0,748.878,1152.312,1.0,204.157,188.491,1.0,201.975,1318.176,1.0
318,,,0.0,298.867,890.448,1.0,222.684,862.553,1.0,241.869,902.587,1.0,225.815,987.319,1.0,480.722,1150.494,1.0,549.01,1110.659,1.0,555.945,1185.572,1.0,620.598,1158.296,1.0,732.873,1158.273,1.0,203.759,188.308,1.0,201.753,1318.488,1.0
319,,,0.0,294.36,892.347,1.0,221.645,861.904,1.0,249.403,902.761,1.0,226.197,987.756,1.0,471.825,1148.879,1.0,532.75,1112.554,1.0,533.702,1190.706,1.0,609.054,1159.372,1.0,724.246,1166.75,1.0,203.696,188.311,1.0,201.795,1317.355,1.0
320,,,0.0,293.862,891.362,1.0,220.977,866.271,1.0,248.48,902.605,1.0,225.854,987.614,1.0,461.18,1148.139,1.0,526.366,1114.644,1.0,517.714,1194.057,1.0,596.334,1162.34,1.0,716.305,1171.511,1.0,203.76,188.355,1.0,201.262,1318.183,1.0
321,,,0.0,295.427,892.706,1.0,222.36,865.134,1.0,247.974,903.908,1.0,225.861,987.905,1.0,454.631,1144.303,1.0,514.467,1110.78,1.0,509.58,1183.754,1.0,586.573,1157.354,1.0,705.873,1165.441,1.0,203.603,188.483,1.0,201.337,1318.083,1.0
322,,,0.0,298.222,892.134,1.0,224.206,861.635,1.0,242.533,903.067,1.0,225.841,986.772,1.0,443.746,1134.497,1.0,505.314,1106.661,1.0,496.804,1186.629,1.0,577.451,1152.847,1.0,696.03,1154.394,1.0,203.847,188.376,1.0,201.34,1317.853,1.0
323,,,0.0,298.071,893.328,1.0,222.716,863.4,1.0,243.901,903.661,1.0,225.843,986.736,1.0,437.072,1118.545,1.0,494.904,1097.402,1.0,478.335,1168.508,1.0,565.792,1148.677,1.0,688.93,1141.668,1.0,203.599,188.44,1.0,201.896,1317.14,1.0
324,,,0.0,293.957,895.832,1.0,221.458,862.804,1.0,243.042,901.973,1.0,226.223,985.866,1.0,420.399,1109.152,1.0,481.405,1090.372,1.0,465.909,1161.746,1.0,548.343,1140.346,1.0,672.522,1137.928,1.0,203.666,188.219,1.0,200.52,1318.376,1.0
325,,,0.0,293.089,895.347,1.0,221.079,862.56,1.0,243.608,901.893,1.0,226.546,987.402,1.0,403.663,1101.432,1.0,466.988,1083.387,1.0,447.253,1150.496,1.0,537.74,1138.05,1.0,659.614,1142.795,1.0,204.2,188.449,1.0,200.458,1322.519,1.0
326,,,0.0,294.521,894.774,1.0,223.592,862.298,1.0,246.038,906.42,1.0,226.631,987.199,1.0,389.866,1090.419,1.0,452.077,1076.826,1.0,428.196,1147.669,1.0,517.145,1132.414,1.0,646.552,1151.843,1.0,203.698,188.491,1.0,200.955,1317.446,1.0
327,,,0.0,301.156,891.718,1.0,224.911,861.335,1.0,249.462,902.157,1.0,226.227,985.414,1.0,368.574,1079.894,1.0,432.727,1070.395,1.0,412.026,1135.148,1.0,505.599,1126.507,1.0,620.699,1159.335,1.0,203.326,189.074,1.0,201.264,1318.682,1.0
328,,,0.0,301.984,891.636,1.0,225.305,862.591,1.0,242.059,904.497,1.0,226.008,986.614,1.0,353.389,1069.467,1.0,416.47,1058.969,1.0,390.47,1130.217,1.0,484.044,1123.129,1.0,599.409,1167.256,1.0,203.846,188.344,1.0,201.693,1318.679,1.0
329,,,0.0,298.78,893.512,1.0,224.167,864.767,1.0,248.797,905.394,1.0,226.447,987.045,1.0,337.602,1056.497,1.0,402.174,1049.112,1.0,365.865,1113.751,1.0,459.4,1117.425,0.9990000128746033,571.903,1171.57,1.0,204.571,188.21,1.0,200.869,1323.039,1.0
330,,,0.0,297.337,893.654,1.0,224.357,864.13,1.0,248.035,904.497,1.0,226.066,987.04,1.0,327.325,1038.602,1.0,386.649,1040.509,1.0,346.62,1105.129,1.0,428.478,1101.989,1.0,557.422,1158.736,1.0,203.875,188.386,1.0,201.112,1318.42,1.0
331,,,0.0,301.073,890.928,1.0,225.693,860.371,1.0,250.851,902.959,1.0,226.117,985.945,1.0,317.27,1025.547,1.0,374.524,1036.961,1.0,335.429,1090.152,1.0,417.916,1097.266,1.0,537.744,1150.839,1.0,203.54,187.899,1.0,201.199,1319.27,1.0
332,,,0.0,304.178,889.724,1.0,226.534,858.657,1.0,242.753,901.618,1.0,225.936,986.17,1.0,303.1,1017.917,1.0,362.242,1028.201,1.0,319.021,1088.671,1.0,399.676,1087.721,1.0,522.609,1135.143,1.0,204.253,188.535,1.0,200.989,1318.135,1.0
333,,,0.0,303.772,888.977,1.0,226.834,858.091,1.0,243.158,901.51,1.0,226.048,986.791,1.0,295.087,1008.395,1.0,350.719,1018.761,1.0,302.741,1078.339,1.0,381.668,1074.553,1.0,507.899,1132.554,1.0,203.899,188.357,1.0,202.074,1318.099,1.0
334,,,0.0,303.061,888.902,1.0,227.649,860.867,1.0,243.751,901.79,1.0,225.51,987.403,1.0,287.821,1004.122,1.0,342.979,1010.884,1.0,297.752,1070.046,1.0,382.407,1075.325,1.0,500.863,1130.949,1.0,204.075,188.68,1.0,201.387,1318.058,1.0
335,,,0.0,299.456,889.113,1.0,228.002,861.303,1.0,243.586,904.617,1.0,226.162,985.551,1.0,284.433,991.188,1.0,339.272,1007.853,1.0,290.678,1057.856,1.0,372.129,1066.721,1.0,490.406,1137.009,1.0,204.139,188.58,1.0,201.696,1319.247,1.0
336,,,0.0,297.616,890.33,1.0,228.179,861.652,1.0,246.784,901.793,1.0,225.573,985.469,1.0,279.01,988.213,1.0,335.778,1002.512,1.0,289.95,1055.305,1.0,371.642,1071.694,1.0,480.287,1135.991,1.0,204.254,188.074,1.0,201.223,1318.848,1.0
337,,,0.0,292.694,894.136,1.0,227.324,861.543,1.0,242.754,903.566,1.0,225.828,985.921,1.0,282.549,996.192,1.0,335.259,1003.853,1.0,286.369,1053.841,1.0,367.506,1072.331,1.0,474.319,1150.68,1.0,204.84,188.254,1.0,201.898,1316.931,1.0
338,,,0.0,291.619,893.99,1.0,227.618,863.679,1.0,243.577,903.383,1.0,225.901,985.416,1.0,277.26,997.349,1.0,333.741,1007.018,1.0,284.031,1055.362,1.0,371.739,1079.573,1.0,473.958,1151.121,1.0,203.932,188.376,1.0,201.295,1318.089,1.0
339,,,0.0,289.84,894.959,1.0,227.716,863.383,1.0,240.885,903.522,1.0,225.583,985.414,1.0,281.229,988.309,1.0,337.831,1008.794,1.0,286.508,1056.141,1.0,372.454,1081.868,1.0,475.866,1152.646,1.0,203.872,188.531,1.0,201.34,1318.44,1.0
340,,,0.0,288.803,895.225,1.0,226.021,866.151,1.0,239.993,905.744,1.0,225.593,985.643,1.0,279.346,990.402,1.0,340.952,1009.913,1.0,287.596,1058.817,1.0,372.622,1085.01,1.0,477.448,1152.56,1.0,204.036,188.015,1.0,200.99,1318.783,1.0
341,,,0.0,289.141,892.598,1.0,225.912,864.861,1.0,242.253,905.564,1.0,225.018,986.862,1.0,276.991,991.155,1.0,339.504,1012.657,1.0,287.665,1063.652,1.0,372.58,1082.784,1.0,478.928,1156.635,1.0,204.244,188.97,1.0,200.989,1316.896,1.0
342,,,0.0,289.327,888.164,1.0,222.663,864.572,1.0,242.328,906.028,1.0,224.846,985.982,1.0,278.121,994.536,1.0,341.775,1012.371,1.0,290.027,1066.315,1.0,372.915,1084.166,1.0,473.305,1164.396,1.0,203.141,187.945,1.0,201.116,1317.632,1.0
343,,,0.0,294.588,884.471,1.0,223.412,859.647,1.0,241.91,906.379,1.0,224.868,984.804,1.0,280.449,992.971,1.0,344.335,1012.875,1.0,291.375,1066.269,1.0,378.298,1082.292,1.0,472.24,1166.284,1.0,203.743,188.288,1.0,201.668,1318.714,1.0
344,,,0.0,293.403,882.656,1.0,225.234,852.514,1.0,244.46,898.614,1.0,222.736,983.404,1.0,283.295,994.803,1.0,348.025,1012.477,1.0,290.094,1061.755,1.0,379.19,1085.078,1.0,469.714,1165.514,1.0,204.111,188.74,1.0,201.487,1318.374,1.0
345,,,0.0,292.518,881.276,1.0,225.791,845.468,1.0,241.899,892.806,1.0,223.403,981.902,1.0,280.924,974.403,1.0,347.72,1010.014,1.0,291.355,1056.344,1.0,371.819,1082.292,1.0,463.971,1159.35,1.0,204.294,189.047,1.0,201.896,1317.368,1.0
346,,,0.0,291.431,880.451,1.0,222.823,845.507,1.0,246.435,895.365,1.0,223.024,981.165,1.0,283.47,977.001,1.0,343.787,997.412,1.0,285.202,1054.959,1.0,359.485,1073.775,1.0,460.967,1154.402,1.0,204.073,188.705,1.0,201.685,1317.926,1.0
347,,,0.0,296.119,881.006,1.0,224.807,845.824,1.0,243.478,895.019,1.0,223.572,981.869,1.0,280.872,961.387,1.0,339.886,991.908,1.0,283.863,1040.082,1.0,355.733,1058.485,1.0,450.411,1152.038,1.0,204.15,188.478,1.0,200.617,1319.241,1.0
348,,,0.0,295.86,880.969,1.0,225.697,847.587,1.0,248.747,895.273,1.0,223.341,981.485,1.0,274.375,957.773,1.0,341.357,979.26,1.0,279.67,1031.129,1.0,349.81,1048.581,1.0,436.058,1149.508,1.0,203.86,188.154,1.0,201.197,1318.95,1.0
349,,,0.0,293.487,881.34,1.0,224.747,847.744,1.0,242.434,892.009,1.0,223.29,981.91,1.0,286.009,945.815,1.0,342.534,977.625,1.0,275.288,1023.419,1.0,349.293,1046.813,1.0,428.687,1151.197,1.0,203.712,188.327,1.0,201.779,1318.579,1.0
350,,,0.0,298.56,876.799,1.0,223.716,847.139,1.0,243.531,891.287,1.0,221.096,984.286,1.0,291.238,939.121,1.0,344.695,974.991,1.0,279.294,1015.508,1.0,348.809,1045.149,1.0,428.906,1150.154,1.0,203.542,187.959,1.0,201.454,1318.808,1.0
351,,,0.0,294.488,880.254,1.0,221.775,845.857,1.0,244.512,889.166,1.0,221.981,984.394,1.0,301.27,944.089,1.0,350.895,972.897,1.0,286.061,1007.099,1.0,347.838,1049.821,1.0,434.377,1147.126,1.0,203.899,188.526,1.0,201.697,1319.324,1.0
352,,,0.0,294.106,880.738,1.0,219.336,846.104,1.0,243.672,888.753,1.0,222.933,984.743,1.0,307.065,935.307,1.0,360.238,970.693,1.0,287.655,1003.938,1.0,353.859,1045.613,1.0,429.641,1150.052,1.0,203.687,188.611,1.0,201.572,1318.618,1.0
353,,,0.0,291.711,879.439,1.0,219.797,846.048,1.0,241.764,890.951,1.0,223.372,984.591,1.0,308.278,926.923,1.0,363.906,961.572,1.0,295.228,998.062,1.0,360.665,1039.187,1.0,429.091,1152.439,1.0,204.204,188.885,1.0,201.618,1318.568,1.0
354,,,0.0,290.712,879.337,1.0,219.278,847.004,1.0,241.968,891.058,1.0,223.339,984.485,1.0,309.479,924.811,1.0,365.71,959.291,1.0,301.939,993.539,1.0,360.172,1043.246,1.0,428.135,1154.924,1.0,203.315,188.308,1.0,201.623,1318.017,1.0
355,,,0.0,290.426,879.808,1.0,219.566,847.105,1.0,240.512,890.633,1.0,222.238,984.362,1.0,307.418,923.486,1.0,367.613,958.5,1.0,303.4,993.087,1.0,362.586,1034.574,1.0,426.413,1155.062,1.0,203.776,188.782,1.0,201.544,1318.236,1.0
356,,,0.0,286.608,877.888,1.0,219.415,846.661,1.0,240.039,888.65,1.0,223.075,984.026,1.0,300.296,923.246,1.0,359.116,948.569,1.0,296.975,991.638,1.0,359.962,1031.829,1.0,427.148,1151.146,1.0,204.131,188.864,1.0,200.964,1318.962,1.0
357,,,0.0,279.817,876.033,1.0,218.203,844.914,1.0,236.465,888.921,1.0,222.126,984.552,1.0,299.191,923.008,1.0,358.417,950.871,1.0,291.809,992.163,1.0,358.651,1029.088,1.0,425.418,1153.907,1.0,203.696,187.931,1.0,201.419,1322.499,1.0
358,,,0.0,274.696,879.416,1.0,216.515,847.885,1.0,233.216,889.075,1.0,224.124,984.792,1.0,297.457,923.457,1.0,353.723,947.61,1.0,289.357,990.124,1.0,356.548,1032.149,1.0,425.417,1152.363,1.0,203.751,188.036,1.0,201.186,1318.512,1.0
359,,,0.0,269.244,881.388,1.0,210.156,848.078,1.0,228.132,908.005,0.21299999952316284,223.471,983.867,1.0,298.402,926.497,1.0,352.133,946.532,1.0,286.265,991.838,1.0,356.061,1031.057,1.0,424.918,1151.309,1.0,203.58,188.278,1.0,200.885,1318.986,1.0
360,,,0.0,264.657,879.42,1.0,209.846,849.256,1.0,,,0.0,221.681,987.973,1.0,291.305,927.883,0.9990000128746033,351.819,946.87,1.0,284.139,994.557,1.0,352.658,1027.773,1.0,424.621,1151.207,1.0,204.325,188.483,1.0,201.097,1318.227,1.0
361,,,0.0,257.958,884.353,1.0,204.52,848.842,0.7549999952316284,,,0.0,221.092,983.989,1.0,284.142,926.18,1.0,348.445,947.41,1.0,291.067,995.495,1.0,351.154,1025.157,1.0,423.947,1150.724,1.0,204.08,189.16,1.0,201.935,1317.602,1.0
362,,,0.0,259.346,883.93,1.0,204.514,847.406,0.9769999980926514,,,0.0,221.564,989.004,1.0,281.896,926.369,1.0,342.67,946.698,1.0,286.535,994.771,1.0,350.609,1025.744,1.0,424.498,1150.677,1.0,203.603,187.93,1.0,201.956,1317.654,1.0
363,295.958,829.972,1.0,263.306,882.217,1.0,210.631,844.571,1.0,,,0.0,221.364,988.278,1.0,285.217,926.856,1.0,340.905,947.256,1.0,286.116,993.469,1.0,349.588,1028.535,1.0,425.084,1150.664,1.0,203.715,188.049,1.0,201.993,1318.588,1.0
364,305.693,835.008,1.0,265.262,878.938,1.0,212.801,841.986,1.0,,,0.0,221.036,988.507,1.0,286.979,930.195,1.0,342.88,944.731,1.0,285.203,993.3,1.0,351.193,1031.344,1.0,425.171,1150.999,1.0,204.474,188.117,1.0,201.153,1319.045,1.0
365,313.818,833.811,1.0,267.465,879.205,1.0,218.872,831.052,1.0,227.419,891.167,0.6940000057220459,220.366,988.902,1.0,290.659,929.464,1.0,341.814,942.37,1.0,282.439,990.34,1.0,350.827,1029.982,1.0,424.416,1151.007,1.0,204.039,188.587,1.0,202.048,1317.068,1.0
366,319.622,834.059,1.0,267.078,870.422,1.0,224.091,819.308,1.0,227.729,883.971,0.671999990940094,220.903,987.787,1.0,283.451,929.355,0.7440000176429749,335.148,942.549,1.0,277.595,991.617,1.0,349.101,1028.311,1.0,421.633,1149.994,1.0,204.038,188.517,1.0,202.02,1317.763,1.0
367,315.335,820.566,1.0,273.313,865.561,1.0,224.941,813.323,1.0,227.115,875.193,0.5870000123977661,220.538,980.079,1.0,277.161,925.095,1.0,332.157,943.602,1.0,272.574,992.213,1.0,348.114,1028.928,1.0,421.283,1148.585,1.0,203.958,188.337,1.0,201.322,1318.16,1.0
368,306.815,813.157,1.0,274.408,852.744,1.0,219.11,810.95,1.0,226.923,858.894,0.8700000047683716,221.543,978.466,1.0,269.7,915.902,1.0,329.415,944.388,1.0,273.231,992.583,1.0,344.575,1027.547,1.0,423.423,1143.956,1.0,203.972,188.441,1.0,201.82,1318.777,1.0
369,,,0.0,279.617,841.45,1.0,220.342,796.013,1.0,231.471,851.357,1.0,219.176,978.133,1.0,272.254,910.596,1.0,330.544,944.301,1.0,270.062,987.41,1.0,341.078,1022.816,1.0,422.748,1141.909,1.0,203.965,188.091,1.0,202.538,1318.787,1.0
370,305.755,774.597,1.0,282.362,824.462,1.0,223.144,783.069,1.0,235.705,841.938,0.9869999885559082,223.389,963.951,1.0,278.405,915.756,1.0,332.621,941.03,1.0,274.0,979.573,1.0,341.689,1019.497,1.0,421.967,1140.432,1.0,203.618,188.428,1.0,201.52,1318.186,1.0
371,,,0.0,287.412,806.723,1.0,229.096,770.902,0.9990000128746033,236.006,820.985,0.9990000128746033,223.991,947.174,1.0,271.071,912.581,1.0,332.412,941.214,1.0,273.663,979.055,1.0,341.465,1018.529,1.0,420.457,1139.924,1.0,203.79,188.337,1.0,201.277,1319.051,1.0
