scorer,DLC_resnet50_OpenFieldJan19shuffle1_100000,DLC_resnet50_OpenFieldJan19shuffle1_100000,DLC_resnet50_OpenFieldJan19shuffle1_100000,DLC_resnet50_OpenFieldJan19shuffle1_100000,DLC_resnet50_OpenFieldJan19shuffle1_100000,DLC_resnet50_OpenFieldJan19shuffle1_100000,DLC_resnet50_OpenFieldJan19shuffle1_100000,DLC_resnet50_OpenFieldJan19shuffle1_100000,DLC_resnet50_OpenFieldJan19shuffle1_100000,DLC_resnet50_OpenFieldJan19shuffle1_100000,DLC_resnet50_OpenFieldJan19shuffle1_100000,DLC_resnet50_OpenFieldJan19shuffle1_100000
bodyparts,Nose,Nose,Nose,RightEar,RightEar,RightEar,LeftEar,LeftEar,LeftEar,Head,Head,Head
coords,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood
36,723.1845703125,1025.239990234375,0.9996986389160156,713.365234375,1090.8511962890625,0.9977124929428101,651.4618530273438,1043.81640625,0.9962258338928223,698.5424194335938,1051.414306640625,0.9986529350280762
37,730.42529296875,1021.775146484375,0.9973281621932983,717.4776611328125,1087.183349609375,0.9978864789009094,658.56298828125,1037.891357421875,0.9937435984611511,706.9937133789062,1047.9080810546875,0.9996373653411865
38,727.143798828125,1019.80615234375,0.9987161159515381,722.4099731445312,1085.7935791015625,0.998103141784668,658.216552734375,1038.394775390625,0.9946815371513367,707.2229614257812,1046.3228759765625,0.999782145023346
39,706.6299438476562,1021.1519165039062,0.9991699457168579,722.44580078125,1084.2271728515625,0.9977232813835144,653.9889526367188,1048.84423828125,0.9804841876029968,700.4327392578125,1046.9228515625,0.9977768063545227
40,694.6602172851562,1015.6997680664062,0.9988002777099609,719.1670532226562,1076.4501953125,0.9981123208999634,647.0989379882812,1050.4869384765625,0.9791774153709412,693.4612426757812,1042.1226806640625,0.9996695518493652
41,685.822509765625,1013.8436889648438,0.9957019686698914,715.3685913085938,1071.45068359375,0.9967184662818909,641.2633666992188,1049.4991455078125,0.9940647482872009,687.6167602539062,1038.3330078125,0.9960688352584839
42,684.3079833984375,1016.5778198242188,0.9923438429832458,708.5811157226562,1073.2391357421875,0.999426007270813,634.90185546875,1048.960205078125,0.995853066444397,684.1158447265625,1040.054443359375,0.9988976716995239
43,680.6797485351562,1024.1170654296875,0.9630458354949951,708.2818603515625,1073.3253173828125,0.9993832111358643,633.785400390625,1050.1448974609375,0.9873063564300537,680.69677734375,1041.290283203125,0.9987473487854004
44,677.547607421875,1016.6763916015625,0.9942405223846436,708.7377319335938,1071.1553955078125,0.9991932511329651,633.5634765625,1051.1463623046875,0.9859257340431213,680.4131469726562,1039.29736328125,0.9989954829216003
45,677.03369140625,1010.349365234375,0.9982662796974182,708.5418701171875,1068.1669921875,0.9979231953620911,632.895751953125,1049.8380126953125,0.992381751537323,677.36572265625,1036.84375,0.9993268251419067
46,679.2876586914062,1001.9539184570312,0.995283305644989,709.1838989257812,1065.807373046875,0.9984161853790283,633.5021362304688,1044.806884765625,0.9979491829872131,680.1171875,1031.85400390625,0.9988755583763123
47,679.6549682617188,991.93115234375,0.9967414736747742,710.92919921875,1056.148193359375,0.9992896318435669,634.6784057617188,1036.942626953125,0.9952636957168579,680.933837890625,1023.5917358398438,0.9995636343955994
48,681.7630615234375,982.87939453125,0.9976403713226318,713.0780639648438,1049.2542724609375,0.9976473450660706,635.178955078125,1031.5849609375,0.9977611303329468,681.3341674804688,1016.113525390625,0.9990434050559998
49,688.6632080078125,969.27783203125,0.9989914298057556,716.3056640625,1039.4688720703125,0.9979444146156311,636.1275634765625,1020.27197265625,0.9945961833000183,683.0353393554688,1003.5072021484375,0.9973428845405579
50,691.6943359375,958.6886596679688,0.9988694787025452,718.0718383789062,1026.9605712890625,0.9994218349456787,639.4512329101562,1009.6571044921875,0.9989774227142334,687.6469116210938,992.570556640625,0.999416708946228
51,691.8202514648438,944.3480834960938,0.9993842840194702,722.5697631835938,1013.447998046875,0.9991594552993774,641.4039916992188,1001.4584350585938,0.9980868101119995,689.7666625976562,983.0865478515625,0.9994862079620361
52,692.7220458984375,929.1781616210938,0.9992339611053467,726.2665405273438,999.0114135742188,0.9973853230476379,643.804443359375,990.6658325195312,0.9963680505752563,691.1646728515625,971.9915771484375,0.9996645450592041
53,695.6755981445312,921.1397705078125,0.9966082572937012,729.60400390625,987.7953491210938,0.9974477291107178,649.093017578125,978.9684448242188,0.9969446063041687,696.1290893554688,957.7024536132812,0.9996367692947388
54,706.6532592773438,910.642333984375,0.9988589286804199,730.08056640625,980.6204833984375,0.9983119964599609,650.6698608398438,963.8917236328125,0.9980196952819824,698.3060913085938,948.6348876953125,0.9985809326171875
55,712.1775512695312,896.4282836914062,0.9988705515861511,734.2340698242188,974.4949951171875,0.9969199895858765,653.9356079101562,952.8152465820312,0.9973291158676147,700.1928100585938,939.9274291992188,0.9986579418182373
56,717.7432861328125,889.6228637695312,0.9969769716262817,738.1890869140625,970.109375,0.9944829344749451,654.703857421875,945.16162109375,0.998830258846283,704.9517211914062,935.6624755859375,0.9997079968452454
57,723.9379272460938,884.2037963867188,0.9996223449707031,740.8028564453125,966.4798583984375,0.998004138469696,657.46484375,938.4027099609375,0.997653067111969,709.2959594726562,932.8824462890625,0.999863862991333
58,728.3236083984375,874.21875,0.9974018335342407,745.6710815429688,961.2924194335938,0.9958009123802185,661.6663208007812,933.270751953125,0.9979362487792969,713.67626953125,926.7560424804688,0.9991745352745056
59,734.0775756835938,870.742919921875,0.9989558458328247,752.9569702148438,955.2942504882812,0.9951426982879639,667.2731323242188,928.2459106445312,0.9965662956237793,718.6901245117188,921.2388305664062,0.9989917874336243
60,735.8737182617188,863.8047485351562,0.9988003969192505,754.9524536132812,948.5035400390625,0.9977814555168152,669.014404296875,922.680908203125,0.9941017031669617,721.7998657226562,919.5012817382812,0.9997343420982361
61,738.39794921875,859.1151123046875,0.9983806610107422,760.595458984375,942.5179443359375,0.9912850260734558,672.7881469726562,917.646240234375,0.9975457787513733,726.1838989257812,914.9542236328125,0.9998646974563599
62,743.9232177734375,858.7321166992188,0.9961017370223999,760.7404174804688,943.1436767578125,0.9836099147796631,674.4046020507812,915.0695190429688,0.9977376461029053,727.4705810546875,914.4561767578125,0.9997815489768982
63,747.2368774414062,859.0454711914062,0.988609790802002,764.9393920898438,941.6351928710938,0.9758486747741699,677.180908203125,912.1549682617188,0.9948208332061768,729.2907104492188,914.4605712890625,0.9992682337760925
64,748.8246459960938,860.4012451171875,0.9930979609489441,761.6915893554688,943.5459594726562,0.9770621061325073,677.3829956054688,909.4468383789062,0.9928241968154907,729.0736083984375,914.7804565429688,0.9994103908538818
65,746.5346069335938,861.7698364257812,0.9915637969970703,757.29541015625,944.816162109375,0.989022970199585,674.107666015625,909.6200561523438,0.9938240051269531,725.8365478515625,915.7760620117188,0.9997034668922424
66,736.3886108398438,864.2346801757812,0.9975119829177856,752.100830078125,945.3531494140625,0.9695166349411011,667.2081909179688,914.0481567382812,0.9901571273803711,717.449462890625,919.6358642578125,0.9985408782958984
67,729.8270874023438,865.1676635742188,0.9938124418258667,744.3861694335938,947.5753173828125,0.9887905120849609,660.242919921875,911.1111450195312,0.9938982725143433,711.2353515625,919.8930053710938,0.9990658164024353
68,727.63671875,858.6031494140625,0.9901266098022461,744.4088134765625,943.9861450195312,0.9840759634971619,658.635009765625,912.4575805664062,0.9964421391487122,710.6456909179688,915.3322143554688,0.9997586607933044
69,726.4022827148438,856.7216186523438,0.9968820810317993,745.3746948242188,943.0272827148438,0.9782891273498535,658.5881958007812,913.1444702148438,0.9960741996765137,710.7230224609375,913.887451171875,0.9997472167015076
70,721.9097900390625,854.3472290039062,0.999002993106842,746.1812133789062,939.4605102539062,0.9789188504219055,657.6445922851562,914.247802734375,0.996439516544342,710.21923828125,911.635986328125,0.9998168349266052
71,720.6578369140625,853.6102294921875,0.9990823268890381,745.7857055664062,938.256591796875,0.9822741150856018,657.1082763671875,914.6459350585938,0.9961420893669128,709.75439453125,911.7106323242188,0.999798595905304
72,718.4193115234375,854.4596557617188,0.9977812170982361,745.2218017578125,936.06884765625,0.9755891561508179,655.216552734375,915.802001953125,0.994475781917572,708.0668334960938,913.28271484375,0.9998525381088257
73,714.6386108398438,855.130615234375,0.9912875294685364,744.0673828125,937.5780029296875,0.9791082739830017,653.4429931640625,917.1552734375,0.9917952418327332,705.6182861328125,916.3622436523438,0.999870777130127
74,712.6976928710938,858.7695922851562,0.9769194722175598,741.4598388671875,940.9180297851562,0.962279736995697,651.3623046875,918.706298828125,0.9875450730323792,702.2896118164062,918.9271850585938,0.999211311340332
75,710.8551025390625,865.228759765625,0.9957864880561829,734.51025390625,944.9129638671875,0.9568248391151428,647.087890625,920.7606811523438,0.9869378805160522,698.3530883789062,924.2730102539062,0.9978827834129333
76,706.6806030273438,869.1465454101562,0.9957832098007202,734.2438354492188,949.732177734375,0.9487351179122925,643.45654296875,926.60009765625,0.9898868203163147,695.7576293945312,928.195556640625,0.9996770620346069
77,710.4492797851562,874.5,0.9678322672843933,731.1585693359375,961.2330932617188,0.9047600030899048,642.2647094726562,928.2987060546875,0.9900896549224854,693.7739868164062,934.1512451171875,0.9995988011360168
78,717.6720581054688,884.3776245117188,0.9964295029640198,739.7157592773438,983.5892944335938,0.5716572999954224,644.2562866210938,928.3671875,0.990279495716095,695.9840087890625,940.72119140625,0.9988933205604553
79,724.7176513671875,889.560302734375,0.9864211082458496,735.4266357421875,983.564208984375,0.8600621223449707,647.7852783203125,932.3106689453125,0.9895738959312439,697.8717651367188,947.0263061523438,0.9993316531181335
80,739.4807739257812,905.5841064453125,0.9986888766288757,737.0345458984375,994.0494995117188,0.7864506840705872,655.5003662109375,933.3992919921875,0.9833609461784363,700.7190551757812,955.2566528320312,0.9962174296379089
81,756.7146606445312,925.2708740234375,0.9986793398857117,727.4716186523438,1008.3402099609375,0.9845917224884033,667.303466796875,930.5036010742188,0.981002688407898,709.74365234375,963.5872192382812,0.9996114373207092
82,769.3828735351562,931.6795654296875,0.9996763467788696,721.1787109375,1013.4588012695312,0.9974598288536072,677.02001953125,935.874267578125,0.9846158623695374,718.2499389648438,971.2500610351562,0.9978744983673096
83,778.692626953125,935.2942504882812,0.998746395111084,739.5243530273438,1019.0797119140625,0.9892849326133728,686.81396484375,940.6132202148438,0.9847148060798645,729.4139404296875,973.1928100585938,0.99784255027771
84,791.5166625976562,935.2420043945312,0.999000608921051,744.7852783203125,1016.9141235351562,0.9978044629096985,700.1904296875,940.1983642578125,0.9571549296379089,742.1962280273438,972.1550903320312,0.9991494417190552
85,801.2089233398438,933.1001586914062,0.9998160004615784,756.5216674804688,1015.5460815429688,0.9963386058807373,712.0158081054688,936.9047241210938,0.9784664511680603,754.7454223632812,966.7763671875,0.9994644522666931
86,808.8547973632812,930.628173828125,0.9987342953681946,768.148193359375,1011.6295166015625,0.9968546032905579,719.257568359375,933.159423828125,0.9939755797386169,762.417724609375,964.0169067382812,0.9995881915092468
87,809.0682983398438,932.4485473632812,0.9986257553100586,772.5136108398438,1007.3801879882812,0.995641827583313,729.1032104492188,929.6497192382812,0.996455729007721,771.51123046875,960.392578125,0.9998610019683838
88,809.2334594726562,932.8438110351562,0.998767614364624,774.253173828125,1000.0938110351562,0.9981630444526672,733.7877197265625,924.3046264648438,0.9938566088676453,776.265380859375,956.0778198242188,0.999530553817749
89,814.2977294921875,928.310791015625,0.9996053576469421,783.4208374023438,994.35302734375,0.9981289505958557,740.09423828125,919.7538452148438,0.9968647360801697,781.4019165039062,950.6202392578125,0.9993287324905396
90,819.43701171875,924.3951416015625,0.9991739392280579,791.9686279296875,987.1278076171875,0.9977158308029175,747.3856811523438,916.4414672851562,0.9950337409973145,789.131103515625,944.0890502929688,0.9998366832733154
91,824.7408447265625,915.8189697265625,0.9992119073867798,800.4129028320312,980.9781494140625,0.9988413453102112,753.4434204101562,911.7017211914062,0.9956122636795044,793.7485961914062,939.4369506835938,0.9985236525535583
92,833.9034423828125,909.7574462890625,0.9992396831512451,809.4805908203125,972.209228515625,0.9977903366088867,764.3672485351562,903.5947875976562,0.9918621778488159,805.7968139648438,930.551513671875,0.9998738765716553
93,842.212158203125,904.2891235351562,0.9989091157913208,819.7169799804688,963.3008422851562,0.9995161294937134,775.8802490234375,895.0068359375,0.9936580061912537,816.8518676757812,922.7811279296875,0.9997273087501526
94,849.7593994140625,896.8297119140625,0.9997571110725403,825.7510375976562,958.8035888671875,0.9974579215049744,781.897705078125,888.638427734375,0.9916346073150635,823.3461303710938,916.2996826171875,0.9998745918273926
95,858.8658447265625,894.556396484375,0.9982506632804871,832.1116943359375,952.0048828125,0.9989951252937317,791.3449096679688,882.5088500976562,0.9968313574790955,833.8911743164062,909.3280639648438,0.9995174407958984
96,862.4286499023438,890.2615966796875,0.9986770749092102,841.0877685546875,946.9420776367188,0.9992243051528931,798.4627075195312,879.1536254882812,0.9887661337852478,839.8107299804688,906.2635498046875,0.9998227953910828
97,872.2965698242188,883.6279907226562,0.9995362758636475,846.6903686523438,943.3624267578125,0.9984009861946106,804.976806640625,873.5987548828125,0.9951456189155579,845.1416015625,901.6773071289062,0.9994864463806152
98,877.1298217773438,878.4902954101562,0.9980675578117371,853.5000610351562,936.6248168945312,0.9990789890289307,810.457275390625,869.5980224609375,0.9962129592895508,853.2711181640625,895.9183349609375,0.999847412109375
99,885.1450805664062,871.8997192382812,0.9996147155761719,860.9417114257812,933.400146484375,0.998525083065033,814.8159790039062,866.4309692382812,0.9966222047805786,857.1165771484375,892.0421752929688,0.9995156526565552
100,896.6634521484375,865.1525268554688,0.9998465776443481,868.09619140625,929.392822265625,0.9992891550064087,822.8081665039062,859.5765380859375,0.9938627481460571,867.1542358398438,886.5077514648438,0.9998629093170166
101,905.8775024414062,859.470703125,0.9973059892654419,879.5694580078125,921.0984497070312,0.9974889755249023,832.4208374023438,852.5301513671875,0.9982062578201294,877.2357177734375,877.8866577148438,0.9986209869384766
102,919.6112670898438,850.3511962890625,0.9994774460792542,893.46875,914.5211791992188,0.9980706572532654,845.57080078125,848.5047607421875,0.9947571754455566,889.7030029296875,872.9345703125,0.9983916878700256
103,935.8828125,843.1613159179688,0.9977715611457825,909.7350463867188,902.7154541015625,0.9978213310241699,862.1181030273438,836.532958984375,0.9975403547286987,906.0040893554688,860.8908081054688,0.9988934397697449
104,951.1329956054688,836.7877807617188,0.9996634721755981,924.7216186523438,895.3646240234375,0.9958546161651611,881.7181396484375,827.0571899414062,0.9963155388832092,923.96142578125,853.80029296875,0.9993155002593994
105,966.1400756835938,832.2127075195312,0.9997262358665466,939.1414184570312,891.025146484375,0.9973003268241882,895.7803955078125,821.3243408203125,0.9975449442863464,937.9124755859375,849.6038208007812,0.9995318651199341
106,977.7853393554688,828.0435180664062,0.9992455244064331,951.5894775390625,886.393798828125,0.9995400905609131,910.0223388671875,817.82373046875,0.9974976181983948,953.08544921875,844.84423828125,0.9997113347053528
107,983.7305297851562,826.76123046875,0.9964504241943359,962.00830078125,883.0435180664062,0.9996106028556824,919.9107666015625,813.9081420898438,0.9927997589111328,962.6923828125,841.4735107421875,0.9994775652885437
108,992.7090454101562,829.4051513671875,0.9987843632698059,967.12109375,882.6503295898438,0.9996404647827148,927.2651977539062,811.8555908203125,0.9925152659416199,969.5368041992188,841.7364501953125,0.998862624168396
109,1000.688232421875,830.5004272460938,0.9970079064369202,975.725341796875,882.9905395507812,0.9995013475418091,937.35693359375,810.8993530273438,0.9878702759742737,979.0917358398438,841.4454956054688,0.9994962215423584
110,1008.3054809570312,832.8359985351562,0.9995612502098083,984.3258666992188,883.6460571289062,0.9996176958084106,946.3218383789062,812.6378173828125,0.9962945580482483,986.144287109375,842.9053955078125,0.9974449872970581
111,1017.8535766601562,832.9019775390625,0.9990171194076538,986.2261962890625,883.03173828125,0.9986934065818787,951.7720336914062,810.5758666992188,0.9950641989707947,992.546875,842.27880859375,0.9993995428085327
112,1025.1458740234375,841.6961669921875,0.9994568228721619,990.39306640625,881.1650390625,0.9993079900741577,962.0928955078125,808.0859375,0.9949234127998352,1002.1757202148438,845.0414428710938,0.9972207546234131
113,1032.183837890625,840.4029541015625,0.998337984085083,1000.2861328125,882.2894897460938,0.9994298815727234,971.2499389648438,809.5982666015625,0.9855175614356995,1008.9192504882812,844.6340942382812,0.9984605312347412
114,1038.853759765625,844.033447265625,0.9991125464439392,1003.1242065429688,881.2972412109375,0.998505711555481,977.07177734375,806.0640869140625,0.9969220757484436,1015.4910278320312,844.2335815429688,0.999471127986908
115,1046.1044921875,848.185546875,0.9991832375526428,1009.138916015625,880.999267578125,0.9995716214179993,989.79638671875,806.9132080078125,0.9929733276367188,1025.6895751953125,847.9966430664062,0.9990202188491821
116,1056.2794189453125,847.8626708984375,0.9996764659881592,1018.9285278320312,882.387451171875,0.9983816146850586,998.6776123046875,807.1568603515625,0.9962260723114014,1033.4122314453125,849.8095703125,0.9984402060508728
117,1069.14404296875,855.172119140625,0.9991514682769775,1026.302490234375,883.451171875,0.9997377991676331,1013.164794921875,806.0166625976562,0.9978346228599548,1045.9605712890625,850.0733032226562,0.9996750354766846
118,1080.18310546875,854.4132080078125,0.9991191029548645,1036.4986572265625,886.541015625,0.9983192086219788,1023.4925537109375,810.5736694335938,0.9951443076133728,1055.278564453125,852.4637451171875,0.9993720650672913
119,1092.744384765625,855.4361572265625,0.9997771382331848,1051.1160888671875,887.0607299804688,0.9977745413780212,1037.682861328125,812.9849243164062,0.9952206015586853,1068.6082763671875,855.6405639648438,0.9990376234054565
120,1104.443603515625,855.3680419921875,0.999830961227417,1066.5098876953125,887.1033935546875,0.9980079531669617,1053.4044189453125,810.9085083007812,0.990455687046051,1082.9342041015625,853.9603881835938,0.9989282488822937
121,1119.5770263671875,856.1604614257812,0.9997519850730896,1077.21728515625,886.4401245117188,0.9995940327644348,1067.6455078125,807.9470825195312,0.9863195419311523,1098.3897705078125,852.9536743164062,0.9992644190788269
