coords,snout_x,snout_y,ID,centroid_x,centroid_y
695,,,mouse2,1242.935,1210.111
696,,,mouse2,1240.781,1210.339
697,,,mouse2,1240.838,1208.612
698,1316.758,1229.451,mouse2,1250.002,1211.841
699,1323.571,1247.142,mouse2,1251.126,1209.583
700,,,mouse2,1242.711,1208.424
701,,,mouse2,1241.723,1210.027
702,,,mouse2,1237.638,1209.373
703,,,mouse2,1239.583,1201.423
704,1316.19,1245.374,mouse2,1243.096,1201.625
705,,,mouse2,1240.251,1202.108
706,,,mouse2,1239.24,1200.172
707,,,mouse2,1234.888,1200.343
708,1323.638,1213.112,mouse2,1234.376,1197.806
709,1330.905,1195.854,mouse2,1234.351,1194.385
710,1335.694,1186.661,mouse2,1234.228,1188.555
711,1342.301,1179.927,mouse2,1229.74,1175.03
712,1341.69,1170.996,mouse2,1223.277,1174.495
713,1341.408,1167.679,mouse2,1225.31,1177.557
714,1330.313,1158.742,mouse2,1223.707,1172.665
715,1328.259,1148.045,mouse2,1225.554,1174.886
716,1323.958,1144.586,mouse2,1226.349,1163.184
717,1327.029,1137.1,mouse2,1225.069,1159.558
718,1325.722,1124.422,mouse2,1222.147,1154.365
719,1328.74,1120.418,mouse2,1226.213,1164.157
720,1325.911,1111.448,mouse2,1224.666,1158.464
721,1331.479,1099.308,mouse2,1228.282,1147.265
722,1335.024,1093.709,mouse2,1236.78,1144.327
723,1329.31,1086.633,mouse2,1241.419,1147.013
724,1327.43,1080.828,mouse2,1238.925,1143.558
725,1328.565,1075.744,mouse2,1242.548,1141.33
726,1321.146,1075.096,mouse2,1241.553,1140.03
727,1312.945,1070.204,mouse2,1232.64,1134.19
728,1312.13,1071.105,mouse2,1235.807,1135.771
729,1308.341,1072.594,mouse2,1223.695,1131.48
730,1309.411,1075.914,mouse2,1228.383,1138.805
731,1307.133,1075.915,mouse2,1224.056,1129.111
732,1310.771,1084.262,mouse2,1224.773,1143.737
733,1310.731,1087.604,mouse2,1222.627,1133.875
734,1305.884,1086.091,mouse2,1222.124,1146.403
735,1305.943,1090.269,mouse2,1220.568,1146.596
736,1311.042,1099.246,mouse2,1227.87,1145.291
737,1313.203,1100.529,mouse2,1227.856,1145.418
738,1313.693,1098.506,mouse2,1220.292,1147.393
739,1312.287,1099.581,mouse2,1223.809,1142.941
740,1309.777,1100.846,mouse2,1221.85,1143.934
741,1309.27,1100.98,mouse2,1223.409,1144.268
742,1309.509,1102.829,mouse2,1225.426,1145.788
743,1299.076,1103.204,mouse2,1224.913,1146.558
744,1303.701,1105.907,mouse2,1219.798,1147.643
745,1303.361,1106.947,mouse2,1223.907,1145.847
746,1312.352,1115.719,mouse2,1225.039,1149.831
747,1313.871,1121.981,mouse2,1223.348,1143.351
748,1323.448,1135.231,mouse2,1223.816,1147.566
749,1327.033,1147.847,mouse2,1239.564,1143.766
750,1338.826,1154.403,mouse2,1233.952,1151.316
751,1346.716,1160.431,mouse2,1238.966,1155.241
752,1356.485,1156.794,mouse2,1238.261,1160.485
753,1360.264,1161.509,mouse2,1247.939,1157.096
754,1361.44,1162.375,mouse2,1251.662,1158.775
755,1361.387,1170.264,mouse2,1252.379,1159.261
756,1360.094,1186.947,mouse2,1254.255,1160.78
757,1361.683,1197.299,mouse2,1250.052,1162.214
758,1356.42,1202.859,mouse2,1244.933,1159.275
759,1345.043,1213.134,mouse2,1241.047,1162.482
760,1329.364,1228.96,mouse2,1226.252,1163.015
761,1299.548,1250.007,mouse2,1223.67,1155.574
762,1292.898,1262.37,mouse2,1226.446,1177.033
763,1278.448,1267.07,mouse2,1227.695,1168.294
764,1277.907,1276.943,mouse2,1227.06,1171.629
765,1272.802,1285.927,mouse2,1228.326,1179.157
766,1275.079,1295.883,mouse2,1227.879,1193.3
767,1267.145,1300.549,mouse2,1228.716,1189.506
768,1260.948,1311.195,mouse2,1224.601,1189.149
769,1244.543,1314.345,mouse2,1225.962,1191.008
770,1242.473,1326.082,mouse2,1224.615,1203.375
771,1231.282,1327.396,mouse2,1221.165,1203.997
772,1213.752,1330.493,mouse2,1220.438,1204.076
773,1206.838,1335.086,mouse2,1221.36,1209.757
774,1198.744,1330.296,mouse2,1223.412,1210.573
775,1194.522,1329.575,mouse2,1223.654,1211.665
776,1195.082,1330.744,mouse2,1223.517,1209.897
777,1194.505,1329.798,mouse2,1219.209,1221.745
778,1194.813,1329.909,mouse2,1221.014,1211.334
779,1201.927,1325.221,mouse2,1217.455,1210.337
780,,,mouse2,1209.659,1209.723
781,1224.946,1297.903,mouse2,1203.401,1200.489
782,1231.652,1294.328,mouse2,1202.186,1196.165
783,1237.909,1283.099,mouse2,1196.146,1193.586
784,1247.25,1276.502,mouse2,1191.951,1190.591
785,1262.925,1267.457,mouse2,1189.242,1189.557
786,1272.62,1232.134,mouse2,1188.059,1187.129
787,1279.201,1203.429,mouse2,1188.943,1175.423
788,1282.349,1188.818,mouse2,1189.29,1162.686
789,1281.585,1165.323,mouse2,1176.736,1165.182
790,1281.462,1144.667,mouse2,1177.72,1160.972
791,1276.033,1139.951,mouse2,1191.903,1146.946
792,1279.832,1136.884,mouse2,1178.146,1144.456
793,1273.945,1123.75,mouse2,1177.591,1146.71
794,1267.388,1113.371,mouse2,1177.378,1142.921
795,1267.082,1117.281,mouse2,1177.569,1141.426
796,1266.86,1114.677,mouse2,1183.861,1136.896
797,1266.757,1101.379,mouse2,1188.712,1136.962
798,1261.711,1093.925,mouse2,1181.383,1144.17
799,1258.173,1074.585,mouse2,1188.895,1145.71
800,1263.471,1068.999,mouse2,1206.338,1133.143
801,1267.046,1052.076,mouse2,1204.492,1128.225
802,1278.073,1027.652,mouse2,1212.821,1123.71
803,1290.47,1015.752,mouse2,1219.086,1113.382
804,1290.804,1006.491,mouse2,1233.035,1087.238
805,1297.209,1004.987,mouse2,1222.966,1108.753
806,1302.865,994.897,mouse2,1231.154,1095.687
807,1302.73,988.045,mouse2,1237.532,1092.669
808,1312.634,977.555,mouse2,1238.735,1081.905
809,1322.851,973.453,mouse2,1245.245,1079.856
810,1327.256,971.283,mouse2,1256.402,1065.571
811,1321.733,960.989,mouse2,1264.721,1031.789
812,1317.025,959.272,mouse2,1271.047,1031.525
813,1317.758,957.908,mouse2,1274.032,1029.968
814,1317.297,947.245,mouse2,1269.7,1030.224
815,1322.869,946.488,mouse2,1267.149,1019.643
816,1325.798,951.171,mouse2,1268.128,1014.661
817,1336.206,948.026,mouse2,1266.88,1017.607
818,1336.941,947.002,mouse2,1256.364,1031.233
819,1335.653,945.824,mouse2,1257.397,1029.815
820,1338.895,942.046,mouse2,1258.386,1028.235
821,1341.618,944.859,mouse2,1258.967,1025.948
822,1342.374,944.88,mouse2,1258.271,1025.412
823,1343.729,943.453,mouse2,1256.017,1027.879
824,1344.32,937.99,mouse2,1256.153,1034.975
825,1344.533,934.793,mouse2,1257.633,1030.316
826,1342.067,923.242,mouse2,1255.872,1027.78
827,1336.541,911.271,mouse2,1261.338,1014.714
828,1327.012,897.643,mouse2,1266.112,1016.981
829,1326.65,891.214,mouse2,1267.643,1006.586
830,1314.026,879.389,mouse2,1272.357,1001.74
831,1311.551,870.851,mouse2,1273.93,994.566
832,1305.138,863.734,mouse2,1271.282,986.548
833,1296.721,861.378,mouse2,1269.982,983.614
834,1293.724,861.016,mouse2,1273.782,975.14
835,1292.267,861.467,mouse2,1254.424,966.766
836,1281.145,858.568,mouse2,1254.871,962.78
837,1278.214,855.735,mouse2,1250.829,960.71
838,1277.431,859.434,mouse2,1247.369,959.464
839,1265.504,865.804,mouse2,1249.812,967.235
840,1261.343,876.91,mouse2,1253.762,986.708
841,1253.587,878.364,mouse2,1256.194,982.993
842,1243.798,884.8,mouse2,1259.155,986.153
843,1235.171,896.748,mouse2,1261.132,981.431
844,1228.768,898.956,mouse2,1261.118,983.471
845,1228.815,898.495,mouse2,1261.171,985.709
846,1229.398,896.744,mouse2,1256.902,999.688
847,1228.383,899.319,mouse2,1256.47,998.441
848,1228.863,900.771,mouse2,1255.797,1000.912
849,1227.331,899.214,mouse2,1257.766,999.548
850,1221.608,903.366,mouse2,1256.298,998.284
851,1211.454,899.695,mouse2,1257.332,997.889
852,1196.031,910.261,mouse2,1256.507,994.892
853,1177.631,917.576,mouse2,1254.604,990.058
854,1164.938,924.34,mouse2,1253.054,971.76
855,1147.983,923.673,mouse2,1244.149,967.46
856,1125.43,917.622,mouse2,1235.316,972.302
857,1107.765,912.679,mouse2,1225.172,968.326
858,1093.323,910.277,mouse2,1215.497,960.692
859,1078.455,909.671,mouse2,1203.555,959.553
860,1069.298,912.077,mouse2,1194.379,949.756
861,1055.099,913.344,mouse2,1172.729,941.809
862,1048.356,918.293,mouse2,1171.303,940.491
863,1038.309,927.504,mouse2,1157.655,926.306
864,1037.025,939.957,mouse2,1147.812,933.268
865,1032.446,943.375,mouse2,1137.203,922.671
866,1024.141,948.524,mouse2,1133.583,924.156
867,1018.733,957.721,mouse2,1129.23,936.92
868,1008.236,963.229,mouse2,1126.075,939.982
869,1003.592,963.565,mouse2,1120.793,943.727
870,997.023,969.086,mouse2,1119.749,945.065
871,994.68,970.294,mouse2,1113.295,951.443
872,992.752,975.831,mouse2,1107.51,948.976
873,991.034,975.472,mouse2,1098.43,937.042
874,990.074,975.146,mouse2,1092.746,937.72
875,988.448,977.83,mouse2,1090.965,947.419
876,984.942,984.535,mouse2,1090.76,955.917
877,979.521,989.647,mouse2,1086.111,954.087
878,982.13,1001.766,mouse2,1088.651,959.648
879,978.071,999.516,mouse2,1082.439,950.473
880,975.969,1001.324,mouse2,1084.322,962.79
881,974.262,993.108,mouse2,1084.25,955.975
882,972.211,979.31,mouse2,1083.498,953.44
883,960.445,976.062,mouse2,1079.322,950.771
884,944.98,972.099,mouse2,1069.927,948.051
885,915.113,970.101,mouse2,1051.755,948.215
886,895.542,972.672,mouse2,1029.278,953.983
887,866.219,972.25,mouse2,1009.382,955.14
888,846.927,972.556,mouse2,986.913,951.264
889,831.245,974.328,mouse2,962.279,953.558
890,810.084,983.022,mouse2,942.043,949.201
891,796.824,990.034,mouse2,921.95,951.626
892,782.697,996.309,mouse2,902.497,957.817
893,775.902,1011.544,mouse2,880.818,965.359
894,767.438,1022.664,mouse2,866.861,972.181
895,768.696,1036.683,mouse2,871.546,973.799
896,766.292,1050.383,mouse2,864.507,980.459
897,767.365,1055.199,mouse2,859.482,984.284
898,765.189,1056.882,mouse2,855.888,984.902
899,763.096,1059.956,mouse2,858.741,985.218
900,765.717,1067.988,mouse2,853.652,980.084
901,766.899,1069.496,mouse2,856.322,984.772
902,767.083,1068.142,mouse2,859.615,983.106
903,770.669,1063.585,mouse2,860.315,983.498
904,782.837,1068.812,mouse2,861.078,982.942
905,794.346,1072.964,mouse2,858.234,983.38
906,798.724,1088.375,mouse2,853.417,997.889
907,802.654,1096.342,mouse2,852.11,987.208
908,813.614,1109.597,mouse2,862.909,998.775
909,820.304,1119.641,mouse2,863.157,1015.108
910,819.686,1132.739,mouse2,860.331,1011.188
911,822.671,1138.484,mouse2,857.586,1019.532
912,820.597,1152.655,mouse2,855.411,1014.231
913,830.199,1163.683,mouse2,854.563,1034.2
914,829.476,1169.306,mouse2,858.891,1025.318
915,833.471,1175.169,mouse2,861.464,1029.439
916,832.158,1178.003,mouse2,859.195,1047.832
917,828.889,1180.823,mouse2,861.815,1041.474
918,817.077,1184.042,mouse2,856.916,1061.662
919,813.13,1190.778,mouse2,858.361,1060.481
920,803.795,1197.866,mouse2,853.924,1082.434
921,798.971,1210.237,mouse2,850.253,1092.588
922,798.522,1223.409,mouse2,842.826,1098.904
923,797.554,1231.144,mouse2,838.735,1112.308
924,796.922,1238.269,mouse2,836.069,1117.922
925,790.872,1247.013,mouse2,832.526,1127.765
926,783.931,1262.585,mouse2,828.959,1136.646
927,778.099,1263.557,mouse2,831.279,1137.534
928,767.005,1272.817,mouse2,831.156,1156.002
929,767.728,1291.518,mouse2,832.569,1158.506
930,768.301,1302.665,mouse2,822.542,1177.325
931,771.97,1309.045,mouse2,814.933,1179.942
932,772.606,1315.427,mouse2,813.859,1179.365
933,772.515,1315.08,mouse2,809.138,1179.873
934,768.445,1311.135,mouse2,808.647,1177.876
935,765.965,1307.987,mouse2,808.855,1174.083
936,761.476,1295.666,mouse2,812.632,1181.241
937,767.597,1295.208,mouse2,815.236,1172.048
938,764.011,1283.239,mouse2,820.341,1166.83
939,750.802,1267.694,mouse2,819.136,1166.101
940,734.713,1245.64,mouse2,822.548,1156.042
941,725.241,1225.979,mouse2,823.785,1162.215
942,716.254,1203.812,mouse2,819.789,1159.261
943,705.286,1195.251,mouse2,817.637,1149.729
944,695.481,1182.508,mouse2,809.193,1142.346
945,674.137,1177.117,mouse2,798.454,1142.466
946,655.593,1175.772,mouse2,784.833,1146.109
947,641.508,1171.235,mouse2,773.326,1148.008
948,625.335,1174.981,mouse2,757.998,1151.629
949,605.277,1175.588,mouse2,744.038,1157.848
950,588.715,1172.035,mouse2,727.678,1160.044
951,575.527,1174.995,mouse2,711.189,1170.578
952,562.099,1175.324,mouse2,698.786,1172.029
953,550.693,1172.119,mouse2,686.096,1160.828
954,536.427,1166.731,mouse2,674.848,1158.645
955,524.312,1164.816,mouse2,665.752,1153.259
956,511.904,1162.079,mouse2,646.597,1156.282
957,495.913,1156.171,mouse2,632.053,1155.084
958,480.722,1150.494,mouse2,620.598,1158.296
959,471.825,1148.879,mouse2,609.054,1159.372
960,461.18,1148.139,mouse2,596.334,1162.34
961,454.631,1144.303,mouse2,586.573,1157.354
962,443.746,1134.497,mouse2,577.451,1152.847
963,437.072,1118.545,mouse2,565.792,1148.677
964,420.399,1109.152,mouse2,548.343,1140.346
965,403.663,1101.432,mouse2,537.74,1138.05
966,389.866,1090.419,mouse2,517.145,1132.414
967,368.574,1079.894,mouse2,505.599,1126.507
968,353.389,1069.467,mouse2,484.044,1123.129
969,337.602,1056.497,mouse2,459.4,1117.425
970,327.325,1038.602,mouse2,428.478,1101.989
971,317.27,1025.547,mouse2,417.916,1097.266
972,303.1,1017.917,mouse2,399.676,1087.721
973,295.087,1008.395,mouse2,381.668,1074.553
974,287.821,1004.122,mouse2,382.407,1075.325
975,284.433,991.188,mouse2,372.129,1066.721
976,279.01,988.213,mouse2,371.642,1071.694
977,282.549,996.192,mouse2,367.506,1072.331
978,277.26,997.349,mouse2,371.739,1079.573
979,281.229,988.309,mouse2,372.454,1081.868
980,279.346,990.402,mouse2,372.622,1085.01
981,276.991,991.155,mouse2,372.58,1082.784
982,278.121,994.536,mouse2,372.915,1084.166
983,280.449,992.971,mouse2,378.298,1082.292
984,283.295,994.803,mouse2,379.19,1085.078
985,280.924,974.403,mouse2,371.819,1082.292
986,283.47,977.001,mouse2,359.485,1073.775
987,280.872,961.387,mouse2,355.733,1058.485
988,274.375,957.773,mouse2,349.81,1048.581
989,286.009,945.815,mouse2,349.293,1046.813
990,291.238,939.121,mouse2,348.809,1045.149
991,301.27,944.089,mouse2,347.838,1049.821
992,307.065,935.307,mouse2,353.859,1045.613
993,308.278,926.923,mouse2,360.665,1039.187
994,309.479,924.811,mouse2,360.172,1043.246
995,307.418,923.486,mouse2,362.586,1034.574
996,300.296,923.246,mouse2,359.962,1031.829
997,299.191,923.008,mouse2,358.651,1029.088
998,297.457,923.457,mouse2,356.548,1032.149
999,298.402,926.497,mouse2,356.061,1031.057
1000,291.305,927.883,mouse2,352.658,1027.773
1001,284.142,926.18,mouse2,351.154,1025.157
1002,281.896,926.369,mouse2,350.609,1025.744
1003,285.217,926.856,mouse2,349.588,1028.535
1004,286.979,930.195,mouse2,351.193,1031.344
1005,290.659,929.464,mouse2,350.827,1029.982
1006,283.451,929.355,mouse2,349.101,1028.311
1007,277.161,925.095,mouse2,348.114,1028.928
1008,269.7,915.902,mouse2,344.575,1027.547
1009,272.254,910.596,mouse2,341.078,1022.816
1010,278.405,915.756,mouse2,341.689,1019.497
1011,271.071,912.581,mouse2,341.465,1018.529
1012,271.834,908.474,mouse2,339.554,1017.342
1013,269.591,901.187,mouse2,335.225,1018.431
1014,267.039,892.764,mouse2,330.575,1012.032
1015,272.661,892.371,mouse2,325.387,1000.731
1016,271.55,876.709,mouse2,323.417,994.202
1017,270.027,871.016,mouse2,320.703,987.371
1018,272.888,864.302,mouse2,322.646,985.421
1019,273.974,852.518,mouse2,319.575,976.041
1020,273.299,846.728,mouse2,320.871,968.033
1021,283.131,831.706,mouse2,317.851,967.589
1022,287.735,819.933,mouse2,310.369,954.65
1023,288.625,813.585,mouse2,305.869,939.941
1024,298.394,798.133,mouse2,302.813,931.488
1025,301.449,795.43,mouse2,306.612,919.408
1026,309.453,785.645,mouse2,307.364,905.879
1027,311.311,763.503,mouse2,310.852,890.223
1028,315.872,750.825,mouse2,307.833,883.297
1029,317.151,735.633,mouse2,309.51,869.593
1030,314.513,719.19,mouse2,311.472,858.456
1031,313.602,706.038,mouse2,311.993,840.099
1032,315.042,706.815,mouse2,311.431,839.117
1033,315.157,702.637,mouse2,313.388,824.009
1034,312.766,690.205,mouse2,310.843,820.99
1035,308.22,684.024,mouse2,309.834,823.479
1036,302.942,686.353,mouse2,313.017,809.794
1037,300.217,672.518,mouse2,313.099,808.138
1038,292.145,667.518,mouse2,312.388,800.863
1039,302.797,674.404,mouse2,311.873,792.643
1040,296.913,657.716,mouse2,306.698,783.309
1041,294.482,656.184,mouse2,306.632,775.632
1042,297.718,646.124,mouse2,303.084,766.251
1043,291.942,640.225,mouse2,303.19,759.161
1044,288.086,632.738,mouse2,301.632,751.157
1045,289.69,620.709,mouse2,303.153,744.444
1046,287.289,611.613,mouse2,302.968,742.196
1047,288.929,604.763,mouse2,301.82,725.294
1048,295.31,592.562,mouse2,300.548,715.886
1049,301.951,593.651,mouse2,301.358,714.757
1050,297.935,575.93,mouse2,301.695,702.862
1051,290.36,573.27,mouse2,301.128,695.215
1052,295.305,559.792,mouse2,301.857,695.315
1053,296.787,547.73,mouse2,299.303,681.267
1054,298.153,540.421,mouse2,295.976,674.814
1055,292.947,539.97,mouse2,297.454,663.558
1056,293.69,530.518,mouse2,295.052,649.55
1057,295.009,511.807,mouse2,294.023,635.707
1058,298.375,495.087,mouse2,291.683,619.407
1059,303.905,494.144,mouse2,288.802,605.466
1060,304.994,480.075,mouse2,290.365,594.716
1061,316.011,464.381,mouse2,297.29,587.383
1062,,,mouse2,295.611,575.005
1063,305.526,430.864,mouse2,294.803,565.19
1064,314.231,417.929,mouse2,298.526,552.601
1065,310.064,406.993,mouse2,302.337,540.341
1066,305.671,398.549,mouse2,309.052,536.343
1067,294.772,386.348,mouse2,314.089,515.797
1068,286.606,382.593,mouse2,309.881,504.658
1069,285.418,383.864,mouse2,312.492,502.101
1070,280.688,368.706,mouse2,309.571,499.527
1071,279.36,365.221,mouse2,312.487,494.228
1072,281.722,366.87,mouse2,309.665,486.925
1073,282.435,371.569,mouse2,308.788,485.019
1074,281.549,383.654,mouse2,311.737,475.755
1075,,,mouse2,311.357,489.158
1076,,,mouse2,312.035,491.396
1077,,,mouse2,312.09,487.101
1078,,,mouse2,311.464,490.354
1079,,,mouse2,260.658,470.685
1080,,,mouse2,,
1081,,,mouse2,261.065,487.289
1082,,,mouse2,,
1083,288.717,383.08,mouse2,315.06,508.19
1084,,,mouse2,,
1085,311.757,414.733,mouse2,327.105,541.927
1086,331.367,445.992,mouse2,328.868,568.435
1087,369.322,491.639,mouse2,329.785,600.906
1088,403.22,536.434,mouse2,328.827,600.706
1089,419.102,582.401,mouse2,325.588,615.637
1090,429.346,626.039,mouse2,329.467,634.862
1091,440.363,674.445,mouse2,339.441,655.037
1092,462.51,732.772,mouse2,357.554,679.094
1093,485.381,769.338,mouse2,368.091,713.397
1094,510.246,800.822,mouse2,389.669,735.937
1095,529.072,829.342,mouse2,418.396,765.197
1096,557.846,859.859,mouse2,441.636,790.871
1097,573.052,882.755,mouse2,466.233,814.298
1098,595.206,903.187,mouse2,485.922,838.963
1099,624.676,927.845,mouse2,508.525,858.717
1100,653.06,943.44,mouse2,537.285,882.18
1101,686.062,961.337,mouse2,565.676,903.361
1102,714.39,979.196,mouse2,592.16,927.757
1103,743.985,1005.609,mouse2,624.359,944.273
1104,766.929,1022.942,mouse2,648.873,964.241
1105,800.284,1041.283,mouse2,678.633,989.796
1106,832.169,1061.791,mouse2,715.127,1011.51
1107,863.041,1084.157,mouse2,741.822,1034.728
1108,895.846,1106.426,mouse2,785.017,1047.756
1109,925.089,1135.09,mouse2,821.977,1068.975
1110,954.036,1155.302,mouse2,852.338,1094.947
1111,989.2,1179.927,mouse2,879.062,1117.165
1112,1016.758,1191.969,mouse2,909.669,1138.964
1113,1033.578,1202.629,mouse2,934.466,1151.559
1114,1053.477,1229.059,mouse2,949.516,1172.875
1115,1064.917,1251.093,mouse2,976.89,1181.341
1116,1072.672,1275.831,mouse2,990.794,1200.096
1117,1085.497,1291.987,mouse2,1005.597,1207.874
1118,1098.629,1293.888,mouse2,1013.935,1225.425
1119,1101.573,1298.931,mouse2,1014.854,1226.424
1120,1103.674,1296.694,mouse2,1016.088,1235.411
1121,1112.655,1281.401,mouse2,1019.116,1222.417
1122,1117.643,1266.266,mouse2,1015.74,1226.951
1123,1121.118,1262.993,mouse2,1026.23,1223.49
1124,1122.684,1250.769,mouse2,1028.533,1224.842
1125,1125.576,1237.702,mouse2,1031.193,1224.443
1126,1132.565,1216.502,mouse2,1039.91,1225.443
1127,1135.014,1197.209,mouse2,1049.073,1221.62
1128,1143.624,1184.857,mouse2,1050.606,1221.531
1129,1151.321,1184.457,mouse2,1063.676,1212.386
1130,1164.072,1183.415,mouse2,1074.003,1212.838
1131,1171.195,1177.856,mouse2,1080.203,1209.8
1132,1183.734,1181.09,mouse2,1092.388,1225.169
1133,1185.973,1181.681,mouse2,1108.785,1225.17
1134,1202.478,1179.101,mouse2,1121.102,1225.628
1135,1217.061,1176.285,mouse2,1127.723,1223.991
1136,1234.47,1175.673,mouse2,1143.031,1217.448
1137,1253.095,1175.632,mouse2,1158.391,1211.197
1138,1266.869,1176.498,mouse2,1175.006,1207.802
1139,1280.849,1175.015,mouse2,1189.643,1207.277
1140,1295.679,1179.982,mouse2,1195.714,1207.494
1141,1295.879,1175.53,mouse2,1206.479,1194.031
1142,1296.233,1165.424,mouse2,1208.039,1205.183
1143,1287.34,1151.082,mouse2,1211.284,1207.016
1144,1281.933,1146.671,mouse2,1212.971,1210.31
1145,1274.871,1139.624,mouse2,1212.374,1210.695
1146,1267.879,1133.41,mouse2,1208.15,1209.549
1147,1246.866,1121.675,mouse2,1207.268,1207.347
1148,1231.871,1108.138,mouse2,1206.951,1203.808
1149,1221.107,1101.153,mouse2,1210.917,1194.016
1150,1222.345,1089.178,mouse2,1213.553,1184.775
1151,1229.334,1082.574,mouse2,1224.034,1176.808
1152,1228.627,1071.576,mouse2,1224.024,1156.472
1153,1224.684,1054.645,mouse2,1223.65,1145.053
1154,1221.321,1045.455,mouse2,1220.862,1142.387
1155,1216.813,1032.162,mouse2,1225.828,1122.316
1156,1219.082,1021.982,mouse2,1227.35,1113.41
1157,1224.865,1008.795,mouse2,1224.436,1108.881
1158,1228.638,992.544,mouse2,1227.482,1096.203
1159,1229.591,976.847,mouse2,1233.985,1081.402
1160,1229.7,959.379,mouse2,1244.044,1065.631
1161,1230.253,942.499,mouse2,1239.362,1052
1162,1232.118,920.794,mouse2,1241.417,1031.997
1163,1239.9,900.683,mouse2,1244.954,1003.139
1164,1244.121,884.25,mouse2,1245.683,988.687
1165,1249.438,865.365,mouse2,1245.64,974.321
1166,1246.8,854.704,mouse2,1248.74,960.687
1167,1250.273,848.119,mouse2,1247.114,953.952
1168,1251.573,840.921,mouse2,1255.651,951.07
1169,1255.981,831.687,mouse2,1253.522,964.12
1170,1261.193,826.754,mouse2,1256.654,933.212
1171,1261.717,818.679,mouse2,1259.288,934.399
1172,1262.362,810.876,mouse2,1261.165,923.81
1173,1265.757,801.193,mouse2,1261.728,937.228
1174,1263.556,793.446,mouse2,1262.817,903.141
1175,1268.208,782.247,mouse2,1259.096,901.445
1176,1264.432,776.857,mouse2,1257.631,907.047
1177,1265.863,768.951,mouse2,1253.824,903.032
1178,1262.746,764.591,mouse2,1252.526,886.758
1179,1251.814,766.325,mouse2,1251.998,884.087
1180,1248.825,761.529,mouse2,1257.406,887.055
1181,1246.873,765.064,mouse2,1256.681,888.059
1182,1243.961,766.396,mouse2,1254.316,891.483
1183,1243.127,764.874,mouse2,1258.282,869.481
1184,1243.942,766.45,mouse2,1260.324,892.911
1185,1244.458,765.348,mouse2,1261.167,893.074
1186,1244.767,764.46,mouse2,1262.051,891.57
1187,1244.678,764.302,mouse2,1262.542,887.603
1188,1244.981,764.79,mouse2,1262.781,887.16
1189,1245.32,765.881,mouse2,1264.059,889.593
1190,1244.478,767.515,mouse2,1261.127,877.962
1191,1245.396,767.92,mouse2,1261.792,878.159
1192,1248.336,767.748,mouse2,1263.036,873.291
1193,1254.135,774.05,mouse2,1262.775,872.343
1194,1263.315,781.294,mouse2,1261.73,879.61
1195,1272.137,781.848,mouse2,1264.474,878.325
1196,1278.85,781.581,mouse2,1271.046,881.275
1197,1279.703,783.288,mouse2,1275.481,872.788
1198,1276.382,785.084,mouse2,1273.651,868.908
1199,1270.003,783.246,mouse2,1274.964,868.414
1200,1254.368,781.958,mouse2,1276.897,868.206
1201,1242.558,786.712,mouse2,1275.038,870.33
1202,1232.06,789.033,mouse2,1274.749,873.368
1203,1230.575,796.227,mouse2,1270.667,879.994
1204,1210.832,800.96,mouse2,1268.805,879.655
1205,1197.133,813.305,mouse2,1263.801,891.452
1206,1183.813,812.314,mouse2,1258.599,870.917
1207,1167.924,808.681,mouse2,1251.119,866.226
1208,1165.583,798.226,mouse2,1243.251,857.119
1209,1149.473,782.993,mouse2,1233.763,845.087
1210,1137.264,775.313,mouse2,1224.8,839.364
1211,1134.089,767.736,mouse2,1215.707,826.333
1212,1117.991,759.029,mouse2,1205.016,814.887
1213,1100.842,756.229,mouse2,1203.44,808.747
1214,1090.528,761.204,mouse2,1192.694,790.955
1215,1086.434,766.307,mouse2,1187.262,782.286
1216,1089.051,782.586,mouse2,1190.264,778.779
1217,1086.966,784.399,mouse2,1189.232,780.778
1218,1083.838,787.465,mouse2,1189.25,785.324
1219,1073.475,793.129,mouse2,1176.472,788.67
1220,1070.53,797.883,mouse2,1185.548,794.373
1221,1055.599,798.466,mouse2,1179.08,790.804
1222,1042.579,797.236,mouse2,1169.145,782.392
1223,1039.573,796.739,mouse2,1159.66,785.856
1224,1028.321,796.144,mouse2,1148.812,787.465
1225,1022.919,788.865,mouse2,1132.138,776.349
1226,1020.558,781.365,mouse2,1137.701,793.685
1227,1022.509,781.829,mouse2,1138.204,792.28
1228,1020.05,780.16,mouse2,1133.836,794.257
1229,1018.238,783.704,mouse2,1133.65,790.142
1230,1016.501,786.024,mouse2,1134.982,783.669
1231,1015.96,787.762,mouse2,1137.947,782.135
1232,1015.541,787.119,mouse2,1138.789,781.484
1233,1014.132,791.721,mouse2,1137.374,781.001
1234,1008.374,794.331,mouse2,1135.92,780.83
1235,1009.837,799.067,mouse2,1133.539,789.118
1236,1005.604,807.581,mouse2,1133.333,791.026
1237,1008.224,812.999,mouse2,1132.613,793.521
1238,1009.42,814.42,mouse2,1131.009,795.346
1239,1008.811,816.894,mouse2,1129.288,788.47
1240,1002.302,815.352,mouse2,1127.194,787.731
1241,1001.307,816.307,mouse2,1126.923,788.141
1242,1002.814,818.964,mouse2,1126.839,789.355
1243,1005.833,826.403,mouse2,1127.87,788.875
1244,1002.825,819.618,mouse2,1126.711,789.657
1245,1003.582,819.196,mouse2,1128.146,789.91
1246,1004.384,819.185,mouse2,1128.526,790.197
