,Nose_x,Nose_y,Head_x,Head_y,roi,transition_index,NHaxis_angle,Heading_2_Szone,distance,approaching,time_diff,x_bin,y_bin,EVT2,EVT3
0,136.48687744140625,526.6420288085938,136.48687744140625,526.6420288085938,else,,359.3982592732561,False,611.3590450109082,False,0.0,40,102,,
1,136.48687744140625,526.6420288085938,136.48687744140625,526.6420288085938,else,,359.3982592732561,False,611.3590450109082,False,1.0,40,102,,
2,136.48687744140625,526.6420288085938,136.48687744140625,526.6420288085938,else,,359.3982592732561,False,611.3590450109082,False,1.0,40,102,,
3,134.6110076904297,524.0193481445312,134.6110076904297,524.0193481445312,else,,1.0733653196370017,False,611.0795678696325,True,1.0,39,102,,
4,133.77871704101562,515.0985107421875,133.77871704101562,515.0985107421875,else,,19.50205222116844,False,605.9765191018055,True,1.0,39,100,,
5,133.77871704101562,509.7077026367188,133.77871704101562,509.7077026367188,else,,27.40666062407614,False,602.5471391817598,True,1.0,39,99,,
6,133.77871704101562,506.8120727539063,133.77871704101562,506.8120727539063,else,,30.93691301204286,False,600.7169642585701,True,1.0,39,99,,
7,135.4361572265625,501.9565734863281,135.4361572265625,501.9565734863281,else,,40.09375808375513,False,596.3749515749791,True,1.0,39,98,,
8,135.52685546875,498.6578063964844,135.52685546875,498.6578063964844,else,,41.95862723461634,False,594.241122300873,True,1.0,39,97,,
9,135.55645751953125,496.4990234375,135.55645751953125,496.4990234375,else,,40.14847979176975,False,592.8737929999927,True,1.0,39,97,,
10,139.9649658203125,489.75439453125,139.9649658203125,489.75439453125,else,,52.65786481017814,False,585.2336923275842,True,1.0,41,95,,
11,144.90249633789062,485.8816528320313,144.90249633789062,485.8816528320313,else,,58.51952884472165,False,578.9585609292519,True,1.0,42,94,,
12,150.53909301757812,482.6200866699219,150.53909301757812,482.6200866699219,else,,61.720182198154575,False,572.5124564367522,True,1.0,44,94,,
13,155.2210235595703,478.96099853515625,155.2210235595703,478.96099853515625,else,,67.39066253282968,False,566.570349009009,True,1.0,45,93,,
14,155.4443817138672,476.2073669433594,155.4443817138672,476.2073669433594,else,,61.77553545095076,False,564.692897195806,True,1.0,45,93,,
15,158.28126525878906,470.0443115234375,158.28126525878906,470.0443115234375,else,,68.96948123972378,False,558.6678366139568,True,1.0,46,91,,
16,158.28126525878906,466.8071594238281,158.28126525878906,466.8071594238281,else,,65.47631890647159,False,556.6917745918468,True,1.0,46,91,,
17,158.28126525878906,461.4073181152344,158.28126525878906,461.4073181152344,else,,65.0179275181775,False,553.4219731761374,True,1.0,46,90,,
18,158.15792846679688,454.9971618652344,158.15792846679688,454.9971618652344,else,,66.33898241608337,False,549.6831451342405,True,1.0,46,88,,
19,156.39703369140625,448.6417541503906,156.39703369140625,448.6417541503906,else,,66.82442583715114,False,547.352469823991,True,1.0,45,87,,
20,153.14630126953125,443.7914123535156,153.14630126953125,443.7914123535156,else,,63.70236039842538,False,547.1767942679301,True,1.0,44,86,,
21,149.70692443847656,440.8229370117188,149.70692443847656,440.8229370117188,else,,59.92652077873904,False,548.2901091751461,False,1.0,43,86,,
22,148.09251403808594,439.2430114746094,148.09251403808594,439.2430114746094,else,,58.20960894670104,False,548.7190429174127,False,1.0,43,85,,
23,147.58621215820312,439.0416564941406,147.58621215820312,439.0416564941406,else,,58.03499906839455,False,549.0219918218044,False,1.0,43,85,,
24,146.11691284179688,439.0296936035156,146.11691284179688,439.0296936035156,else,,55.17710153753815,False,550.2266143248232,False,1.0,42,85,,
25,145.6824188232422,438.9612121582031,145.6824188232422,438.9612121582031,else,,55.421848466811156,False,550.5464013443362,False,1.0,42,85,,
26,144.0285186767578,437.6256713867188,144.0285186767578,437.6256713867188,else,,55.28632150587561,False,551.1606373479407,False,1.0,42,85,,
27,143.8146209716797,436.51507568359375,143.8146209716797,436.51507568359375,else,,56.255904425153275,False,550.7146738223577,True,1.0,42,85,,
28,143.8146209716797,436.4599304199219,143.8146209716797,436.4599304199219,else,,55.99231145295747,False,550.6837828680588,True,1.0,42,85,,
29,143.8146209716797,435.1861877441406,143.8146209716797,435.1861877441406,else,,57.08500849086207,False,549.9713210522806,True,1.0,42,85,,
30,144.77145385742188,435.1861877441406,144.77145385742188,435.1861877441406,else,,57.32503930830653,False,549.1779157648856,True,1.0,42,85,,
31,145.44752502441406,435.1861877441406,145.44752502441406,435.1861877441406,else,,57.15499169887186,False,548.6176322788114,True,1.0,42,85,,
32,145.52767944335938,435.7957763671875,145.52767944335938,435.7957763671875,else,,55.03354102308554,False,548.8928220532836,False,1.0,42,85,,
33,145.52767944335938,435.7957763671875,145.52767944335938,435.7957763671875,else,,54.05552166447763,False,548.8928220532836,False,1.0,42,85,,
34,145.52767944335938,435.7957763671875,145.52767944335938,435.7957763671875,else,,53.91872576507556,False,548.8928220532836,False,1.0,42,85,,
35,144.69326782226562,435.512451171875,144.69326782226562,435.512451171875,else,,52.942157755030784,False,549.4252706165798,False,1.0,42,85,,
36,144.56271362304688,435.1915893554688,144.56271362304688,435.1915893554688,else,,53.74564389303295,False,549.3539791365324,True,1.0,42,85,,
37,144.5450439453125,434.8031921386719,144.5450439453125,434.8031921386719,else,,54.38518780064886,False,549.1515416542652,True,1.0,42,85,,
38,144.5450439453125,434.8031921386719,144.5450439453125,434.8031921386719,else,,54.25443039850779,False,549.1515416542652,False,1.0,42,85,,
39,144.5450439453125,434.8031921386719,144.5450439453125,434.8031921386719,else,,53.96711218650474,False,549.1515416542652,False,1.0,42,85,,
40,144.87384033203125,435.1744689941406,144.87384033203125,435.1744689941406,else,,52.85881996948643,False,549.0864919263136,True,1.0,42,85,,
41,145.4004364013672,435.5923461914063,145.4004364013672,435.5923461914063,else,,53.19757292189125,False,548.8841541341864,True,1.0,42,85,,
42,145.4004364013672,435.5923461914063,145.4004364013672,435.5923461914063,else,,53.19757292189125,False,548.8841541341864,False,1.0,42,85,,
43,145.80189514160156,435.6029357910156,145.80189514160156,435.6029357910156,else,,55.51452564867177,False,548.5576401475166,True,1.0,42,85,,
44,145.80189514160156,435.626708984375,145.80189514160156,435.626708984375,else,,55.580984067642234,False,548.5709712858657,False,1.0,42,85,,
45,147.83090209960938,435.7171020507813,147.83090209960938,435.7171020507813,else,,59.21597025940287,False,546.9430573565991,True,1.0,43,85,,
46,152.97361755371094,436.4381103515625,152.97361755371094,436.4381103515625,else,,67.74295419647653,False,543.1083266902272,True,1.0,44,85,,
47,160.25674438476562,438.8288269042969,160.25674438476562,438.8288269042969,else,,73.0167569674109,False,538.5059799981674,True,1.0,46,85,,
48,167.3848876953125,438.8288269042969,167.3848876953125,438.8288269042969,else,,80.21963760237317,False,532.7010371954411,True,1.0,49,85,,
49,170.58128356933594,438.8288269042969,170.58128356933594,438.8288269042969,else,,80.95238388367505,False,530.1084734803438,True,1.0,50,85,,
50,171.45266723632812,438.1417236328125,171.45266723632812,438.1417236328125,else,,79.80879502050001,False,528.9997213201432,True,1.0,50,85,,
51,174.53887939453125,435.3654174804688,174.53887939453125,435.3654174804688,else,,80.80705026573457,False,524.8720463215811,True,1.0,51,85,,
52,176.26333618164062,432.0027160644531,176.26333618164062,432.0027160644531,else,,82.01181383448255,False,521.5078250980304,True,1.0,51,84,,
53,183.89959716796875,431.9490966796875,183.89959716796875,431.9490966796875,else,,92.33966856551692,False,515.2907903401502,True,1.0,53,84,,
54,190.54153442382807,431.9490966796875,190.54153442382807,431.9490966796875,else,,101.66640555435117,False,509.942436363548,True,1.0,55,84,,
55,199.99264526367188,431.8652038574219,199.99264526367188,431.8652038574219,else,,108.49305301931028,False,502.33449608648937,True,1.0,58,84,,
56,204.8144989013672,431.5171813964844,204.8144989013672,431.5171813964844,else,,103.96056892197893,False,498.2913401630054,True,1.0,60,84,,
57,212.0334014892578,430.0604553222656,212.0334014892578,430.0604553222656,else,,108.95268205359025,False,491.68953642465266,True,1.0,62,84,,
58,217.51304626464844,426.78369140625,217.51304626464844,426.78369140625,else,,113.06618175696195,False,485.3534423779172,True,1.0,63,83,,
59,220.98655700683597,423.131591796875,220.98655700683597,423.131591796875,else,,112.75250755370877,False,480.3684486371786,True,1.0,64,82,,
60,221.63375854492188,418.53802490234375,221.63375854492188,418.53802490234375,else,,112.58220655128011,False,477.04649310837345,True,1.0,64,81,,
61,223.99932861328125,415.2589721679688,223.99932861328125,415.2589721679688,else,,116.11323617374238,False,473.1746210166614,True,1.0,65,81,,
62,226.4576568603516,411.2867431640625,226.4576568603516,411.2867431640625,else,,114.81902383843106,False,468.8126075211292,True,1.0,66,80,,
63,229.79721069335935,408.3658142089844,229.79721069335935,408.3658142089844,else,,115.57433449150953,False,464.38679458774845,True,1.0,67,79,,
64,232.6978454589844,405.17083740234375,232.6978454589844,405.17083740234375,else,,118.38500031380664,False,460.146222234616,True,1.0,68,79,,
65,235.80303955078125,402.275146484375,235.80303955078125,402.275146484375,else,,116.25035958912927,False,455.92354839323133,True,1.0,69,78,,
66,241.4765472412109,402.275146484375,241.4765472412109,402.275146484375,else,,127.23280138644645,False,451.4043887215863,True,1.0,70,78,,
67,247.1167755126953,402.275146484375,247.1167755126953,402.275146484375,else,,132.6974117470827,False,446.93783248185963,True,1.0,72,78,,
68,250.71534729003903,402.9140319824219,250.71534729003903,402.9140319824219,else,,135.45866289853495,False,444.4968994262503,True,1.0,73,78,,
69,256.7387390136719,405.7301330566406,256.7387390136719,405.7301330566406,else,,140.26049403814488,False,441.54537717156927,True,1.0,75,79,,
70,263.3943786621094,405.7301330566406,263.3943786621094,405.7301330566406,else,,139.55883390668194,False,436.39130505078435,True,1.0,77,79,,
71,269.6624755859375,405.7301330566406,269.6624755859375,405.7301330566406,else,,140.9777156573519,False,431.5749145208403,True,1.0,79,79,,
72,274.075439453125,403.8597106933594,274.075439453125,403.8597106933594,else,,142.81313485047994,False,426.99578352894486,True,1.0,80,78,,
73,279.17742919921875,400.404052734375,279.17742919921875,400.404052734375,else,,141.94039696504586,False,420.86944517431346,True,1.0,81,78,,
74,282.0610046386719,396.1478576660156,282.0610046386719,396.1478576660156,else,,135.37957804482136,False,415.9188362436166,True,1.0,82,77,,
75,287.9340209960937,391.2628479003906,287.9340209960937,391.2628479003906,else,,137.5671176546432,False,408.27993134158663,True,1.0,84,76,,
76,295.2209167480469,385.851806640625,295.2209167480469,385.851806640625,else,,141.20529155523016,False,399.22154723378253,True,1.0,86,75,,
77,301.7797241210937,383.5846862792969,301.7797241210937,383.5846862792969,else,,144.55486336482943,False,392.7580232226677,True,1.0,88,74,,
78,308.79815673828125,381.2835998535156,308.79815673828125,381.2835998535156,else,,147.3995188258782,False,385.9418291320318,True,1.0,90,74,,
79,318.0599975585937,377.3055114746094,318.0599975585937,377.3055114746094,else,,153.17879487967784,False,376.35542114904734,True,1.0,93,73,,
80,326.0669250488281,376.1515808105469,326.0669250488281,376.1515808105469,else,,158.30038242878038,False,369.61944836680027,True,1.0,95,73,,
81,335.4314880371094,372.29638671875,335.4314880371094,372.29638671875,else,,155.35326199006352,False,360.10723692546816,True,1.0,98,72,,
82,343.3946228027344,368.1338806152344,343.3946228027344,368.1338806152344,else,,153.40175542467225,False,351.44074923930293,True,1.0,100,71,,
83,349.95294189453125,364.132080078125,349.95294189453125,364.132080078125,else,,152.65188720121256,False,343.92134349182476,True,1.0,102,71,,
84,359.3602294921875,360.4236450195313,359.3602294921875,360.4236450195313,else,,159.56734794317015,False,334.5567962457462,True,1.0,105,70,,
85,368.5868225097656,357.72979736328125,368.5868225097656,357.72979736328125,else,,162.0520216791987,False,326.07949722836145,True,1.0,108,69,,
86,375.5496826171875,353.9608154296875,375.5496826171875,353.9608154296875,else,,156.80310918563455,False,318.4905572899997,True,1.0,110,69,,
87,383.9279479980469,353.91131591796875,383.9279479980469,353.91131591796875,else,,162.21530515483818,False,312.6068686323495,True,1.0,112,69,,
88,389.849853515625,351.9925842285156,389.849853515625,351.9925842285156,else,,158.4576084525735,False,307.1412734504644,True,1.0,114,68,,
89,395.3709411621094,351.8235778808594,395.3709411621094,351.8235778808594,else,,159.28195274693178,False,303.26563560065625,True,1.0,115,68,,
90,405.5300598144531,350.85430908203125,405.5300598144531,350.85430908203125,else,,161.31321573999622,False,295.7745775285626,True,1.0,118,68,,
91,413.1988525390625,348.4620666503906,413.1988525390625,348.4620666503906,else,,161.31441031255804,False,288.96053627525714,True,1.0,121,68,,
92,422.02874755859375,344.9324645996094,422.02874755859375,344.9324645996094,else,,160.27923767039002,False,280.5948340451469,True,1.0,123,67,,
93,428.6378784179688,340.1966552734375,428.6378784179688,340.1966552734375,else,,156.670401052701,False,272.74969701601674,True,1.0,125,66,,
94,434.4714660644531,337.5053100585937,434.4714660644531,337.5053100585937,else,,155.19067934763197,False,267.0059371804286,True,1.0,127,65,,
95,441.6551818847656,333.95538330078125,441.6551818847656,333.95538330078125,else,,156.13024710737434,False,259.7897252289212,True,1.0,129,65,,
96,449.0965576171875,330.4186706542969,449.0965576171875,330.4186706542969,else,,156.00451393229005,False,252.47805281337924,True,1.0,131,64,,
97,455.6296997070313,328.0816650390625,455.6296997070313,328.0816650390625,else,,156.46344382817725,False,246.72952051079247,True,1.0,133,64,,
98,463.2390747070313,326.0445861816406,463.2390747070313,326.0445861816406,else,,168.05645047119478,False,240.67656471465236,True,1.0,135,63,,
99,470.5944519042969,322.2786560058594,470.5944519042969,322.2786560058594,else,,163.66751423616108,False,233.43091495642213,True,1.0,138,63,,
100,475.01019287109375,317.8507080078125,475.01019287109375,317.8507080078125,else,,161.33924160406184,False,227.30099695599415,True,1.0,139,62,,
101,479.7624206542969,315.2281494140625,479.7624206542969,315.2281494140625,else,,163.29494116254224,False,222.51169726539945,True,1.0,140,61,,
102,484.229248046875,312.6515808105469,484.229248046875,312.6515808105469,else,,162.23431272774147,False,217.94282117937703,True,1.0,142,61,,
103,488.6617736816406,308.3716735839844,488.6617736816406,308.3716735839844,else,,156.86468178145364,False,211.96731179879038,True,1.0,143,60,,
104,494.3290100097656,306.1385803222656,494.3290100097656,306.1385803222656,else,,161.6158793107133,False,207.1224563507021,True,1.0,144,59,,
105,499.727294921875,302.8157653808594,499.727294921875,302.8157653808594,else,,160.4275912052841,False,201.53205007983297,True,1.0,146,59,,
106,505.4482116699219,298.9005432128906,505.4482116699219,298.9005432128906,else,,160.9329027009885,False,195.31266304793704,True,1.0,148,58,,
107,511.62005615234375,296.4449157714844,511.62005615234375,296.4449157714844,else,,165.98583711118306,False,190.22277498705915,True,1.0,150,57,,
108,516.6907958984375,293.84771728515625,516.6907958984375,293.84771728515625,else,,163.63933301044082,False,185.59603664069152,True,1.0,151,57,,
109,522.4026489257812,289.63153076171875,522.4026489257812,289.63153076171875,else,,163.05586444380387,False,179.29333682575043,True,1.0,153,56,,
110,527.499267578125,289.63153076171875,527.499267578125,289.63153076171875,else,,166.02558274063082,False,177.14713640949648,True,1.0,154,56,,
111,529.7398681640625,289.63153076171875,529.7398681640625,289.63153076171875,else,,165.5451546694223,False,176.24198666032947,True,1.0,155,56,,
112,535.4403076171875,290.8504943847656,535.4403076171875,290.8504943847656,else,,170.4242021312355,False,175.18058511697566,True,1.0,157,56,,
113,537.1635131835938,293.7349853515625,537.1635131835938,293.7349853515625,else,,174.42062732205045,False,177.24702943889082,False,1.0,157,57,,
114,537.5440673828125,294.072021484375,537.5440673828125,294.072021484375,else,,174.60527084131203,False,177.42790039615917,False,1.0,157,57,,
115,537.697998046875,300.78045654296875,537.697998046875,300.78045654296875,else,,186.2349810963674,False,183.6698821542713,False,1.0,157,58,,
116,538.3466186523438,309.9772033691406,538.3466186523438,309.9772033691406,else,,199.46112931403968,False,192.137560038773,False,1.0,157,60,,
117,538.9990844726562,312.114013671875,538.9990844726562,312.114013671875,else,,196.82526304195488,False,193.956391298512,False,1.0,158,61,,
118,539.1856079101562,318.6026916503906,539.1856079101562,318.6026916503906,else,,204.07362974720832,False,200.06942882317412,False,1.0,158,62,,
119,539.1856079101562,324.4060363769531,539.1856079101562,324.4060363769531,else,,209.543695057109,False,205.60574264976717,False,1.0,158,63,,
120,538.4871215820312,327.6590270996094,538.4871215820312,327.6590270996094,else,,211.06847128323753,False,208.91998782698212,False,1.0,157,64,,
121,538.4871215820312,334.2177124023437,538.4871215820312,334.2177124023437,else,,217.80344171409368,False,215.19660573466194,False,1.0,157,65,,
122,530.7575073242188,342.7566833496094,530.7575073242188,342.7566833496094,else,,230.86250343345213,False,225.64342630637395,False,1.0,155,67,,
123,525.1361083984375,345.3265075683594,525.1361083984375,345.3265075683594,else,,229.7641555553985,False,229.8595509383734,False,1.0,153,67,,
124,518.2489013671875,351.4020080566406,518.2489013671875,351.4020080566406,else,,235.29205708747008,False,237.8900992715148,False,1.0,151,68,,
125,513.4627685546875,357.77545166015625,513.4627685546875,357.77545166015625,else,,233.78874979069423,False,245.5309565245254,False,1.0,150,69,,
126,513.4627685546875,358.0013122558594,513.4627685546875,358.0013122558594,else,,231.16308877095435,False,245.74233673837503,False,1.0,150,69,,
127,513.4627685546875,363.27532958984375,513.4627685546875,363.27532958984375,else,,236.67669820025947,False,250.68540671492863,False,1.0,150,71,,
128,513.784423828125,365.76318359375,513.784423828125,365.76318359375,else,,238.39135831752606,False,252.91195512921814,False,1.0,150,71,,
