,original,corrected
0,2.8254208,0.0
1,2.86539776,0.03997696000000017
2,2.90537472,0.07995392000000034
3,2.94535168,0.11993088000000007
4,2.98532864,0.15990784000000025
5,3.0253056,0.19988479999999997
6,3.06528256,0.23986176000000015
7,3.10525952,0.2798387200000003
8,3.14523648,0.31981568000000005
9,3.18521344,0.3597926400000002
10,3.2251904,0.39976959999999995
11,3.26516736,0.4397465600000001
12,3.30514432,0.4797235200000003
13,3.34512128,0.51970048
14,3.38509824,0.5596774400000002
15,3.4250752,0.5996544000000004
16,3.46505216,0.6396313600000001
17,3.50502912,0.6796083200000003
18,3.54500608,0.71958528
19,3.58498304,0.7595622400000002
20,3.62496,0.7995392000000003
21,3.66493696,0.8395161600000001
22,3.70491392,0.8794931200000002
23,3.74489088,0.91947008
24,3.78486784,0.9594470400000001
25,3.8248448,0.9994240000000003
26,3.86482176,1.03940096
27,3.90479872,1.0793779200000002
28,3.94477568,1.11935488
29,3.98475264,1.1593318400000001
30,4.0247296,1.1993087999999998
31,4.06470656,1.2392857600000005
32,4.10468352,1.2792627200000002
33,4.14466048,1.31923968
34,4.18463744,1.3592166400000005
35,4.2246144,1.3991936000000003
36,4.26459136,1.43917056
37,4.30456832,1.4791475199999997
38,4.34454528,1.5191244800000003
39,4.38452224,1.55910144
40,4.4244992,1.5990783999999998
41,4.46447616,1.6390553600000004
42,4.50445312,1.6790323200000001
43,4.54443008,1.7190092799999999
44,4.58440704,1.7589862400000005
45,4.624384,1.7989632000000002
46,4.66436096,1.83894016
47,4.70433792,1.8789171200000006
48,4.74431488,1.9188940800000003
49,4.78429184,1.95887104
50,4.8242688,1.9988479999999997
51,4.86424576,2.0388249600000004
52,4.90422272,2.07880192
53,4.94419968,2.11877888
54,4.98417664,2.1587558400000004
55,5.0241536,2.1987328
56,5.06413056,2.23870976
57,5.10410752,2.2786867200000005
58,5.14408448,2.3186636800000002
59,5.18406144,2.35864064
60,5.2240384,2.3986176000000006
61,5.26401536,2.4385945600000003
62,5.30399232,2.47857152
63,5.34396928,2.5185484799999998
64,5.38394624,2.5585254400000004
65,5.4239232,2.5985024
66,5.46390016,2.63847936
67,5.50387712,2.6784563200000004
68,5.54385408,2.71843328
69,5.58383104,2.75841024
70,5.623808,2.7983872000000005
71,5.66378496,2.8383641600000002
