,Nose_x,Nose_y,Head_x,Head_y,roi,transition_index,N_s1_dist,NosePoke,NHaxis_angle,Heading_2_Szone,distance,approaching,time_diff,x_bin,y_bin,EVT1,EVT2,EVT3
0,374.6962890625,779.4589233398438,374.6962890625,779.4589233398438,else,,608.4749314786089,off,253.50431118014785,False,689.3188601520468,False,0.0,109,152,,,
1,379.8672790527344,786.7015380859375,379.8672790527344,786.7015380859375,else,,614.3025040893217,off,253.08102509915665,False,694.5114333892758,False,1.0,111,153,,,
2,383.0889892578125,796.365478515625,383.0889892578125,796.365478515625,else,,622.7883390024358,off,256.0333041554498,False,702.6825737504935,False,1.0,112,155,,,
3,387.3011169433594,803.5042114257812,387.3011169433594,803.5042114257812,else,,628.7884904482595,off,247.55641764418522,False,708.1996572348147,False,1.0,113,157,,,
4,389.9595336914063,814.352294921875,389.9595336914063,814.352294921875,else,,638.2405983585145,off,249.5450712120854,False,717.771878964101,False,1.0,114,159,,,
5,392.54779052734375,826.3272094726562,392.54779052734375,826.3272094726562,else,,648.602245230918,off,248.292358060944,False,728.4897464652155,False,1.0,115,161,,,
6,393.608154296875,832.1212768554688,393.608154296875,832.1212768554688,else,,653.2654861609248,off,246.60275977643477,False,733.746799988469,False,1.0,115,162,,,
7,394.5890502929688,839.1097412109375,394.5890502929688,839.1097412109375,else,,659.8675130040571,off,248.5418169053666,False,740.1828978736479,False,1.0,115,164,,,
8,394.625244140625,844.2702026367188,394.625244140625,844.2702026367188,else,,664.6180593885827,off,250.53478008881928,False,745.1320644889361,False,1.0,115,165,,,
9,395.4128723144531,850.7977294921875,395.4128723144531,850.7977294921875,else,,670.8564118636626,off,254.3802095909855,False,751.1940165986972,False,1.0,115,166,,,
10,396.9700317382813,858.2614135742188,396.9700317382813,858.2614135742188,else,,677.6503635148493,off,258.7587070464367,False,757.9596956090546,False,1.0,116,167,,,
11,398.7528991699219,861.0921020507812,398.7528991699219,861.0921020507812,else,,680.1125664908835,off,253.23866227315878,False,760.2134079860369,False,1.0,116,168,,,
12,399.3929443359375,861.0921020507812,399.3929443359375,861.0921020507812,else,,679.7175607300188,off,252.0066267262064,False,760.0442229708988,True,1.0,117,168,,,
13,401.6054992675781,861.0921020507812,401.6054992675781,861.0921020507812,else,,679.172431454454,off,246.99984297708573,False,759.4632367732489,True,1.0,117,168,,,
14,407.2022399902344,854.59619140625,407.2022399902344,854.59619140625,else,,671.8234178368853,off,229.25097301730972,False,751.7399827273065,True,1.0,119,167,,,
15,411.3444519042969,847.230224609375,411.3444519042969,847.230224609375,else,,663.8506781450124,off,219.50124436924457,False,743.5610478090836,True,1.0,120,165,,,
16,414.4644775390625,846.1912231445312,414.4644775390625,846.1912231445312,else,,662.2488189869676,off,219.24756873103914,False,741.7695485099741,True,1.0,121,165,,,
17,420.0535583496094,842.6998291015625,420.0535583496094,842.6998291015625,else,,657.8893300879716,off,207.50468758402596,False,737.0051340258357,True,1.0,123,164,,,
18,422.22705078125,842.004638671875,422.22705078125,842.004638671875,else,,656.5005320576415,off,206.84239345940134,False,735.8028577811363,True,1.0,123,164,,,
19,425.6476745605469,842.004638671875,425.6476745605469,842.004638671875,else,,644.0126847810935,off,203.71546244508556,False,734.9839164438224,True,1.0,124,164,,,
20,431.9280090332031,842.6998291015625,431.9280090332031,842.6998291015625,else,,642.4040044339653,off,195.7611187720243,False,734.1961862236453,True,1.0,126,164,,,
21,436.119384765625,845.343505859375,436.119384765625,845.343505859375,else,,643.4969576741435,off,192.7996570493329,False,735.8250888955992,False,1.0,127,165,,,
22,442.5701904296875,850.5059204101562,442.5701904296875,850.5059204101562,else,,646.4283155206452,off,198.2710999731605,False,739.4585518939326,False,1.0,129,166,,,
23,447.7842102050781,853.6361083984375,447.7842102050781,853.6361083984375,E,2,648.0406372675567,off,195.13602722345667,False,741.4293010628328,False,1.0,131,166,,,1.0
24,451.0068664550781,856.7514038085938,451.0068664550781,856.7514038085938,E,,650.2364412126713,off,195.87807816421565,False,743.8262985378582,False,1.0,132,167,,,
25,456.6011047363281,857.5576782226562,456.6011047363281,857.5576782226562,E,,649.5762835738041,off,191.0360228585043,False,743.5170805142774,True,1.0,133,167,,,
26,460.2702941894531,860.7684326171875,460.2702941894531,860.7684326171875,E,,651.9470173188072,off,193.24151019626035,False,745.9718268984102,False,1.0,134,168,,,
27,463.7074279785156,866.3281860351562,463.7074279785156,866.3281860351562,E,,656.4646512640044,off,199.79375766638046,False,750.802354472997,False,1.0,135,169,,,
28,466.3561706542969,871.9364013671875,466.3561706542969,871.9364013671875,E,,661.3387224574122,off,206.08187485902783,False,755.8452503001819,False,1.0,136,170,,,
29,467.4885864257813,874.2492065429688,467.4885864257813,874.2492065429688,E,,663.112421301814,off,208.21526448842272,False,757.9229202190999,False,1.0,137,170,,,
30,468.2580261230469,876.19189453125,468.2580261230469,876.19189453125,E,,664.0378924680581,off,211.34034977518985,False,759.7019538761612,False,1.0,137,171,,,
31,469.0604248046875,877.1128540039062,469.0604248046875,877.1128540039062,E,,664.7018511375811,off,209.0058036799327,False,760.47040730472,False,1.0,137,171,,,
32,469.0604248046875,880.8660888671875,469.0604248046875,880.8660888671875,E,,668.4657931253773,off,212.49629558522432,False,764.167861218008,False,1.0,137,172,,,
33,469.0604248046875,883.0868530273438,469.0604248046875,883.0868530273438,E,,670.6361734102185,off,212.36499484560971,False,766.3558755350325,False,1.0,137,172,,,
34,468.5043640136719,883.0868530273438,468.5043640136719,883.0868530273438,E,,671.1524893944844,off,212.02464727093536,False,766.4510799119448,False,1.0,137,172,,,
35,467.6048889160156,883.0868530273438,467.6048889160156,883.0868530273438,E,,671.9703623453424,off,211.25508291848757,False,766.6059098739573,False,1.0,137,172,,,
36,466.8645324707031,882.8872680664062,466.8645324707031,882.8872680664062,E,,672.2156405133053,off,210.4681749243813,False,766.5375660742314,True,1.0,136,172,,,
37,465.33795166015625,882.8872680664062,465.33795166015625,882.8872680664062,E,,672.7139220939579,off,212.09817510874612,False,766.8041827949588,False,1.0,136,172,,,
38,465.0977783203125,882.8872680664062,465.0977783203125,882.8872680664062,E,,673.5621878455111,off,212.36890072651263,False,766.8463972027761,False,1.0,136,172,,,
39,465.0977783203125,886.7674560546875,465.0977783203125,886.7674560546875,E,,679.0927481010045,off,219.07077596691943,False,770.6663751467412,False,1.0,136,173,,,
40,465.0977783203125,886.888671875,465.0977783203125,886.888671875,E,,696.8340746503552,off,216.50105215589568,False,770.7857197135381,False,1.0,136,173,,,
41,467.2884521484375,887.107177734375,467.2884521484375,887.107177734375,E,,696.9041759295839,off,214.07233160511674,False,770.6205695548267,True,1.0,137,173,,,
42,467.6439514160156,887.6149291992188,467.6439514160156,887.6149291992188,E,,697.3800204117314,off,214.61671051333124,False,771.0596372908519,False,1.0,137,173,,,
43,468.73919677734375,887.6149291992188,468.73919677734375,887.6149291992188,E,,697.2884960680128,off,213.81058370555905,False,770.8723883529562,True,1.0,137,173,,,
44,469.3432922363281,887.9000854492188,469.3432922363281,887.9000854492188,E,,697.5523248256653,off,215.09359832855358,False,771.0507863619436,False,1.0,137,173,,,
45,469.888427734375,887.9000854492188,469.888427734375,887.9000854492188,E,,697.5080152152099,off,214.61799469559102,False,770.9585988256198,True,1.0,137,173,,,
46,470.2579345703125,888.0079345703125,470.2579345703125,888.0079345703125,E,,697.5856387846392,off,213.63141396859615,False,771.0026356321966,False,1.0,137,173,,,
47,470.2579345703125,888.255859375,470.2579345703125,888.255859375,E,,697.9365738787693,off,213.94615102851245,False,771.2470260921472,False,1.0,137,173,,,
48,470.2579345703125,888.255859375,470.2579345703125,888.255859375,E,,697.9362015685309,off,211.75285092246665,False,771.2470260921472,False,1.0,137,173,,,
