,Peak_Index,Peak_X,Peak_Y,FrameForPeak,Onset_Index,Onset_X,Onset_Y,FrameForOnset,OnsetLatency
0,12927,12.708576859455496,1.2653925907265438,406,11134,10.94598617470731,-1.6713792368439764,350,1.7625906847481865
1,17837,17.535303162920968,1.3738486155565188,561,17118,16.828497417057086,0.10114140487432398,538,0.7068057458638819
2,25956,25.516604763294936,1.1767222322916597,816,25039,24.615157101323888,-0.6035652454086656,787,0.9014476619710479
3,37044,36.41655206529599,0.6860451597539574,1165,35409,34.8092816974414,-0.8239661894386525,1113,1.6072703678545892
4,46818,46.024784833131335,0.9888604448899652,1472,45481,44.710460379417825,0.08226115224942768,1430,1.3143244537135104
5,50330,49.47722124408261,0.6329093490123318,1583,49658,48.81661837729467,-0.5351792286710264,1562,0.66060286678794
6,60215,59.1945714497356,0.5854119221817692,1894,59459,58.451393224599165,-1.0282502079518667,1870,0.7431782251364325
7,68539,67.37739624607912,0.49916761687784,2156,66988,65.85270123657301,-0.6040282397947386,2107,1.5246950095061038
8,70754,69.55482980253045,0.9099565586834039,2225,69428,68.25131878860067,-2.0711813885107713,2184,1.3035110139297785
9,92707,91.13550649091691,1.2459000390979023,2916,92114,90.55256378257576,0.9211182446242203,2897,0.5829427083411503
10,101864,100.13720359088296,1.6499484324737008,3204,100957,99.24558632871532,-0.06469079858414854,3175,0.8916172621676424
11,116384,114.41094410540816,1.5521893904023094,3661,115467,113.50949644343711,0.8050682607220457,3632,0.9014476619710479
12,121165,119.11085825140988,1.6529324802532117,3811,119876,117.84371971675264,0.7727786773435907,3770,1.267138534657235
13,142301,139.88839127585922,1.1315583642675646,4476,140837,138.44922074464262,-0.5445049199081994,4430,1.4391705312166039
14,156900,154.2397919488312,0.8211365066648858,4935,155692,153.05227965258143,-0.9070938600225043,4897,1.1875122962497642
15,192917,189.6459429207082,2.334947606575707,6068,191513,188.26575478831194,0.5568377639868458,6024,1.3801881323962562
16,202395,198.96319585436314,1.49679056326534,6366,201689,198.26916962824365,0.5586963792251631,6344,0.6940262261194903
17,217742,214.04991043262882,3.8768407159073366,6849,216759,213.0835821319554,0.6030352809903778,6818,0.9663283006734105
18,230939,227.02308905316525,1.7203940140778693,7264,229726,225.8306615570138,-0.41386076718945414,7226,1.1924274961514527
19,237457,233.43054364501617,1.929754651595115,7469,236714,232.70014493962415,0.9504674819938578,7446,0.7303987053920196
20,252334,248.05522943252245,1.2095263764236261,7937,251531,247.26584832831008,-0.25217531039655733,7912,0.7893811042123673
21,262472,258.02128875320125,2.159976359540674,8256,261536,257.10116333160374,0.7439416079888543,8227,0.9201254215975041
22,276347,271.66096848040763,1.772117278491331,8693,275414,270.74379217875116,-1.8036918502049355,8663,0.9171763016564682
23,280823,276.0610554324059,1.1666675341087314,8833,279183,274.4488698646496,-1.1905108809079747,8782,1.6121855677562849
24,291178,286.24043442881833,1.0840623964187557,9159,289863,284.94773685467226,-0.03062179885597867,9118,1.2926975741460751
25,302373,297.2455670087157,-0.15806889059260607,9511,301562,296.44832158466056,-1.283594776019978,9486,0.7972454240551201
26,307598,302.381950905988,0.26259987365405585,9676,306493,301.2956917277132,-1.5471557338288289,9641,1.0862591782748154
27,314793,309.45492356452854,0.9705039507860191,9902,313926,308.60262790157446,-1.2750414659334868,9875,0.8522956629540772
28,322404,316.9368408548902,0.9396833324823052,10141,321598,316.1445106307368,-0.6826354975223258,10116,0.7923302241533747
29,335926,330.2295074690369,1.7266827836470202,10567,334106,328.44037470481953,0.22566041615250285,10510,1.7891327642173565
30,342684,336.8728916561692,1.9722342446641223,10779,341507,335.7158535993099,-0.44786113408400496,10742,1.1570380568592782
31,346630,340.75196741858764,1.8572233577609065,10904,345103,339.2508653686097,-0.6059485308491422,10856,1.5011020499779306
32,354280,348.27222326818253,2.2110686764783374,11144,353120,347.1318968909891,-1.1719493415012874,11108,1.1403263771934462
33,363778,357.60913700144425,1.1049359025855308,11443,362506,356.35871014645284,-0.657196553068632,11403,1.2504268549914173
34,376168,369.789002357847,0.5329725855081612,11833,375325,368.960299654421,-0.598013706980602,11806,0.8287027034259609
35,385359,378.82412281714454,1.2866530563766336,12122,384681,378.1576217104746,0.21376097013731196,12101,0.6665011066699549
