,Nose_x,Nose_y,Head_x,Head_y,roi,transition_index,N_s1_dist,NosePoke,Heading_2_Szone,distance,approaching,EVT1,EVT2,EVT3
14974,328.8456420898437,851.5505981445312,328.8456420898437,851.5505981445312,else,,696.7478220129814,off,False,772.690205638054,False,,,
14975,328.56842041015625,854.0543212890625,328.56842041015625,854.0543212890625,else,,699.2856106490252,off,False,775.13223379057,False,,,
14976,327.6496887207031,856.7312622070312,327.6496887207031,856.7312622070312,else,,701.939664814288,off,False,777.9614030090329,False,,,
14977,327.5392761230469,859.76025390625,327.5392761230469,859.76025390625,else,,704.8642000880467,off,False,780.837957102812,False,,,
14978,327.5027160644531,861.1493530273438,327.5027160644531,861.1493530273438,else,,706.2105735404195,off,False,782.1526344625215,False,,,
14979,326.6692810058594,861.8073120117188,326.6692810058594,861.8073120117188,else,,707.1869011473879,off,False,783.0599294483902,False,,,
14980,326.27508544921875,861.8073120117188,326.27508544921875,861.8073120117188,else,,,,False,783.1976123608246,False,,,
14981,326.27508544921875,862.3458862304688,326.27508544921875,862.3458862304688,else,,,,False,783.7022454155947,False,,,
14982,326.27508544921875,861.8073120117188,326.27508544921875,861.8073120117188,else,,708.4708841044226,off,False,783.1976123608246,True,,,
14983,326.84686279296875,861.6424560546875,326.84686279296875,861.6424560546875,else,,707.6209567098841,off,False,782.8434643605306,True,,,
14984,327.27764892578125,860.9577026367188,327.27764892578125,860.9577026367188,else,,705.9281494943808,off,False,782.0514526742764,True,,,
14985,327.27764892578125,859.9744262695312,327.27764892578125,859.9744262695312,else,,702.9183174795821,off,False,781.1299773328757,True,,,
14986,327.27764892578125,859.3635864257812,327.27764892578125,859.3635864257812,else,,701.6557796490993,off,False,780.5576060259939,True,,,
14987,327.14813232421875,858.543212890625,327.14813232421875,858.543212890625,else,,700.3149948321012,off,False,779.8342949593324,True,,,
14988,326.5243835449219,858.4706420898438,326.5243835449219,858.4706420898438,else,,698.5729625350964,off,False,779.984789435431,False,,,
14989,326.1118469238281,856.8494262695312,326.1118469238281,856.8494262695312,else,,695.8833994811744,off,False,778.6117174618562,True,,,
14990,322.1920166015625,848.8811645507812,322.1920166015625,848.8811645507812,else,,689.4218015592332,off,False,772.558689708424,True,,,
14991,318.2973937988281,840.481689453125,318.2973937988281,840.481689453125,else,,682.5964212390228,off,False,766.1504526830953,True,,,
14992,314.0155639648437,834.304443359375,314.0155639648437,834.304443359375,else,,682.3625235102596,off,False,762.0059477218947,True,,,
14993,311.01837158203125,827.82763671875,311.01837158203125,827.82763671875,else,,679.1678084422006,off,False,757.1453642983306,True,,,
14994,307.0210876464844,817.1626586914062,307.0210876464844,817.1626586914062,else,,670.7607336912091,off,False,748.8536660913511,True,,,
14995,305.07244873046875,812.6868286132812,305.07244873046875,812.6868286132812,else,,667.2391517647,off,False,745.5054082797486,True,,,
