,Peak_Index,Peak_X,Peak_Y,FrameForPeak,Onset_Index,Onset_X,Onset_Y,FrameForOnset,OnsetLatency
0,677,0.66633691293287,2.6564798502210185,21,0,0.0008188462432343613,-1.1620048944200323,0,0.6655180666896356
1,14951,14.698249592294616,1.2342758701441077,470,14267,14.025850245742603,-0.2729835338724568,448,0.6723993465520124
2,25528,25.095863464342344,1.6186236421481917,803,24793,24.373329078793027,0.3196047770754535,779,0.7225343855493165
3,31672,31.13566110354639,1.580626480570506,996,30907,30.3836355185869,-1.3506242459069857,972,0.7520255849594903
4,34249,33.668955132880505,1.2659657034251262,1077,33359,32.79404955037862,-1.6260687210121363,1049,0.8749055825018885
5,40459,39.77363341078694,1.6074218062016294,1272,39768,39.09435278437255,-0.14440826385604624,1251,0.6792806264143891
6,45167,44.4017856382239,1.472900662862002,1420,44209,43.460033337058945,-0.20398897772812005,1390,0.9417523011649536
7,59642,58.631289353633825,1.4088349132157727,1876,56899,55.93481068756339,-1.1843341734532538,1789,2.6964786660704334
8,79765,78.41300287799956,1.3075387828460683,2509,78523,77.19206722241827,-0.3225061104025037,2470,1.220935655581286
9,88249,86.75311407119733,1.2770376229130413,2776,86612,85.14387762338205,-0.9397535439523667,2724,1.6092364478152774
10,96983,95.3389852594799,0.900527858350807,3050,96259,94.62726431371433,-0.8933000974331904,3028,0.7117209457655633
11,102799,101.05634578513269,0.8293587754939268,3233,102227,100.49404691637866,-0.4840286191286374,3215,0.5622988687540271
12,107593,105.76903945087881,1.4926908242998431,3384,106484,104.67884811268266,-2.3669804486389667,3349,1.0901913381961492
13,119805,117.77392369078112,2.3583122181492056,3768,117828,115.83045364965054,-0.6278301738083163,3706,1.9434700411305812
14,138830,136.47625931673443,1.144509745441424,4367,137765,135.42932173767318,-0.5639577549338913,4333,1.0469375790612503
15,147176,144.68071099264537,0.9642513538408821,4629,146053,143.57675709472446,-1.7210689892343158,4594,1.103953897920917
16,160007,157.29409698037767,2.188510300629984,5033,158939,156.2442102813754,-0.542043481004817,4999,1.0498866990022862
