,Nose_x,Nose_y,Head_x,Head_y,roi,transition_index,N_s1_dist,NosePoke,Heading_2_Szone,distance,approaching,EVT1,EVT2,EVT3
0,418.840576171875,878.4395141601562,418.840576171875,878.4395141601562,else,,,,False,771.9962443267905,False,,,
1,419.086669921875,878.4395141601562,419.086669921875,878.4395141601562,else,,,,False,771.9385321467558,True,,,
2,419.9612121582031,878.4395141601562,419.9612121582031,878.4395141601562,else,,,,False,771.7340406775347,True,,,
3,422.1586608886719,877.4043579101562,422.1586608886719,877.4043579101562,else,,,,False,770.2171340288685,True,,,
4,423.9208679199219,876.72607421875,423.9208679199219,876.72607421875,else,,,,False,769.1518672987115,True,,,
5,426.6651306152344,874.2051391601562,426.6651306152344,874.2051391601562,else,,,,False,766.0725074388598,True,,,
6,430.70556640625,874.2051391601562,430.70556640625,874.2051391601562,else,,,,False,765.1684226069818,True,,,
7,434.5229797363281,874.2051391601562,434.5229797363281,874.2051391601562,else,,,,False,764.3328816323237,True,,,
8,441.2421875,874.25341796875,441.2421875,874.25341796875,E,2,,,False,762.9536072788613,True,,,1.0
9,446.2478637695313,877.9093017578125,446.2478637695313,877.9093017578125,E,,,,False,765.5087721628815,False,,,
10,450.4617919921875,880.2437133789062,450.4617919921875,880.2437133789062,E,,,,False,766.9630238624766,False,,,
11,457.2424621582031,881.2807006835938,457.2424621582031,881.2807006835938,E,,,,False,766.6886777780262,True,,,
12,462.2234497070313,881.2926025390625,462.2234497070313,881.2926025390625,E,,,,False,765.7885627578313,True,,,
13,463.7026672363281,881.2926025390625,463.7026672363281,881.2926025390625,E,,,,False,765.5238127965486,True,,,
14,464.1334838867188,881.2807006835938,464.1334838867188,881.2807006835938,E,,,,False,765.4355127789189,True,,,
15,464.5535888671875,880.2898559570312,464.5535888671875,880.2898559570312,E,,,,False,764.3858696133842,True,,,
16,466.7653503417969,878.970947265625,466.7653503417969,878.970947265625,E,,,,False,762.6983909164711,True,,,
17,469.7929382324219,878.1521606445312,469.7929382324219,878.1521606445312,E,,,,False,761.3685986785931,True,,,
18,469.9528198242188,878.1521606445312,469.9528198242188,878.1521606445312,E,,,,False,761.3412724864788,True,,,
19,470.3987426757813,878.1521606445312,470.3987426757813,878.1521606445312,E,,,,False,761.2652297456367,True,,,
20,470.3987426757813,878.9223022460938,470.3987426757813,878.9223022460938,E,,,,False,762.0241399789065,False,,,
21,470.486328125,878.9414672851562,470.486328125,878.9414672851562,E,,,,False,762.028134973328,False,,,
22,470.5591735839844,879.1008911132812,470.5591735839844,879.1008911132812,E,,,,False,762.17286502107,False,,,
23,470.6105041503906,879.9849243164062,470.6105041503906,879.9849243164062,E,,,,False,763.0353648654611,False,,,
24,470.6105041503906,879.9894409179688,470.6105041503906,879.9894409179688,E,,,,False,763.0398160570229,False,,,
25,470.6477966308594,880.65478515625,470.6477966308594,880.65478515625,E,,,,False,763.6892156728759,False,,,
26,470.8555908203125,880.65478515625,470.8555908203125,880.65478515625,E,,,,False,763.6540473545409,True,,,
27,471.2075500488281,880.65478515625,471.2075500488281,880.65478515625,E,,,,False,763.594604998638,True,,,
28,471.7403259277344,880.3890991210938,471.7403259277344,880.3890991210938,E,,,,False,763.2430153426724,True,,,
29,472.5362854003906,879.7119750976562,472.5362854003906,879.7119750976562,E,,,,False,762.442058155733,True,,,
30,473.10003662109375,879.5828247070312,473.10003662109375,879.5828247070312,E,,,,False,762.2206656212936,True,,,
31,473.10003662109375,879.5828247070312,473.10003662109375,879.5828247070312,E,,,,False,762.2206656212936,False,,,
32,473.10003662109375,879.7119750976562,473.10003662109375,879.7119750976562,E,,,,False,762.3480138432756,False,,,
33,473.10003662109375,880.0184936523438,473.10003662109375,880.0184936523438,E,,,,False,762.6502576546526,False,,,
34,473.16650390625,880.6846923828125,473.16650390625,880.6846923828125,E,,,,False,763.2961298727856,False,,,
35,473.2908630371094,882.5115966796875,473.2908630371094,882.5115966796875,E,,,,False,765.0770908307293,False,,,
36,473.2908630371094,883.812744140625,473.2908630371094,883.812744140625,E,,,,False,766.3603001168983,False,,,
37,473.2908630371094,883.913818359375,473.2908630371094,883.913818359375,E,,,,False,766.4599834150057,False,,,
38,473.2402648925781,884.2181396484375,473.2402648925781,884.2181396484375,E,,,,False,766.7684821234161,False,,,
39,473.2402648925781,884.2181396484375,473.2402648925781,884.2181396484375,E,,,,False,766.7684821234161,False,,,
40,473.111083984375,884.392822265625,473.111083984375,884.392822265625,E,,,,False,766.9621233037377,False,,,
41,473.111083984375,884.7168579101562,473.111083984375,884.7168579101562,E,,,,False,767.2816953720712,False,,,
42,473.1102294921875,885.3067016601562,473.1102294921875,885.3067016601562,E,,,,False,767.8635648596111,False,,,
43,473.2689208984375,885.58837890625,473.2689208984375,885.58837890625,E,,,,False,768.1151725256092,False,,,
44,473.2689208984375,885.58837890625,473.2689208984375,885.58837890625,E,,,,False,768.1151725256092,False,,,
45,473.2732543945313,886.0836181640625,473.2732543945313,886.0836181640625,E,,,,False,768.6029145016751,False,,,
46,473.9306945800781,886.5194702148438,473.9306945800781,886.5194702148438,E,,,,False,768.9247404421767,False,,,
47,474.1716003417969,886.6036376953125,474.1716003417969,886.6036376953125,E,,,,False,768.9683122763288,False,,,
48,474.1716003417969,886.8275146484375,474.1716003417969,886.8275146484375,E,,,,False,769.1891725369443,False,,,
49,473.9306945800781,886.8275146484375,473.9306945800781,886.8275146484375,E,,,,False,769.2286180041576,False,,,
50,473.5366516113281,886.6036376953125,473.5366516113281,886.6036376953125,E,,,,False,769.0724657730476,True,,,
