,x,y,roi
0,317.182373046875,324.5936584472656,Middle
1,343.3290710449219,373.7957763671875,Middle
2,343.3290710449219,373.7957763671875,Middle
3,343.3290710449219,373.7957763671875,Middle
4,339.478271484375,370.9834899902344,Middle
5,335.7673034667969,367.0833740234375,Middle
6,335.4775085449219,365.9943542480469,Middle
7,334.732666015625,365.8702697753906,Middle
8,334.5341796875,365.8702697753906,Middle
9,334.4787292480469,365.8702697753906,Middle
10,334.4435729980469,366.29638671875,Middle
11,334.2765808105469,367.0769958496094,Middle
12,334.25341796875,368.12994384765625,Middle
13,334.25341796875,368.12994384765625,Middle
14,334.2765808105469,368.12994384765625,Middle
15,337.1194763183594,363.6825256347656,Middle
16,337.1194763183594,360.2357788085937,Middle
17,337.1194763183594,358.1243591308594,Middle
18,330.8072509765625,354.5026550292969,Middle
19,327.99432373046875,350.6147155761719,Middle
20,327.0141906738281,348.1236572265625,Middle
21,326.56903076171875,347.53814697265625,Middle
22,326.3720397949219,347.53814697265625,Middle
23,326.14215087890625,347.53814697265625,Middle
24,326.14215087890625,347.8194580078125,Middle
25,326.096923828125,348.71728515625,Middle
26,325.7710876464844,349.5837097167969,Middle
27,325.7710876464844,350.055419921875,Middle
28,325.7710876464844,350.13189697265625,Middle
29,325.8973693847656,350.389892578125,Middle
30,325.8973693847656,350.3944396972656,Middle
31,325.8973693847656,350.4207763671875,Middle
32,325.57061767578125,350.94781494140625,Middle
33,325.548828125,350.94781494140625,Middle
34,325.54071044921875,350.94781494140625,Middle
35,325.54071044921875,350.8508605957031,Middle
36,325.51446533203125,350.7867126464844,Middle
37,325.49908447265625,350.7867126464844,Middle
38,325.49908447265625,350.8044738769531,Middle
39,325.51446533203125,350.8044738769531,Middle
40,325.4882202148437,350.8600769042969,Middle
41,325.4620361328125,350.89129638671875,Middle
42,325.3885803222656,350.90594482421875,Middle
43,325.4620361328125,350.9187927246094,Middle
44,325.4090576171875,350.9247436523437,Middle
45,325.4090576171875,351.1162414550781,Middle
46,325.4989318847656,351.1162414550781,Middle
47,325.5150756835937,351.1162414550781,Middle
48,325.5150756835937,350.94921875,Middle
49,325.9852905273437,350.72467041015625,Middle
50,328.7138977050781,347.8360595703125,Middle
51,328.7138977050781,346.6044311523437,Middle
52,329.2289428710937,341.5731201171875,Middle
53,329.4448547363281,341.3311767578125,Middle
54,329.4448547363281,337.3007202148437,Middle
55,328.4422607421875,337.0246276855469,Middle
56,328.2392883300781,336.5629272460937,Middle
57,328.119140625,336.5531921386719,Middle
58,328.119140625,336.4440002441406,Middle
59,328.119140625,335.1846923828125,Middle
60,334.7355651855469,333.4049987792969,Middle
61,338.25811767578125,333.0660705566406,Middle
62,340.0946044921875,332.1418151855469,Middle
63,341.1592712402344,327.471435546875,Middle
64,343.3342590332031,321.8308410644531,Middle
65,343.3342590332031,318.4626770019531,Middle
66,343.3342590332031,316.2850646972656,Middle
67,341.7474365234375,306.2720947265625,Middle
68,340.7792663574219,298.9620056152344,Middle
69,340.3027648925781,296.07696533203125,Middle
70,338.6584167480469,289.7164001464844,Middle
71,338.5516662597656,287.8603210449219,Middle
72,338.5516662597656,284.4413452148437,Middle
73,338.6584167480469,277.70068359375,Middle
74,342.9732666015625,276.3847961425781,Middle
75,352.1915588378906,275.3746643066406,Middle
76,358.7923889160156,269.8946228027344,Middle
77,360.39990234375,268.890625,Middle
78,364.0270385742188,259.196044921875,Middle
79,365.6734313964844,255.28944396972656,Middle
80,369.5970764160156,252.9007110595703,Middle
81,374.4247741699219,248.1101226806641,Middle
82,379.888427734375,242.89378356933597,Middle
83,379.9690856933594,227.72100830078125,Middle
84,380.2386779785156,224.97918701171875,Middle
85,381.1704406738281,224.62109375,Middle
86,381.4045104980469,224.10952758789065,Middle
87,381.7930603027344,223.8522186279297,Middle
88,382.3824462890625,222.84036254882807,Middle
89,382.4701843261719,222.35403442382807,Middle
90,383.3091430664063,222.35403442382807,Middle
91,385.2116088867188,222.84036254882807,Middle
92,386.5218505859375,226.28843688964844,O_2
93,386.5486755371094,226.77801513671875,O_2
94,387.2044067382813,227.20245361328125,O_2
95,389.7600402832031,237.10723876953125,O_2
96,390.772705078125,242.2373046875,O_2
97,392.1505432128906,250.66549682617188,O_2
98,392.1505432128906,255.07765197753903,O_2
99,392.4333190917969,257.9109191894531,O_2
100,392.4333190917969,258.9661560058594,O_2
101,392.4333190917969,261.3294982910156,O_2
102,394.4443054199219,262.71746826171875,O_2
103,396.22802734375,270.5970764160156,O_2
104,396.6000671386719,272.4472351074219,O_2
105,397.4737854003906,284.6741943359375,O_2
106,397.9098205566406,287.8789367675781,O_2
107,397.9098205566406,294.7354431152344,O_2
108,397.9098205566406,298.55877685546875,O_2
109,397.1950378417969,298.55877685546875,O_2
110,396.4544067382813,298.55877685546875,O_2
111,393.5833435058594,299.2225646972656,O_2
112,391.2377014160156,299.2225646972656,O_2
113,387.3761901855469,299.2225646972656,O_2
114,386.2674255371094,300.2499084472656,O_2
115,385.9683227539063,307.847900390625,O_2
116,384.5389099121094,307.8945617675781,Middle
117,384.5389099121094,308.4049072265625,Middle
118,384.3356628417969,308.4049072265625,Middle
119,384.4399108886719,308.4049072265625,Middle
120,384.5389099121094,309.5990905761719,Middle
121,384.4399108886719,310.6532592773437,Middle
122,384.3356628417969,311.2561340332031,Middle
123,382.06634521484375,312.6141662597656,Middle
124,370.576904296875,313.0384216308594,Middle
125,363.51019287109375,313.4335021972656,Middle
126,358.7236022949219,314.3887023925781,Middle
127,351.5927429199219,321.6448669433594,Middle
128,347.8414001464844,325.2261047363281,Middle
129,345.59228515625,328.2744445800781,Middle
130,340.8271484375,328.2744445800781,Middle
131,337.1636962890625,328.2744445800781,Middle
132,335.403564453125,324.39111328125,Middle
133,332.62310791015625,320.184326171875,Middle
134,332.4301452636719,316.1546325683594,Middle
135,330.5990905761719,310.3081970214844,Middle
136,330.5990905761719,306.7586975097656,Middle
137,330.5990905761719,304.7898864746094,Middle
138,331.3392333984375,302.26715087890625,Middle
139,338.72430419921875,301.6029052734375,Middle
140,338.72430419921875,301.3381042480469,Middle
141,338.72430419921875,301.3381042480469,Middle
142,336.689208984375,301.3381042480469,Middle
143,332.7342834472656,301.3381042480469,Middle
144,327.9062805175781,299.3299865722656,Middle
145,323.8162841796875,299.3299865722656,Middle
146,315.6430358886719,299.3299865722656,Middle
147,312.2659606933594,301.281982421875,Middle
148,309.3772888183594,305.12603759765625,Middle
149,309.3772888183594,305.12603759765625,Middle
150,309.3772888183594,305.12603759765625,Middle
151,310.5882873535156,305.08416748046875,Middle
152,316.5931701660156,302.646728515625,Middle
153,316.9251708984375,302.07061767578125,Middle
154,318.6764831542969,301.499755859375,Middle
155,319.31671142578125,300.492431640625,Middle
156,319.31671142578125,292.6561889648437,Middle
157,319.31671142578125,291.8858337402344,Middle
158,315.5238647460937,289.8694152832031,Middle
159,312.7617492675781,289.8694152832031,Middle
160,309.68585205078125,289.8470153808594,Middle
161,309.68585205078125,289.8470153808594,Middle
162,309.68585205078125,288.32879638671875,Middle
163,309.9852905273437,288.32879638671875,Middle
164,310.6169738769531,288.32879638671875,Middle
165,311.1033630371094,289.6842041015625,Middle
166,312.0175476074219,289.6842041015625,Middle
167,312.0175476074219,289.6842041015625,Middle
168,312.0175476074219,288.7102966308594,Middle
169,311.5008544921875,286.8930969238281,Middle
170,311.5008544921875,286.8930969238281,Middle
171,311.5008544921875,286.8930969238281,Middle
172,312.0504455566406,290.5181579589844,Middle
173,312.59869384765625,291.8537292480469,Middle
174,318.0807189941406,302.3472595214844,Middle
175,318.1286315917969,305.8328552246094,Middle
176,318.92431640625,311.85125732421875,Middle
177,319.1172180175781,314.3512268066406,Middle
178,321.6309814453125,316.297119140625,Middle
179,326.6996459960937,322.4674377441406,Middle
180,330.86376953125,322.4674377441406,Middle
181,333.8968505859375,322.7232666015625,Middle
182,333.8968505859375,323.5793762207031,Middle
183,333.8968505859375,323.7337951660156,Middle
184,332.4345703125,327.39324951171875,Middle
185,330.2724609375,328.1261901855469,Middle
186,322.9064636230469,337.9017028808594,Middle
187,319.9694519042969,341.332275390625,Middle
188,311.8001403808594,347.0386962890625,Middle
189,307.57208251953125,348.4215393066406,Middle
190,302.50933837890625,352.3568725585937,Middle
191,301.4515991210937,353.18231201171875,Middle
192,301.428466796875,353.9542236328125,Middle
193,300.6321716308594,358.32403564453125,Middle
194,299.3083801269531,359.380126953125,Middle
195,292.9062805175781,366.3955993652344,Middle
196,286.37677001953125,373.6155090332031,Middle
197,282.72821044921875,375.4803466796875,Middle
198,280.26220703125,381.4401245117188,Middle
199,280.0649108886719,383.4578247070313,Middle
200,277.4163818359375,384.8722839355469,Middle
201,277.4163818359375,387.8761901855469,Middle
202,277.4163818359375,388.2461853027344,Middle
203,279.4442138671875,388.9913635253906,Middle
204,283.5829772949219,391.1163635253906,Middle
205,284.40899658203125,391.427734375,Middle
206,285.4454040527344,391.6925354003906,Middle
207,288.5555114746094,392.0216979980469,Middle
208,292.6680603027344,392.0889892578125,Middle
209,298.45343017578125,392.2744140625,Middle
210,300.9482116699219,392.5958862304688,Middle
211,300.9482116699219,393.8460693359375,Middle
212,300.9482116699219,394.1064758300781,Middle
213,299.0790100097656,395.4282531738281,Middle
