,x,y,roi
0,333.0296936035156,154.37469482421875,Middle
1,378.6798400878906,158.39697265625,Middle
2,378.6798400878906,162.37083435058594,Middle
3,378.6798400878906,162.37083435058594,Middle
4,366.59765625,176.8257598876953,Middle
5,363.2271423339844,184.41378784179688,Middle
6,357.9808654785156,200.3794708251953,Middle
7,354.4124755859375,207.3952789306641,Middle
8,350.1024169921875,220.6771697998047,Middle
9,348.4136962890625,228.0694580078125,Middle
10,348.4136962890625,233.92127990722656,Middle
11,348.4136962890625,240.40768432617188,Middle
12,348.4849853515625,243.5426788330078,Middle
13,348.6341857910156,245.82318115234372,Middle
14,351.7917175292969,247.07994079589844,Middle
15,355.2159729003906,250.12924194335935,Middle
16,356.6974792480469,250.5664978027344,Middle
17,359.5648803710937,251.00132751464844,Middle
18,359.5678100585937,252.73898315429688,Middle
19,360.0802307128906,252.73898315429688,Middle
20,361.7626953125,252.73898315429688,Middle
21,362.5744323730469,252.48825073242188,Middle
22,366.796142578125,249.97555541992188,Middle
23,368.0269165039063,249.95916748046875,Middle
24,369.1466369628906,249.6855926513672,Middle
25,369.4002380371094,249.6855926513672,Middle
26,369.4002380371094,249.6855926513672,Middle
27,369.1466369628906,249.6855926513672,Middle
28,369.0708618164063,249.6855926513672,Middle
29,369.0708618164063,248.76759338378903,Middle
30,369.0708618164063,247.96420288085935,Middle
31,371.7981567382813,245.9215545654297,Middle
32,373.20416259765625,245.74575805664065,Middle
33,377.2330627441406,243.6676025390625,Middle
34,380.4175415039063,241.4468231201172,Middle
35,380.4175415039063,240.9758453369141,Middle
36,380.4175415039063,239.682373046875,Middle
37,380.53125,238.57427978515625,Middle
38,380.4025268554688,237.2001037597656,Middle
39,380.4025268554688,232.8446807861328,Middle
40,380.53125,230.31988525390625,Middle
41,380.565673828125,228.46780395507807,Middle
42,382.1219482421875,227.59857177734372,Middle
43,382.1975708007813,227.51271057128903,Middle
44,382.3006591796875,227.5436248779297,Middle
45,382.8807373046875,227.5436248779297,Middle
46,382.8807373046875,227.5436248779297,Middle
47,382.8807373046875,229.9572296142578,Middle
48,381.6273193359375,232.2417449951172,Middle
49,379.3166198730469,234.91751098632807,Middle
50,378.8816528320313,238.3331298828125,Middle
51,378.3388366699219,239.1184234619141,Middle
52,378.3388366699219,239.1184234619141,Middle
53,378.3388366699219,239.61148071289065,Middle
54,380.53131103515625,239.61148071289065,Middle
55,382.1688537597656,239.1184234619141,Middle
56,383.2176513671875,239.0962677001953,Middle
57,384.3167724609375,238.5597076416016,Middle
58,384.7800903320313,237.9863739013672,Middle
59,386.1746215820313,233.21209716796875,Middle
60,387.0074157714844,233.21209716796875,O_2
61,390.6759643554688,233.21209716796875,O_2
62,391.4858093261719,235.60302734375,O_2
63,391.4858093261719,239.62405395507807,O_2
64,391.4858093261719,241.46853637695312,O_2
65,391.239013671875,245.7106170654297,O_2
66,391.1968383789063,249.3094482421875,O_2
67,389.4671325683594,253.884033203125,O_2
68,388.6849365234375,256.1187744140625,O_2
69,384.79833984375,261.8062438964844,Middle
70,381.9665222167969,267.0900573730469,Middle
71,373.3733215332031,275.7428894042969,Middle
72,366.2603759765625,280.6435241699219,Middle
73,363.09088134765625,283.85406494140625,Middle
74,358.62158203125,285.594970703125,Middle
75,356.47320556640625,288.387939453125,Middle
76,356.3431701660156,290.53765869140625,Middle
77,354.38592529296875,292.5499572753906,Middle
78,353.7245178222656,294.6271667480469,Middle
79,351.6705322265625,297.0066833496094,Middle
80,351.63629150390625,298.8916931152344,Middle
81,351.63629150390625,300.969970703125,Middle
82,351.63629150390625,301.07989501953125,Middle
83,351.63629150390625,302.526123046875,Middle
84,351.63629150390625,303.6331481933594,Middle
85,351.18701171875,308.5413513183594,Middle
86,348.7927551269531,309.9454345703125,Middle
87,348.4516906738281,311.0848693847656,Middle
88,348.4516906738281,315.6416931152344,Middle
89,348.4516906738281,317.5595397949219,Middle
90,349.78857421875,317.7182922363281,Middle
91,351.0669860839844,317.7182922363281,Middle
92,354.25958251953125,317.7182922363281,Middle
93,357.4711608886719,317.20367431640625,Middle
94,358.18048095703125,317.20367431640625,Middle
95,358.6719970703125,317.20367431640625,Middle
96,358.6719970703125,318.2012023925781,Middle
97,358.6719970703125,319.987548828125,Middle
98,356.9324951171875,324.163818359375,Middle
99,347.16241455078125,325.2155456542969,Middle
100,343.5810852050781,325.4173583984375,Middle
101,339.2751159667969,325.4173583984375,Middle
102,333.650634765625,325.391845703125,Middle
103,331.61260986328125,325.391845703125,Middle
104,325.2897033691406,326.2313537597656,Middle
105,321.9275817871094,326.2313537597656,Middle
106,313.1717224121094,329.688720703125,Middle
107,302.6756591796875,331.9159851074219,Middle
108,296.8941345214844,334.34552001953125,Middle
109,292.4747619628906,334.7783203125,Middle
110,286.16717529296875,335.15875244140625,Middle
111,283.3793640136719,335.15875244140625,Middle
112,274.3671875,335.15875244140625,Middle
113,265.6811828613281,331.33416748046875,Middle
