,x,y,roi,transition_index
0,248.48814392089844,292.5426025390625,Middle,
1,250.10739135742188,377.58251953125,Middle,
2,256.15252685546875,377.58251953125,Middle,
3,264.6956481933594,378.3621520996094,Middle,
4,268.6816101074219,378.3621520996094,Middle,
5,270.5700988769531,377.6300659179688,Middle,
6,273.1456298828125,377.6300659179688,Middle,
7,278.2073059082031,377.6300659179688,Middle,
8,281.73541259765625,376.72650146484375,Middle,
9,285.3263244628906,375.36566162109375,Middle,
10,290.4128112792969,373.9980163574219,Middle,
11,299.3624267578125,373.9980163574219,Middle,
12,302.5664367675781,373.9980163574219,Middle,
13,304.3835144042969,374.0478210449219,Middle,
14,310.4347229003906,376.0963134765625,Middle,
15,315.0501403808594,377.2527770996094,Middle,
16,321.75885009765625,378.2774963378906,Middle,
17,323.74139404296875,378.2774963378906,Middle,
18,323.74139404296875,378.2774963378906,Middle,
19,323.74139404296875,377.2867431640625,Middle,
20,320.1764221191406,376.3830261230469,Middle,
21,319.42486572265625,375.1267395019531,Middle,
22,318.04852294921875,375.1267395019531,Middle,
23,315.64117431640625,374.9104309082031,Middle,
24,315.4693298339844,374.9104309082031,Middle,
25,314.2503356933594,374.9104309082031,Middle,
26,312.25,374.7760925292969,Middle,
27,310.7613830566406,374.0665893554688,Middle,
28,310.7613830566406,374.0665893554688,Middle,
29,310.7613830566406,374.97857666015625,Middle,
30,313.3184814453125,374.97857666015625,Middle,
31,314.5962219238281,376.3862915039063,Middle,
32,316.0613708496094,377.0532531738281,Middle,
33,316.27008056640625,377.0532531738281,Middle,
34,317.6946716308594,377.0532531738281,Middle,
35,318.79071044921875,376.50189208984375,Middle,
36,323.0247497558594,374.1533203125,Middle,
37,326.85235595703125,373.7599487304688,Middle,
38,333.8346252441406,371.4124145507813,Middle,
39,336.9410400390625,370.7728576660156,Middle,
40,342.36962890625,370.21337890625,Middle,
41,344.0584411621094,370.1238403320313,Middle,
42,349.8416748046875,369.8876953125,Middle,
43,352.3457336425781,369.8876953125,Middle,
44,358.530029296875,369.8876953125,Middle,
45,362.8181457519531,370.10443115234375,Middle,
46,369.5491943359375,371.1962890625,Middle,
47,371.8568115234375,372.8021240234375,Middle,
48,372.0572509765625,376.00494384765625,Middle,
49,372.341064453125,379.3770446777344,Middle,
50,372.8262939453125,382.3469848632813,Middle,
51,372.8434753417969,382.4770202636719,Middle,
52,374.0572814941406,385.46826171875,Middle,
53,375.0974731445313,385.7499694824219,Middle,
54,375.6949157714844,385.806640625,Middle,
55,376.8976745605469,386.5687561035156,Middle,
56,376.8976745605469,386.5687561035156,Middle,
57,376.8976745605469,386.5687561035156,Middle,
58,374.0383605957031,384.09771728515625,Middle,
59,372.53509521484375,383.5659790039063,Middle,
60,370.7768249511719,382.4968872070313,Middle,
61,370.7768249511719,382.4968872070313,Middle,
62,370.7768249511719,382.4968872070313,Middle,
63,371.8597717285156,389.1476135253906,Middle,
64,372.7267456054688,392.5399169921875,Middle,
65,373.0988464355469,393.94921875,Middle,
66,379.221923828125,394.0385437011719,Middle,
67,382.2532348632813,394.2171936035156,Middle,
68,382.6643676757813,394.2171936035156,Middle,
69,382.7935485839844,394.5193481445313,Middle,
70,382.8626403808594,394.5496215820313,Middle,
71,383.4155883789063,394.772705078125,O_2,2.0
72,383.4155883789063,394.772705078125,O_2,
73,383.4155883789063,394.9270324707031,O_2,
74,379.21722412109375,395.19635009765625,Middle,
75,377.7861328125,395.19635009765625,Middle,
76,374.3105773925781,397.8981018066406,Middle,
77,367.0503234863281,398.9434814453125,Middle,
78,366.2937316894531,399.586669921875,Middle,
79,362.5760498046875,400.2416076660156,Middle,
80,362.5760498046875,400.2416076660156,Middle,
81,362.5760498046875,400.2416076660156,Middle,
82,363.8521118164063,396.136474609375,Middle,
83,365.9224243164063,394.8077697753906,Middle,
84,368.6949462890625,391.7198486328125,Middle,
85,369.4712829589844,384.5272521972656,Middle,
86,369.4712829589844,380.8780517578125,Middle,
87,369.4712829589844,368.2336730957031,Middle,
88,368.3571472167969,357.728271484375,Middle,
89,368.2637634277344,354.63153076171875,Middle,
90,367.4536437988281,350.5292358398437,Middle,
91,362.2052917480469,342.2171630859375,Middle,
92,361.854248046875,339.3504638671875,Middle,
93,361.854248046875,330.20263671875,Middle,
94,361.854248046875,328.115234375,Middle,
95,361.854248046875,320.1651611328125,Middle,
96,361.9273986816406,311.87255859375,Middle,
97,361.9273986816406,310.4575500488281,Middle,
98,361.5818481445313,306.9646911621094,Middle,
99,356.3578186035156,303.1439819335937,Middle,
100,352.1841735839844,298.2518615722656,Middle,
101,349.2760925292969,288.1302490234375,Middle,
102,347.6883544921875,283.4807434082031,Middle,
103,342.3053894042969,277.4819030761719,Middle,
104,340.4208374023437,273.3261413574219,Middle,
105,334.75762939453125,265.7670288085937,Middle,
106,334.75762939453125,257.870361328125,Middle,
107,334.75762939453125,250.73388671875,Middle,
108,334.7411499023437,248.35191345214844,Middle,
109,334.7411499023437,244.88668823242188,Middle,
110,334.7411499023437,240.7945098876953,Middle,
111,332.3487548828125,231.1465759277344,Middle,
112,330.551025390625,224.9310302734375,Middle,
113,330.551025390625,211.18017578125,Middle,
114,330.3040466308594,205.85679626464844,Middle,
115,330.3040466308594,200.19076538085935,Middle,
116,330.3040466308594,196.12196350097656,Middle,
117,328.1122436523437,184.1937255859375,Middle,
118,324.8539428710937,175.90052795410156,Middle,
119,324.7209167480469,163.34796142578125,Middle,
120,324.6337280273437,159.7682647705078,Middle,
121,320.2179260253906,151.84107971191406,Middle,
122,318.7408752441406,147.60409545898438,Middle,
123,314.98052978515625,136.3668975830078,Middle,
124,314.19091796875,129.84518432617188,Middle,
125,313.7776794433594,125.71329498291016,Middle,
126,313.7776794433594,124.44153594970705,Middle,
127,311.5133361816406,119.52186584472656,Middle,
128,310.4067687988281,115.59556579589844,Middle,
129,303.10723876953125,109.68455505371094,Middle,
130,302.2237243652344,108.67100524902344,Middle,
131,297.3685913085937,108.67100524902344,Middle,
132,293.5722961425781,108.67100524902344,Middle,
133,290.0135498046875,109.00733184814452,Middle,
134,281.9389038085937,109.00733184814452,Middle,
135,277.9974060058594,109.00733184814452,Middle,
136,269.6854858398437,107.68939971923828,Middle,
