,x,y,roi
375,244.08908081054688,90.48028564453124,Middle
376,246.8402862548828,93.93695068359376,Middle
377,250.1409912109375,95.48478698730467,Middle
378,266.5342102050781,97.20057678222656,Middle
379,273.02685546875,97.20057678222656,Middle
380,281.0586242675781,97.20057678222656,Middle
381,284.0655822753906,94.98096466064452,Middle
382,285.65655517578125,93.6275405883789,Middle
383,288.6356811523437,89.44133758544922,Middle
384,290.35400390625,88.85619354248047,Middle
385,293.2933044433594,88.85619354248047,Middle
386,296.2472839355469,88.85619354248047,Middle
387,296.2472839355469,89.6392822265625,Middle
388,296.6316833496094,92.9897003173828,Middle
389,296.6316833496094,102.5143814086914,Middle
390,296.6316833496094,103.56990051269533,Middle
391,297.5361022949219,103.56990051269533,Middle
392,298.8483581542969,103.56990051269533,Middle
393,299.3439636230469,102.85415649414062,Middle
394,306.5960998535156,102.85415649414062,Middle
395,309.3734741210937,102.85415649414062,Middle
396,314.57568359375,108.05746459960938,Middle
397,318.4465637207031,110.30897521972656,Middle
398,320.548828125,110.30897521972656,Middle
399,324.5235290527344,110.30897521972656,Middle
400,331.61651611328125,109.7475357055664,Middle
401,335.499267578125,109.45654296875,Middle
402,344.1624450683594,109.23436737060548,Middle
403,349.0822448730469,108.84441375732422,Middle
404,358.3554382324219,106.03611755371094,Middle
405,361.9595031738281,105.64228057861328,Middle
406,372.4505920410156,105.03607177734376,Middle
407,376.3986511230469,105.03607177734376,Middle
408,380.6243591308594,105.13031768798828,Middle
409,380.6243591308594,105.64228057861328,Middle
410,380.6243591308594,109.46524047851562,Middle
411,379.84912109375,112.37195587158205,Middle
412,370.541259765625,121.9883041381836,Middle
413,365.4767456054688,122.44786071777344,Middle
414,356.0771789550781,129.10606384277344,Middle
415,354.8562927246094,131.5828857421875,Middle
416,353.1803894042969,139.07630920410156,Middle
417,353.1636962890625,143.10328674316406,Middle
418,352.3323669433594,149.88336181640625,Middle
419,351.70379638671875,153.55686950683594,Middle
420,350.80499267578125,161.4779510498047,Middle
421,348.1275939941406,163.76992797851562,Middle
422,342.8480529785156,167.13531494140625,Middle
423,340.3544006347656,167.97100830078125,Middle
424,340.3544006347656,171.78884887695312,Middle
425,340.3544006347656,173.71044921875,Middle
426,339.7626037597656,176.10919189453125,Middle
427,339.7626037597656,177.06338500976562,Middle
428,336.2566223144531,179.17564392089844,Middle
429,334.0443725585937,180.3199615478516,Middle
430,334.0443725585937,182.8596649169922,Middle
431,334.0443725585937,184.6134490966797,Middle
432,334.67022705078125,187.3770294189453,Middle
433,334.95465087890625,189.17086791992188,Middle
434,335.35382080078125,193.20074462890625,Middle
435,335.6325378417969,199.4247283935547,Middle
436,336.63165283203125,203.15928649902344,Middle
437,337.5379943847656,204.18215942382807,Middle
438,338.1909484863281,209.18663024902344,Middle
439,338.4043884277344,212.48953247070312,Middle
440,338.4043884277344,216.2064971923828,Middle
441,338.1909484863281,217.88949584960935,Middle
442,337.6233215332031,217.98361206054688,Middle
443,332.2926330566406,223.33831787109372,Middle
444,331.61651611328125,223.9196929931641,Middle
445,330.7665405273437,227.628662109375,Middle
446,330.7665405273437,234.85546875,Middle
447,330.7665405273437,236.9553375244141,Middle
448,332.5072937011719,239.3437347412109,Middle
449,333.2637023925781,242.909912109375,Middle
450,333.2637023925781,244.51300048828125,Middle
451,333.2637023925781,252.4805450439453,Middle
452,332.433349609375,260.24737548828125,Middle
453,330.99932861328125,264.3063659667969,Middle
454,327.990966796875,269.0098571777344,Middle
455,326.8504638671875,269.0098571777344,Middle
456,323.3874206542969,269.0098571777344,Middle
457,313.7465515136719,266.71893310546875,Middle
458,311.1600036621094,265.287353515625,Middle
459,303.7487487792969,255.1765289306641,Middle
460,303.5416259765625,249.7647857666016,Middle
461,301.1758728027344,240.1968536376953,Middle
462,299.3914489746094,237.63726806640625,Middle
463,293.5590209960937,234.2576141357422,Middle
464,292.2259521484375,232.44577026367188,Middle
465,288.2784423828125,221.3839874267578,Middle
466,287.31756591796875,217.87582397460935,Middle
467,283.8263854980469,212.91542053222656,Middle
468,283.8263854980469,207.4260406494141,Middle
469,283.8263854980469,207.4260406494141,Middle
470,284.8881530761719,204.89840698242188,Middle
471,285.251220703125,204.89840698242188,Middle
472,285.251220703125,203.77688598632807,Middle
473,284.8881530761719,195.3155517578125,Middle
474,283.5549621582031,189.4716644287109,Middle
475,277.9228515625,184.06439208984372,Middle
476,274.69451904296875,180.25604248046875,Middle
477,268.7684631347656,179.10401916503906,Middle
478,264.9097595214844,178.36793518066406,Middle
479,261.4948425292969,176.9027099609375,Middle
480,261.4948425292969,176.705078125,Middle
481,261.4948425292969,176.58436584472656,Middle
482,264.7224426269531,176.2637939453125,Middle
483,267.9090576171875,175.9915313720703,Middle
484,273.1781616210937,174.0416259765625,Middle
485,279.44879150390625,170.78204345703125,Middle
486,282.5793762207031,166.1273193359375,Middle
487,289.216552734375,160.15838623046875,Middle
488,289.216552734375,156.20445251464844,Middle
489,289.216552734375,147.18409729003906,Middle
490,288.2756652832031,144.42112731933594,Middle
491,285.62408447265625,141.6376190185547,Middle
492,282.22247314453125,135.84786987304688,Middle
493,281.17144775390625,132.9133758544922,Middle
494,281.17144775390625,129.6881866455078,Middle
495,281.17144775390625,125.74862670898438,Middle
496,282.0390319824219,125.74862670898438,Middle
497,283.5997619628906,125.74862670898438,Middle
498,291.1213684082031,128.0536346435547,Middle
499,295.69384765625,130.00975036621094,Middle
500,299.9796447753906,130.70437622070312,Middle
501,306.6370544433594,133.82293701171875,Middle
502,310.7611999511719,135.3925323486328,Middle
503,314.7179870605469,137.8385009765625,Middle
504,315.936279296875,138.54580688476562,Middle
505,317.1313171386719,138.88873291015625,Middle
506,318.96014404296875,138.94178771972656,Middle
507,321.82183837890625,139.93121337890625,Middle
508,330.037109375,142.0836639404297,Middle
509,336.2415466308594,143.69583129882812,Middle
510,338.3612976074219,143.8430633544922,Middle
511,339.7923278808594,145.7392578125,Middle
512,344.7213134765625,150.0372314453125,Middle
513,348.36944580078125,153.350830078125,Middle
514,352.9598083496094,153.350830078125,Middle
515,355.379150390625,153.350830078125,Middle
516,360.7113037109375,152.9209442138672,Middle
517,365.7236328125,151.1353759765625,Middle
518,369.0210266113281,151.1353759765625,Middle
519,371.4437561035156,151.1353759765625,Middle
520,372.2265625,152.3538818359375,Middle
521,374.0499572753906,153.73609924316406,Middle
522,374.11322021484375,153.85055541992188,Middle
523,374.6878051757813,153.88409423828125,Middle
524,376.5833435058594,155.03135681152344,Middle
525,377.22467041015625,155.03135681152344,Middle
526,377.22467041015625,155.03135681152344,Middle
527,377.22467041015625,154.4632568359375,Middle
528,376.794677734375,153.37570190429688,Middle
529,375.56781005859375,153.37570190429688,Middle
530,370.6972961425781,153.37570190429688,Middle
531,368.5451049804688,154.15785217285156,Middle
532,367.000732421875,160.3511199951172,Middle
533,365.4241333007813,161.9095458984375,Middle
534,361.0898132324219,164.52606201171875,Middle
535,360.7966003417969,168.1486053466797,Middle
536,358.0957946777344,176.11839294433594,Middle
537,355.69122314453125,179.33103942871094,Middle
538,351.85284423828125,186.9278717041016,Middle
539,349.6777648925781,190.6647186279297,Middle
540,348.97174072265625,195.9101409912109,Middle
541,347.4137878417969,199.5863037109375,Middle
542,343.1026611328125,205.6302032470703,Middle
543,340.0423889160156,209.54898071289065,Middle
544,335.1903991699219,215.25149536132807,Middle
545,331.30059814453125,219.28533935546875,Middle
546,327.4974670410156,229.7190704345703,Middle
547,327.2336120605469,234.46774291992188,Middle
548,324.2109375,242.3282928466797,Middle
549,323.5632019042969,244.36639404296875,Middle
550,320.3572082519531,245.86671447753903,Middle
551,314.2886962890625,246.3490753173828,Middle
552,305.7441101074219,248.7650604248047,Middle
553,302.6582946777344,251.8207244873047,Middle
554,302.09527587890625,254.48611450195312,Middle
555,295.2076110839844,262.9833374023437,Middle
556,288.57666015625,268.3206787109375,Middle
557,287.381103515625,272.3720092773437,Middle
558,281.5780639648437,283.2419128417969,Middle
559,281.40496826171875,290.7370300292969,Middle
560,274.4941101074219,300.404296875,Middle
561,273.98828125,302.0470275878906,Middle
562,273.5256652832031,302.5029296875,Middle
563,264.50604248046875,307.0315246582031,Middle
564,257.78131103515625,315.8392944335937,Middle
565,253.864501953125,319.0755920410156,Middle
566,249.40997314453125,326.2893981933594,Middle
567,247.86203002929688,328.06475830078125,Middle
568,246.0303955078125,332.0227355957031,Middle
569,240.9828643798828,341.5404052734375,Middle
570,238.6137237548828,344.7078857421875,Middle
571,238.2956695556641,351.8370361328125,Middle
572,238.2956695556641,357.51885986328125,Middle
573,238.6137237548828,358.9978942871094,Middle
574,238.91632080078125,365.7123718261719,Middle
575,238.91632080078125,369.3109436035156,Middle
576,238.91632080078125,373.8671569824219,Middle
577,237.4031524658203,382.63568115234375,Middle
578,237.4031524658203,385.715087890625,Middle
579,237.4031524658203,389.3164367675781,Middle
580,238.78323364257807,389.3164367675781,Middle
581,241.35020446777344,389.3164367675781,Middle
582,241.78260803222656,387.6304931640625,Middle
583,244.0680694580078,383.6956787109375,Middle
584,246.4439239501953,380.608642578125,Middle
585,257.3552551269531,371.6531677246094,Middle
586,260.669189453125,370.5042419433594,Middle
587,269.13232421875,370.4474182128906,Middle
588,274.6069641113281,367.8796081542969,Middle
589,284.5829772949219,363.69873046875,Middle
590,289.8900146484375,363.23345947265625,Middle
591,300.72772216796875,362.4471740722656,Middle
592,303.5369567871094,361.937255859375,Middle
593,312.06591796875,361.3052368164063,Middle
594,315.8198547363281,358.6882629394531,Middle
595,326.09600830078125,355.9084777832031,Middle
596,330.99774169921875,355.76617431640625,Middle
597,339.3453674316406,354.5515441894531,Middle
598,343.3809814453125,351.3199157714844,Middle
599,349.0669250488281,351.1539611816406,Middle
600,351.5918273925781,350.9693298339844,Middle
601,358.3300476074219,350.9510803222656,Middle
602,360.49114990234375,350.9693298339844,Middle
603,360.8894653320313,351.1539611816406,Middle
604,364.77825927734375,354.7386779785156,Middle
605,368.102294921875,360.0921936035156,Middle
606,371.0774841308594,360.5600891113281,Middle
607,376.5652465820313,360.5600891113281,Middle
608,378.4850158691406,360.5600891113281,Middle
609,379.3688049316406,360.5600891113281,Middle
610,379.3688049316406,360.5600891113281,Middle
611,379.3688049316406,362.0063171386719,Middle
612,379.0646057128906,363.7119445800781,Middle
613,378.8309326171875,363.7119445800781,Middle
614,378.4019470214844,363.7119445800781,Middle
615,378.1043701171875,360.22723388671875,Middle
616,375.90521240234375,356.5387878417969,Middle
617,372.9861450195313,350.47509765625,Middle
618,366.4795837402344,343.0928039550781,Middle
619,363.7827453613281,340.5286865234375,Middle
620,358.6720886230469,332.76544189453125,Middle
621,357.8929443359375,328.5164489746094,Middle
622,353.9320678710937,317.0994567871094,Middle
623,353.5955810546875,301.8755798339844,Middle
624,353.3046264648437,296.08453369140625,Middle
625,352.3446350097656,290.7618713378906,Middle
626,353.3046264648437,282.9263610839844,Middle
627,353.3046264648437,276.6261291503906,Middle
628,354.0126953125,266.2000427246094,Middle
629,354.84967041015625,259.8280334472656,Middle
630,354.84967041015625,257.9422912597656,Middle
631,354.84967041015625,254.4908905029297,Middle
632,352.5004272460937,254.4908905029297,Middle
633,348.7296447753906,254.4908905029297,Middle
634,338.9150695800781,258.4003295898437,Middle
635,333.2203063964844,261.7279663085937,Middle
636,323.0761413574219,265.9857482910156,Middle
637,319.98583984375,266.161376953125,Middle
638,319.0412292480469,266.161376953125,Middle
639,317.75006103515625,266.161376953125,Middle
640,312.67596435546875,264.9726257324219,Middle
641,308.6355895996094,263.28765869140625,Middle
