,Peak_Index,Peak_X,Peak_Y,FrameForPeak,Onset_Index,Onset_X,Onset_Y,FrameForOnset,OnsetLatency
0,70858,69.6572298682565,1.4761472199079526,2229,69824,68.64076652858576,-0.749131120562142,2196,1.0164633396707359
1,145645,143.17584087788427,1.6029591998582848,4581,145026,142.5673391300543,0.8969308597183043,4562,0.6085017478299619
2,196356,193.02678132086547,1.1888989269818673,6176,195432,192.11845237903205,0.48632011506374084,6147,0.9083289418334175
3,220076,216.3444896545113,0.9566987950750914,6923,219252,215.5344647107118,-0.8205074914216285,6897,0.8100249437995046
4,229501,225.60964146920827,1.0647852730446508,7219,228774,224.89497140350167,-1.0704397671093433,7196,0.7146700657065992
5,281400,276.62843340883245,0.9471759152244718,8852,279973,275.2256353568884,-0.012047023725207709,8807,1.4027980519440462
6,315215,309.8699303440025,0.9283064004194874,9915,314388,309.05695628026194,-0.5481582682829464,9889,0.8129740637405689
7,333366,327.7130890271393,1.0441663794256169,10486,332665,327.02397800092155,0.23095916298679026,10464,0.6891110262177449
8,347288,341.39897163342164,1.0157991689994068,10924,346457,340.58206540975976,-0.17785099388638373,10898,0.8169062236618743
9,362760,356.60856620922976,1.1368388101922617,11411,361346,355.21854767703013,0.04454034578180295,11366,1.3900185321996332
10,374384,368.0354229406926,1.160021715106835,11777,373503,367.1693647180138,-0.5348640241083574,11749,0.8660582226788165
11,380458,374.0064077812729,1.0850782563312316,11968,379740,373.3005850753894,-0.5338456851591886,11945,0.70582270588352
12,396847,390.1174500190521,1.2164437408591113,12483,395460,388.75397356632163,-0.8107374212965908,12440,1.363476452730481
13,414144,407.1210925589792,1.7593133639057756,13027,413170,406.16361161812887,0.8337094763247056,12997,0.9574809408503597
14,440190,432.72535188689403,0.6286694522037021,13847,438515,431.07875991982587,-1.46057666854905,13794,1.6465919670681615
15,478142,470.03368522072736,1.3096329068758212,15041,477482,469.3848788337035,-0.06846562011429169,15020,0.6488063870238534
16,498422,489.9697360220064,0.9478028282207671,15679,497443,489.00733988125427,-0.538415058289071,15648,0.9623961407521051
17,501411,492.9080425232402,0.5982232668086725,15773,500191,491.7087337472264,-1.6304040329987686,15734,1.1993087760138224
18,503770,495.2270338368604,1.0943313068404608,15847,502847,494.3196879350073,-2.2268917013084883,15818,0.9073459018530912
19,524690,515.7922302255565,0.7532410898705987,16505,523660,514.7796990458071,-0.9785684725751899,16472,1.0125311797494305
20,541481,532.298454535432,1.3674774525283475,17033,540904,531.7312404667763,0.11972459227631901,17015,0.5672140686557441
21,550290,540.95805372224,0.9723324666168625,17310,549382,540.065453420092,-0.5096831733196766,17282,0.8926003021480255
22,554439,545.0366866006674,1.1919690033985932,17441,553437,544.0516805403674,0.2922184400164108,17409,0.985006060299952
23,563686,554.1268572988639,1.035778848490747,17732,562957,553.4102211531966,-1.5264738624162693,17709,0.7166361456672803
24,575381,565.6235098689309,1.161617393510416,18099,574224,564.4861326116784,-0.4326746798402685,18063,1.137377257252524
25,584604,574.6900876075994,1.5646087643023225,18390,583476,573.5812185097767,-0.13915895190743202,18354,1.1088690978226623
