,original,corrected
8191,333.04870912,327.45127936
8192,333.08868608,327.49125632
8193,333.12866304,327.53123328
8194,333.16864,327.57121023999997
8195,333.20861696,327.61118719999996
8196,333.24859392,327.65116416
8197,333.28857088,327.69114112
8198,333.32854784,327.73111808
8199,333.3685248,327.77109504
8200,333.40850176,327.81107199999997
8201,333.44847872,327.85104896
8202,333.48845568,327.89102592
8203,333.52843264,327.93100288
8204,333.5684096,327.97097984
8205,333.60838656,328.0109568
8206,333.64836352,328.05093375999996
8207,333.68834048,328.09091072
8208,333.72831744,328.13088768
8209,333.7682944,328.17086464
8210,333.80827136,328.2108416
8211,333.84824832,328.25081855999997
8212,333.88822528,328.29079551999996
8213,333.92820224,328.33077248
8214,333.9681792,328.37074944
8215,334.00815616,328.4107264
8216,334.04813312,328.45070336
8217,334.08811008,328.49068031999997
8218,334.12808704,328.53065728
8219,334.168064,328.57063424
8220,334.20804096,328.6106112
8221,334.24801792,328.65058816
8222,334.28799488,328.69056512
8223,334.32797184,328.73054207999996
8224,334.3679488,328.77051904
8225,334.40792576,328.810496
8226,334.44790272,328.85047296
8227,334.48787968,328.89044992
8228,334.52785664,328.93042687999997
8229,334.5678336,328.97040383999996
8230,334.60781056,329.0103808
8231,334.64778752,329.05035776
8232,334.68776448,329.09033472
8233,334.72774144,329.13031168
8234,334.7677184,329.17028863999997
8235,334.80769536,329.2102656
8236,334.84767232,329.25024256
8237,334.88764928,329.29021952
8238,334.92762624,329.33019648
8239,334.9676032,329.37017344
8240,335.00758016,329.41015039999996
8241,335.04755712,329.45012736
8242,335.08753408,329.49010432
8243,335.12751104,329.53008128
8244,335.167488,329.57005824
8245,335.20746496,329.61003519999997
8246,335.24744192,329.65001216
8247,335.28741888,329.68998912
8248,335.32739584,329.72996608
8249,335.3673728,329.76994304
8250,335.40734976,329.80992
8251,335.44732672,329.84989695999997
8252,335.48730368,329.88987392
8253,335.52728064,329.92985088
8254,335.5672576,329.96982784
8255,335.60723456,330.0098048
8256,335.64721152,330.04978176
8257,335.68718848,330.08975871999996
8258,335.72716544,330.12973568
8259,335.7671424,330.16971264
8260,335.80711936,330.2096896
8261,335.84709632,330.24966656
8262,335.88707328,330.28964351999997
8263,335.92705024,330.32962048
8264,335.9670272,330.36959744
8265,336.00700416,330.4095744
8266,336.04698112,330.44955136
8267,336.08695808,330.48952832
8268,336.12693504,330.52950527999997
8269,336.166912,330.56948224
8270,336.20688896,330.6094592
8271,336.24686592,330.64943616
8272,336.28684288,330.68941312
8273,336.32681984,330.72939008
8274,336.3667968,330.76936703999996
8275,336.40677376,330.809344
8276,336.44675072,330.84932096
8277,336.48672768,330.88929792
8278,336.52670464,330.92927488
8279,336.5666816,330.96925183999997
8280,336.60665856,331.0092288
8281,336.64663552,331.04920576
8282,336.68661248,331.08918272
8283,336.72658944,331.12915968
8284,336.7665664,331.16913664
8285,336.80654336,331.20911359999997
8286,336.84652032,331.24909056
8287,336.88649728,331.28906752
